result/tencentBlock.ns16601.oracleGeneral.zst ARC cache size      239, 1333741 req, miss ratio 0.5725, byte miss ratio 0.5725
result/tencentBlock.ns16601.oracleGeneral.zst ARC cache size      718, 1333741 req, miss ratio 0.5664, byte miss ratio 0.5664
result/tencentBlock.ns16601.oracleGeneral.zst ARC cache size     2394, 1333741 req, miss ratio 0.5634, byte miss ratio 0.5634
result/tencentBlock.ns16601.oracleGeneral.zst ARC cache size     7183, 1333741 req, miss ratio 0.5618, byte miss ratio 0.5618
result/tencentBlock.ns16601.oracleGeneral.zst ARC cache size    23944, 1333741 req, miss ratio 0.4713, byte miss ratio 0.4713
result/tencentBlock.ns16601.oracleGeneral.zst ARC cache size    47888, 1333741 req, miss ratio 0.3786, byte miss ratio 0.3786
result/tencentBlock.ns16601.oracleGeneral.zst ARC cache size    95776, 1333741 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns16601.oracleGeneral.zst ARC cache size   191552, 1333741 req, miss ratio 0.1811, byte miss ratio 0.1811
result/tencentBlock.ns16601.oracleGeneral.zst Cacheus cache size      239, 1333741 req, miss ratio 0.5726, byte miss ratio 0.5726
result/tencentBlock.ns16601.oracleGeneral.zst Cacheus cache size      718, 1333741 req, miss ratio 0.5667, byte miss ratio 0.5667
result/tencentBlock.ns16601.oracleGeneral.zst Cacheus cache size     2394, 1333741 req, miss ratio 0.5631, byte miss ratio 0.5631
result/tencentBlock.ns16601.oracleGeneral.zst Cacheus cache size     7183, 1333741 req, miss ratio 0.5615, byte miss ratio 0.5615
result/tencentBlock.ns16601.oracleGeneral.zst Cacheus cache size    23944, 1333741 req, miss ratio 0.4916, byte miss ratio 0.4916
result/tencentBlock.ns16601.oracleGeneral.zst Cacheus cache size    47888, 1333741 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns16601.oracleGeneral.zst Cacheus cache size    95776, 1333741 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns16601.oracleGeneral.zst Cacheus cache size   191552, 1333741 req, miss ratio 0.1826, byte miss ratio 0.1826
result/tencentBlock.ns16601.oracleGeneral.zst LHD cache size      239, 1333741 req, miss ratio 0.5855, byte miss ratio 0.5855
result/tencentBlock.ns16601.oracleGeneral.zst LHD cache size      718, 1333741 req, miss ratio 0.5708, byte miss ratio 0.5708
result/tencentBlock.ns16601.oracleGeneral.zst LHD cache size     2394, 1333741 req, miss ratio 0.5643, byte miss ratio 0.5643
result/tencentBlock.ns16601.oracleGeneral.zst LHD cache size     7183, 1333741 req, miss ratio 0.5607, byte miss ratio 0.5607
result/tencentBlock.ns16601.oracleGeneral.zst LHD cache size    23944, 1333741 req, miss ratio 0.4879, byte miss ratio 0.4879
result/tencentBlock.ns16601.oracleGeneral.zst LHD cache size    47888, 1333741 req, miss ratio 0.4218, byte miss ratio 0.4218
result/tencentBlock.ns16601.oracleGeneral.zst LHD cache size    95776, 1333741 req, miss ratio 0.2357, byte miss ratio 0.2357
result/tencentBlock.ns16601.oracleGeneral.zst LHD cache size   191552, 1333741 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16601.oracleGeneral.zst FIFO cache size      239, 1333741 req, miss ratio 0.6725, byte miss ratio 0.6725
result/tencentBlock.ns16601.oracleGeneral.zst FIFO cache size      718, 1333741 req, miss ratio 0.6030, byte miss ratio 0.6030
result/tencentBlock.ns16601.oracleGeneral.zst FIFO cache size     2394, 1333741 req, miss ratio 0.5764, byte miss ratio 0.5764
result/tencentBlock.ns16601.oracleGeneral.zst FIFO cache size     7183, 1333741 req, miss ratio 0.5667, byte miss ratio 0.5667
result/tencentBlock.ns16601.oracleGeneral.zst FIFO cache size    23944, 1333741 req, miss ratio 0.5116, byte miss ratio 0.5116
result/tencentBlock.ns16601.oracleGeneral.zst FIFO cache size    47888, 1333741 req, miss ratio 0.4693, byte miss ratio 0.4693
result/tencentBlock.ns16601.oracleGeneral.zst FIFO cache size    95776, 1333741 req, miss ratio 0.2964, byte miss ratio 0.2964
result/tencentBlock.ns16601.oracleGeneral.zst FIFO cache size   191552, 1333741 req, miss ratio 0.2097, byte miss ratio 0.2097
result/tencentBlock.ns16601.oracleGeneral.zst LIRS cache size      239, 1333741 req, miss ratio 0.6257, byte miss ratio 0.6257
result/tencentBlock.ns16601.oracleGeneral.zst LIRS cache size      718, 1333741 req, miss ratio 0.6118, byte miss ratio 0.6118
result/tencentBlock.ns16601.oracleGeneral.zst LIRS cache size     2394, 1333741 req, miss ratio 0.5850, byte miss ratio 0.5850
result/tencentBlock.ns16601.oracleGeneral.zst LIRS cache size     7183, 1333741 req, miss ratio 0.5581, byte miss ratio 0.5581
result/tencentBlock.ns16601.oracleGeneral.zst LIRS cache size    23944, 1333741 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns16601.oracleGeneral.zst LIRS cache size    47888, 1333741 req, miss ratio 0.3568, byte miss ratio 0.3568
result/tencentBlock.ns16601.oracleGeneral.zst LIRS cache size    95776, 1333741 req, miss ratio 0.2118, byte miss ratio 0.2118
result/tencentBlock.ns16601.oracleGeneral.zst LIRS cache size   191552, 1333741 req, miss ratio 0.1807, byte miss ratio 0.1807
result/tencentBlock.ns16601.oracleGeneral.zst LeCaR cache size      239, 1333741 req, miss ratio 0.5836, byte miss ratio 0.5836
result/tencentBlock.ns16601.oracleGeneral.zst LeCaR cache size      718, 1333741 req, miss ratio 0.5699, byte miss ratio 0.5699
result/tencentBlock.ns16601.oracleGeneral.zst LeCaR cache size     2394, 1333741 req, miss ratio 0.5651, byte miss ratio 0.5651
result/tencentBlock.ns16601.oracleGeneral.zst LeCaR cache size     7183, 1333741 req, miss ratio 0.5618, byte miss ratio 0.5618
result/tencentBlock.ns16601.oracleGeneral.zst LeCaR cache size    23944, 1333741 req, miss ratio 0.4854, byte miss ratio 0.4854
result/tencentBlock.ns16601.oracleGeneral.zst LeCaR cache size    47888, 1333741 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns16601.oracleGeneral.zst LeCaR cache size    95776, 1333741 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns16601.oracleGeneral.zst LeCaR cache size   191552, 1333741 req, miss ratio 0.1813, byte miss ratio 0.1813
result/tencentBlock.ns16601.oracleGeneral.zst LRU cache size      239, 1333741 req, miss ratio 0.5885, byte miss ratio 0.5885
result/tencentBlock.ns16601.oracleGeneral.zst LRU cache size      718, 1333741 req, miss ratio 0.5707, byte miss ratio 0.5707
result/tencentBlock.ns16601.oracleGeneral.zst LRU cache size     2394, 1333741 req, miss ratio 0.5656, byte miss ratio 0.5656
result/tencentBlock.ns16601.oracleGeneral.zst LRU cache size     7183, 1333741 req, miss ratio 0.5621, byte miss ratio 0.5621
result/tencentBlock.ns16601.oracleGeneral.zst LRU cache size    23944, 1333741 req, miss ratio 0.4871, byte miss ratio 0.4871
result/tencentBlock.ns16601.oracleGeneral.zst LRU cache size    47888, 1333741 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns16601.oracleGeneral.zst LRU cache size    95776, 1333741 req, miss ratio 0.2290, byte miss ratio 0.2290
result/tencentBlock.ns16601.oracleGeneral.zst LRU cache size   191552, 1333741 req, miss ratio 0.1813, byte miss ratio 0.1813
result/tencentBlock.ns16601.oracleGeneral.zst clock2 cache size      239, 1333741 req, miss ratio 0.5825, byte miss ratio 0.5825
result/tencentBlock.ns16601.oracleGeneral.zst clock2 cache size      718, 1333741 req, miss ratio 0.5694, byte miss ratio 0.5694
result/tencentBlock.ns16601.oracleGeneral.zst clock2 cache size     2394, 1333741 req, miss ratio 0.5645, byte miss ratio 0.5645
result/tencentBlock.ns16601.oracleGeneral.zst clock2 cache size     7183, 1333741 req, miss ratio 0.5617, byte miss ratio 0.5617
