result/tencentBlock.ns17253.oracleGeneral.zst ARC cache size      348, 3601450 req, miss ratio 0.5121, byte miss ratio 0.5121
result/tencentBlock.ns17253.oracleGeneral.zst ARC cache size     1045, 3601450 req, miss ratio 0.3506, byte miss ratio 0.3506
result/tencentBlock.ns17253.oracleGeneral.zst ARC cache size     3485, 3601450 req, miss ratio 0.2440, byte miss ratio 0.2440
result/tencentBlock.ns17253.oracleGeneral.zst ARC cache size    10455, 3601450 req, miss ratio 0.2099, byte miss ratio 0.2099
result/tencentBlock.ns17253.oracleGeneral.zst ARC cache size    34850, 3601450 req, miss ratio 0.1492, byte miss ratio 0.1492
result/tencentBlock.ns17253.oracleGeneral.zst ARC cache size    69700, 3601450 req, miss ratio 0.1232, byte miss ratio 0.1232
result/tencentBlock.ns17253.oracleGeneral.zst ARC cache size   139400, 3601450 req, miss ratio 0.1000, byte miss ratio 0.1000
result/tencentBlock.ns17253.oracleGeneral.zst ARC cache size   278800, 3601450 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns17253.oracleGeneral.zst FIFO cache size      348, 3601450 req, miss ratio 0.6174, byte miss ratio 0.6174
result/tencentBlock.ns17253.oracleGeneral.zst FIFO cache size     1045, 3601450 req, miss ratio 0.4482, byte miss ratio 0.4482
result/tencentBlock.ns17253.oracleGeneral.zst FIFO cache size     3485, 3601450 req, miss ratio 0.3104, byte miss ratio 0.3104
result/tencentBlock.ns17253.oracleGeneral.zst FIFO cache size    10455, 3601450 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns17253.oracleGeneral.zst FIFO cache size    34850, 3601450 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns17253.oracleGeneral.zst FIFO cache size    69700, 3601450 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns17253.oracleGeneral.zst FIFO cache size   139400, 3601450 req, miss ratio 0.1121, byte miss ratio 0.1121
result/tencentBlock.ns17253.oracleGeneral.zst FIFO cache size   278800, 3601450 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns17253.oracleGeneral.zst S3FIFO-1 cache size      348, 3601450 req, miss ratio 0.5233, byte miss ratio 0.5233
result/tencentBlock.ns17253.oracleGeneral.zst S3FIFO-1 cache size     1045, 3601450 req, miss ratio 0.3375, byte miss ratio 0.3375
result/tencentBlock.ns17253.oracleGeneral.zst S3FIFO-1 cache size     3485, 3601450 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns17253.oracleGeneral.zst S3FIFO-1 cache size    10455, 3601450 req, miss ratio 0.2092, byte miss ratio 0.2092
result/tencentBlock.ns17253.oracleGeneral.zst S3FIFO-1 cache size    34850, 3601450 req, miss ratio 0.1624, byte miss ratio 0.1624
