result/tencentBlock.ns13495.oracleGeneral.zst FIFO cache size      343, 5025454 req, miss ratio 0.6183, byte miss ratio 0.6183
result/tencentBlock.ns13495.oracleGeneral.zst FIFO cache size     1030, 5025454 req, miss ratio 0.3190, byte miss ratio 0.3190
result/tencentBlock.ns13495.oracleGeneral.zst FIFO cache size     3434, 5025454 req, miss ratio 0.2124, byte miss ratio 0.2124
result/tencentBlock.ns13495.oracleGeneral.zst FIFO cache size    10302, 5025454 req, miss ratio 0.1863, byte miss ratio 0.1863
result/tencentBlock.ns13495.oracleGeneral.zst FIFO cache size    34343, 5025454 req, miss ratio 0.1599, byte miss ratio 0.1599
result/tencentBlock.ns13495.oracleGeneral.zst FIFO cache size    68686, 5025454 req, miss ratio 0.1089, byte miss ratio 0.1089
result/tencentBlock.ns13495.oracleGeneral.zst FIFO cache size   137372, 5025454 req, miss ratio 0.0803, byte miss ratio 0.0803
result/tencentBlock.ns13495.oracleGeneral.zst FIFO cache size   274744, 5025454 req, miss ratio 0.0731, byte miss ratio 0.0731
result/tencentBlock.ns13495.oracleGeneral.zst ARC cache size      343, 5025454 req, miss ratio 0.4448, byte miss ratio 0.4448
result/tencentBlock.ns13495.oracleGeneral.zst ARC cache size     1030, 5025454 req, miss ratio 0.2316, byte miss ratio 0.2316
result/tencentBlock.ns13495.oracleGeneral.zst ARC cache size     3434, 5025454 req, miss ratio 0.1877, byte miss ratio 0.1877
result/tencentBlock.ns13495.oracleGeneral.zst ARC cache size    10302, 5025454 req, miss ratio 0.1762, byte miss ratio 0.1762
result/tencentBlock.ns13495.oracleGeneral.zst ARC cache size    34343, 5025454 req, miss ratio 0.1424, byte miss ratio 0.1424
result/tencentBlock.ns13495.oracleGeneral.zst ARC cache size    68686, 5025454 req, miss ratio 0.1001, byte miss ratio 0.1001
result/tencentBlock.ns13495.oracleGeneral.zst ARC cache size   137372, 5025454 req, miss ratio 0.0791, byte miss ratio 0.0791
result/tencentBlock.ns13495.oracleGeneral.zst ARC cache size   274744, 5025454 req, miss ratio 0.0705, byte miss ratio 0.0705
result/tencentBlock.ns13495.oracleGeneral.zst clock2 cache size      343, 5025454 req, miss ratio 0.5040, byte miss ratio 0.5040
result/tencentBlock.ns13495.oracleGeneral.zst clock2 cache size     1030, 5025454 req, miss ratio 0.2412, byte miss ratio 0.2412
result/tencentBlock.ns13495.oracleGeneral.zst clock2 cache size     3434, 5025454 req, miss ratio 0.1873, byte miss ratio 0.1873
result/tencentBlock.ns13495.oracleGeneral.zst clock2 cache size    10302, 5025454 req, miss ratio 0.1763, byte miss ratio 0.1763
result/tencentBlock.ns13495.oracleGeneral.zst clock2 cache size    34343, 5025454 req, miss ratio 0.1515, byte miss ratio 0.1515
result/tencentBlock.ns13495.oracleGeneral.zst clock2 cache size    68686, 5025454 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns13495.oracleGeneral.zst clock2 cache size   137372, 5025454 req, miss ratio 0.0788, byte miss ratio 0.0788
result/tencentBlock.ns13495.oracleGeneral.zst clock2 cache size   274744, 5025454 req, miss ratio 0.0705, byte miss ratio 0.0705
result/tencentBlock.ns13495.oracleGeneral.zst LHD cache size      343, 5025454 req, miss ratio 0.4468, byte miss ratio 0.4468
result/tencentBlock.ns13495.oracleGeneral.zst LHD cache size     1030, 5025454 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns13495.oracleGeneral.zst LHD cache size     3434, 5025454 req, miss ratio 0.1858, byte miss ratio 0.1858
result/tencentBlock.ns13495.oracleGeneral.zst LHD cache size    10302, 5025454 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns13495.oracleGeneral.zst LHD cache size    34343, 5025454 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns13495.oracleGeneral.zst LHD cache size    68686, 5025454 req, miss ratio 0.1118, byte miss ratio 0.1118
result/tencentBlock.ns13495.oracleGeneral.zst LHD cache size   137372, 5025454 req, miss ratio 0.0756, byte miss ratio 0.0756
result/tencentBlock.ns13495.oracleGeneral.zst LHD cache size   274744, 5025454 req, miss ratio 0.0721, byte miss ratio 0.0721
result/tencentBlock.ns13495.oracleGeneral.zst Cacheus cache size      343, 5025454 req, miss ratio 0.5084, byte miss ratio 0.5084
result/tencentBlock.ns13495.oracleGeneral.zst Cacheus cache size     1030, 5025454 req, miss ratio 0.2408, byte miss ratio 0.2408
result/tencentBlock.ns13495.oracleGeneral.zst Cacheus cache size     3434, 5025454 req, miss ratio 0.1878, byte miss ratio 0.1878
result/tencentBlock.ns13495.oracleGeneral.zst Cacheus cache size    10302, 5025454 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns13495.oracleGeneral.zst Cacheus cache size    34343, 5025454 req, miss ratio 0.1554, byte miss ratio 0.1554
result/tencentBlock.ns13495.oracleGeneral.zst Cacheus cache size    68686, 5025454 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns13495.oracleGeneral.zst Cacheus cache size   137372, 5025454 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns13495.oracleGeneral.zst Cacheus cache size   274744, 5025454 req, miss ratio 0.0708, byte miss ratio 0.0708
result/tencentBlock.ns13495.oracleGeneral.zst LeCaR cache size      343, 5025454 req, miss ratio 0.4637, byte miss ratio 0.4637
result/tencentBlock.ns13495.oracleGeneral.zst LeCaR cache size     1030, 5025454 req, miss ratio 0.2427, byte miss ratio 0.2427
result/tencentBlock.ns13495.oracleGeneral.zst LeCaR cache size     3434, 5025454 req, miss ratio 0.1879, byte miss ratio 0.1879
result/tencentBlock.ns13495.oracleGeneral.zst LeCaR cache size    10302, 5025454 req, miss ratio 0.1764, byte miss ratio 0.1764
result/tencentBlock.ns13495.oracleGeneral.zst LeCaR cache size    34343, 5025454 req, miss ratio 0.1474, byte miss ratio 0.1474
result/tencentBlock.ns13495.oracleGeneral.zst LeCaR cache size    68686, 5025454 req, miss ratio 0.0964, byte miss ratio 0.0964
result/tencentBlock.ns13495.oracleGeneral.zst LeCaR cache size   137372, 5025454 req, miss ratio 0.0766, byte miss ratio 0.0766
result/tencentBlock.ns13495.oracleGeneral.zst LeCaR cache size   274744, 5025454 req, miss ratio 0.0709, byte miss ratio 0.0709
result/tencentBlock.ns13495.oracleGeneral.zst LRU cache size      343, 5025454 req, miss ratio 0.5700, byte miss ratio 0.5700
result/tencentBlock.ns13495.oracleGeneral.zst LRU cache size     1030, 5025454 req, miss ratio 0.2489, byte miss ratio 0.2489
result/tencentBlock.ns13495.oracleGeneral.zst LRU cache size     3434, 5025454 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns13495.oracleGeneral.zst LRU cache size    10302, 5025454 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns13495.oracleGeneral.zst LRU cache size    34343, 5025454 req, miss ratio 0.1505, byte miss ratio 0.1505
result/tencentBlock.ns13495.oracleGeneral.zst LRU cache size    68686, 5025454 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns13495.oracleGeneral.zst LRU cache size   137372, 5025454 req, miss ratio 0.0765, byte miss ratio 0.0765
result/tencentBlock.ns13495.oracleGeneral.zst LRU cache size   274744, 5025454 req, miss ratio 0.0709, byte miss ratio 0.0709
result/tencentBlock.ns13495.oracleGeneral.zst S3FIFO-1 cache size      343, 5025454 req, miss ratio 0.4208, byte miss ratio 0.4208
result/tencentBlock.ns13495.oracleGeneral.zst S3FIFO-1 cache size     1030, 5025454 req, miss ratio 0.2276, byte miss ratio 0.2276
result/tencentBlock.ns13495.oracleGeneral.zst S3FIFO-1 cache size     3434, 5025454 req, miss ratio 0.1839, byte miss ratio 0.1839
result/tencentBlock.ns13495.oracleGeneral.zst S3FIFO-1 cache size    10302, 5025454 req, miss ratio 0.1743, byte miss ratio 0.1743
result/tencentBlock.ns13495.oracleGeneral.zst S3FIFO-1 cache size    34343, 5025454 req, miss ratio 0.1471, byte miss ratio 0.1471
result/tencentBlock.ns13495.oracleGeneral.zst S3FIFO-1 cache size    68686, 5025454 req, miss ratio 0.1055, byte miss ratio 0.1055
result/tencentBlock.ns13495.oracleGeneral.zst S3FIFO-1 cache size   137372, 5025454 req, miss ratio 0.0833, byte miss ratio 0.0833
result/tencentBlock.ns13495.oracleGeneral.zst S3FIFO-1 cache size   274744, 5025454 req, miss ratio 0.0705, byte miss ratio 0.0705
result/tencentBlock.ns13495.oracleGeneral.zst Clock cache size      343, 5025454 req, miss ratio 0.5408, byte miss ratio 0.5408
result/tencentBlock.ns13495.oracleGeneral.zst Clock cache size     1030, 5025454 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns13495.oracleGeneral.zst Clock cache size     3434, 5025454 req, miss ratio 0.1896, byte miss ratio 0.1896
result/tencentBlock.ns13495.oracleGeneral.zst Clock cache size    10302, 5025454 req, miss ratio 0.1774, byte miss ratio 0.1774
