result/tencentBlock.ns22158.oracleGeneral.zst clock2 cache size      368, 3996763 req, miss ratio 0.5313, byte miss ratio 0.5313
result/tencentBlock.ns22158.oracleGeneral.zst clock2 cache size     1106, 3996763 req, miss ratio 0.4124, byte miss ratio 0.4124
result/tencentBlock.ns22158.oracleGeneral.zst clock2 cache size     3688, 3996763 req, miss ratio 0.2673, byte miss ratio 0.2673
result/tencentBlock.ns22158.oracleGeneral.zst clock2 cache size    11064, 3996763 req, miss ratio 0.2375, byte miss ratio 0.2375
result/tencentBlock.ns22158.oracleGeneral.zst clock2 cache size    36880, 3996763 req, miss ratio 0.1662, byte miss ratio 0.1662
result/tencentBlock.ns22158.oracleGeneral.zst clock2 cache size    73760, 3996763 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns22158.oracleGeneral.zst clock2 cache size   147520, 3996763 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns22158.oracleGeneral.zst clock2 cache size   295040, 3996763 req, miss ratio 0.0930, byte miss ratio 0.0930
result/tencentBlock.ns22158.oracleGeneral.zst Cacheus cache size      368, 3996763 req, miss ratio 0.5174, byte miss ratio 0.5174
result/tencentBlock.ns22158.oracleGeneral.zst Cacheus cache size     1106, 3996763 req, miss ratio 0.3851, byte miss ratio 0.3851
result/tencentBlock.ns22158.oracleGeneral.zst Cacheus cache size     3688, 3996763 req, miss ratio 0.2637, byte miss ratio 0.2637
result/tencentBlock.ns22158.oracleGeneral.zst Cacheus cache size    11064, 3996763 req, miss ratio 0.2318, byte miss ratio 0.2318
result/tencentBlock.ns22158.oracleGeneral.zst Cacheus cache size    36880, 3996763 req, miss ratio 0.1564, byte miss ratio 0.1564
result/tencentBlock.ns22158.oracleGeneral.zst Cacheus cache size    73760, 3996763 req, miss ratio 0.1266, byte miss ratio 0.1266
result/tencentBlock.ns22158.oracleGeneral.zst Cacheus cache size   147520, 3996763 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns22158.oracleGeneral.zst Cacheus cache size   295040, 3996763 req, miss ratio 0.0932, byte miss ratio 0.0932
result/tencentBlock.ns22158.oracleGeneral.zst FIFO cache size      368, 3996763 req, miss ratio 0.6167, byte miss ratio 0.6167
result/tencentBlock.ns22158.oracleGeneral.zst FIFO cache size     1106, 3996763 req, miss ratio 0.4618, byte miss ratio 0.4618
result/tencentBlock.ns22158.oracleGeneral.zst FIFO cache size     3688, 3996763 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns22158.oracleGeneral.zst FIFO cache size    11064, 3996763 req, miss ratio 0.2581, byte miss ratio 0.2581
result/tencentBlock.ns22158.oracleGeneral.zst FIFO cache size    36880, 3996763 req, miss ratio 0.1687, byte miss ratio 0.1687
result/tencentBlock.ns22158.oracleGeneral.zst FIFO cache size    73760, 3996763 req, miss ratio 0.1302, byte miss ratio 0.1302
result/tencentBlock.ns22158.oracleGeneral.zst FIFO cache size   147520, 3996763 req, miss ratio 0.1092, byte miss ratio 0.1092
result/tencentBlock.ns22158.oracleGeneral.zst FIFO cache size   295040, 3996763 req, miss ratio 0.0967, byte miss ratio 0.0967
