result/tencentBlock.ns12861.oracleGeneral.zst ARC cache size      243, 2694970 req, miss ratio 0.4927, byte miss ratio 0.4927
result/tencentBlock.ns12861.oracleGeneral.zst ARC cache size      730, 2694970 req, miss ratio 0.3960, byte miss ratio 0.3960
result/tencentBlock.ns12861.oracleGeneral.zst ARC cache size     2436, 2694970 req, miss ratio 0.2476, byte miss ratio 0.2476
result/tencentBlock.ns12861.oracleGeneral.zst ARC cache size     7309, 2694970 req, miss ratio 0.2238, byte miss ratio 0.2238
result/tencentBlock.ns12861.oracleGeneral.zst ARC cache size    24365, 2694970 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns12861.oracleGeneral.zst ARC cache size    48730, 2694970 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns12861.oracleGeneral.zst ARC cache size    97460, 2694970 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns12861.oracleGeneral.zst ARC cache size   194921, 2694970 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns12861.oracleGeneral.zst S3FIFO-1 cache size      243, 2694970 req, miss ratio 0.5054, byte miss ratio 0.5054
result/tencentBlock.ns12861.oracleGeneral.zst S3FIFO-1 cache size      730, 2694970 req, miss ratio 0.3884, byte miss ratio 0.3884
result/tencentBlock.ns12861.oracleGeneral.zst S3FIFO-1 cache size     2436, 2694970 req, miss ratio 0.2480, byte miss ratio 0.2480
result/tencentBlock.ns12861.oracleGeneral.zst S3FIFO-1 cache size     7309, 2694970 req, miss ratio 0.2229, byte miss ratio 0.2229
result/tencentBlock.ns12861.oracleGeneral.zst S3FIFO-1 cache size    24365, 2694970 req, miss ratio 0.1754, byte miss ratio 0.1754
result/tencentBlock.ns12861.oracleGeneral.zst S3FIFO-1 cache size    48730, 2694970 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns12861.oracleGeneral.zst S3FIFO-1 cache size    97460, 2694970 req, miss ratio 0.0985, byte miss ratio 0.0985
result/tencentBlock.ns12861.oracleGeneral.zst S3FIFO-1 cache size   194921, 2694970 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns12861.oracleGeneral.zst LRU cache size      243, 2694970 req, miss ratio 0.5409, byte miss ratio 0.5409
result/tencentBlock.ns12861.oracleGeneral.zst LRU cache size      730, 2694970 req, miss ratio 0.4203, byte miss ratio 0.4203
result/tencentBlock.ns12861.oracleGeneral.zst LRU cache size     2436, 2694970 req, miss ratio 0.2860, byte miss ratio 0.2860
result/tencentBlock.ns12861.oracleGeneral.zst LRU cache size     7309, 2694970 req, miss ratio 0.2298, byte miss ratio 0.2298
result/tencentBlock.ns12861.oracleGeneral.zst LRU cache size    24365, 2694970 req, miss ratio 0.1703, byte miss ratio 0.1703
result/tencentBlock.ns12861.oracleGeneral.zst LRU cache size    48730, 2694970 req, miss ratio 0.1251, byte miss ratio 0.1251
result/tencentBlock.ns12861.oracleGeneral.zst LRU cache size    97460, 2694970 req, miss ratio 0.0963, byte miss ratio 0.0963
result/tencentBlock.ns12861.oracleGeneral.zst LRU cache size   194921, 2694970 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns12861.oracleGeneral.zst LeCaR cache size      243, 2694970 req, miss ratio 0.5187, byte miss ratio 0.5187
result/tencentBlock.ns12861.oracleGeneral.zst LeCaR cache size      730, 2694970 req, miss ratio 0.4195, byte miss ratio 0.4195
result/tencentBlock.ns12861.oracleGeneral.zst LeCaR cache size     2436, 2694970 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns12861.oracleGeneral.zst LeCaR cache size     7309, 2694970 req, miss ratio 0.2287, byte miss ratio 0.2287
result/tencentBlock.ns12861.oracleGeneral.zst LeCaR cache size    24365, 2694970 req, miss ratio 0.1683, byte miss ratio 0.1683
