result/tencentBlock.ns21442.oracleGeneral.zst S3FIFO-1 cache size      289, 6617055 req, miss ratio 0.2085, byte miss ratio 0.2085
result/tencentBlock.ns21442.oracleGeneral.zst S3FIFO-1 cache size      869, 6617055 req, miss ratio 0.1570, byte miss ratio 0.1570
result/tencentBlock.ns21442.oracleGeneral.zst S3FIFO-1 cache size     2898, 6617055 req, miss ratio 0.1323, byte miss ratio 0.1323
result/tencentBlock.ns21442.oracleGeneral.zst S3FIFO-1 cache size     8696, 6617055 req, miss ratio 0.1019, byte miss ratio 0.1019
result/tencentBlock.ns21442.oracleGeneral.zst S3FIFO-1 cache size    28987, 6617055 req, miss ratio 0.0821, byte miss ratio 0.0821
result/tencentBlock.ns21442.oracleGeneral.zst S3FIFO-1 cache size    57975, 6617055 req, miss ratio 0.0630, byte miss ratio 0.0630
result/tencentBlock.ns21442.oracleGeneral.zst S3FIFO-1 cache size   115951, 6617055 req, miss ratio 0.0502, byte miss ratio 0.0502
result/tencentBlock.ns21442.oracleGeneral.zst S3FIFO-1 cache size   231903, 6617055 req, miss ratio 0.0445, byte miss ratio 0.0445
result/tencentBlock.ns21442.oracleGeneral.zst Clock cache size      289, 6617055 req, miss ratio 0.2572, byte miss ratio 0.2572
result/tencentBlock.ns21442.oracleGeneral.zst Clock cache size      869, 6617055 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns21442.oracleGeneral.zst Clock cache size     2898, 6617055 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns21442.oracleGeneral.zst Clock cache size     8696, 6617055 req, miss ratio 0.1003, byte miss ratio 0.1003
result/tencentBlock.ns21442.oracleGeneral.zst Clock cache size    28987, 6617055 req, miss ratio 0.0800, byte miss ratio 0.0800
result/tencentBlock.ns21442.oracleGeneral.zst Clock cache size    57975, 6617055 req, miss ratio 0.0653, byte miss ratio 0.0653
result/tencentBlock.ns21442.oracleGeneral.zst Clock cache size   115951, 6617055 req, miss ratio 0.0510, byte miss ratio 0.0510
result/tencentBlock.ns21442.oracleGeneral.zst Clock cache size   231903, 6617055 req, miss ratio 0.0445, byte miss ratio 0.0445
result/tencentBlock.ns21442.oracleGeneral.zst LRU cache size      289, 6617055 req, miss ratio 0.2667, byte miss ratio 0.2667
