result/tencentBlock.ns22740.oracleGeneral.zst LIRS cache size      583, 4934847 req, miss ratio 0.6236, byte miss ratio 0.6236
result/tencentBlock.ns22740.oracleGeneral.zst LIRS cache size     1751, 4934847 req, miss ratio 0.4646, byte miss ratio 0.4646
result/tencentBlock.ns22740.oracleGeneral.zst LIRS cache size     5837, 4934847 req, miss ratio 0.4131, byte miss ratio 0.4131
result/tencentBlock.ns22740.oracleGeneral.zst LIRS cache size    17512, 4934847 req, miss ratio 0.3459, byte miss ratio 0.3459
result/tencentBlock.ns22740.oracleGeneral.zst LIRS cache size    58373, 4934847 req, miss ratio 0.2376, byte miss ratio 0.2376
result/tencentBlock.ns22740.oracleGeneral.zst LIRS cache size   116747, 4934847 req, miss ratio 0.1741, byte miss ratio 0.1741
result/tencentBlock.ns22740.oracleGeneral.zst LIRS cache size   233495, 4934847 req, miss ratio 0.1409, byte miss ratio 0.1409
result/tencentBlock.ns22740.oracleGeneral.zst LIRS cache size   466991, 4934847 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns22740.oracleGeneral.zst LeCaR cache size      583, 4934847 req, miss ratio 0.6247, byte miss ratio 0.6247
result/tencentBlock.ns22740.oracleGeneral.zst LeCaR cache size     1751, 4934847 req, miss ratio 0.5128, byte miss ratio 0.5128
result/tencentBlock.ns22740.oracleGeneral.zst LeCaR cache size     5837, 4934847 req, miss ratio 0.4115, byte miss ratio 0.4115
result/tencentBlock.ns22740.oracleGeneral.zst LeCaR cache size    17512, 4934847 req, miss ratio 0.3651, byte miss ratio 0.3651
result/tencentBlock.ns22740.oracleGeneral.zst LeCaR cache size    58373, 4934847 req, miss ratio 0.2339, byte miss ratio 0.2339
result/tencentBlock.ns22740.oracleGeneral.zst LeCaR cache size   116747, 4934847 req, miss ratio 0.1608, byte miss ratio 0.1608
result/tencentBlock.ns22740.oracleGeneral.zst LeCaR cache size   233495, 4934847 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns22740.oracleGeneral.zst LeCaR cache size   466991, 4934847 req, miss ratio 0.1197, byte miss ratio 0.1197
result/tencentBlock.ns22740.oracleGeneral.zst Clock cache size      583, 4934847 req, miss ratio 0.6247, byte miss ratio 0.6247
result/tencentBlock.ns22740.oracleGeneral.zst Clock cache size     1751, 4934847 req, miss ratio 0.5190, byte miss ratio 0.5190
result/tencentBlock.ns22740.oracleGeneral.zst Clock cache size     5837, 4934847 req, miss ratio 0.4159, byte miss ratio 0.4159
result/tencentBlock.ns22740.oracleGeneral.zst Clock cache size    17512, 4934847 req, miss ratio 0.3777, byte miss ratio 0.3777
result/tencentBlock.ns22740.oracleGeneral.zst Clock cache size    58373, 4934847 req, miss ratio 0.2405, byte miss ratio 0.2405
result/tencentBlock.ns22740.oracleGeneral.zst Clock cache size   116747, 4934847 req, miss ratio 0.1764, byte miss ratio 0.1764
result/tencentBlock.ns22740.oracleGeneral.zst Clock cache size   233495, 4934847 req, miss ratio 0.1296, byte miss ratio 0.1296
result/tencentBlock.ns22740.oracleGeneral.zst Clock cache size   466991, 4934847 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns22740.oracleGeneral.zst S3FIFO-1 cache size      583, 4934847 req, miss ratio 0.6106, byte miss ratio 0.6106
result/tencentBlock.ns22740.oracleGeneral.zst S3FIFO-1 cache size     1751, 4934847 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns22740.oracleGeneral.zst S3FIFO-1 cache size     5837, 4934847 req, miss ratio 0.4046, byte miss ratio 0.4046
result/tencentBlock.ns22740.oracleGeneral.zst S3FIFO-1 cache size    17512, 4934847 req, miss ratio 0.3471, byte miss ratio 0.3471
result/tencentBlock.ns22740.oracleGeneral.zst S3FIFO-1 cache size    58373, 4934847 req, miss ratio 0.2352, byte miss ratio 0.2352
result/tencentBlock.ns22740.oracleGeneral.zst S3FIFO-1 cache size   116747, 4934847 req, miss ratio 0.1614, byte miss ratio 0.1614
result/tencentBlock.ns22740.oracleGeneral.zst S3FIFO-1 cache size   233495, 4934847 req, miss ratio 0.1282, byte miss ratio 0.1282
result/tencentBlock.ns22740.oracleGeneral.zst S3FIFO-1 cache size   466991, 4934847 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns22740.oracleGeneral.zst ARC cache size      583, 4934847 req, miss ratio 0.6084, byte miss ratio 0.6084
result/tencentBlock.ns22740.oracleGeneral.zst ARC cache size     1751, 4934847 req, miss ratio 0.4532, byte miss ratio 0.4532
result/tencentBlock.ns22740.oracleGeneral.zst ARC cache size     5837, 4934847 req, miss ratio 0.4027, byte miss ratio 0.4027
result/tencentBlock.ns22740.oracleGeneral.zst ARC cache size    17512, 4934847 req, miss ratio 0.3541, byte miss ratio 0.3541
result/tencentBlock.ns22740.oracleGeneral.zst ARC cache size    58373, 4934847 req, miss ratio 0.2386, byte miss ratio 0.2386
result/tencentBlock.ns22740.oracleGeneral.zst ARC cache size   116747, 4934847 req, miss ratio 0.1656, byte miss ratio 0.1656
result/tencentBlock.ns22740.oracleGeneral.zst ARC cache size   233495, 4934847 req, miss ratio 0.1274, byte miss ratio 0.1274
result/tencentBlock.ns22740.oracleGeneral.zst ARC cache size   466991, 4934847 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns22740.oracleGeneral.zst clock2 cache size      583, 4934847 req, miss ratio 0.6220, byte miss ratio 0.6220
result/tencentBlock.ns22740.oracleGeneral.zst clock2 cache size     1751, 4934847 req, miss ratio 0.5098, byte miss ratio 0.5098
result/tencentBlock.ns22740.oracleGeneral.zst clock2 cache size     5837, 4934847 req, miss ratio 0.4105, byte miss ratio 0.4105
result/tencentBlock.ns22740.oracleGeneral.zst clock2 cache size    17512, 4934847 req, miss ratio 0.3806, byte miss ratio 0.3806
result/tencentBlock.ns22740.oracleGeneral.zst clock2 cache size    58373, 4934847 req, miss ratio 0.2464, byte miss ratio 0.2464
result/tencentBlock.ns22740.oracleGeneral.zst clock2 cache size   116747, 4934847 req, miss ratio 0.1703, byte miss ratio 0.1703
result/tencentBlock.ns22740.oracleGeneral.zst clock2 cache size   233495, 4934847 req, miss ratio 0.1293, byte miss ratio 0.1293
result/tencentBlock.ns22740.oracleGeneral.zst clock2 cache size   466991, 4934847 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns22740.oracleGeneral.zst LRU cache size      583, 4934847 req, miss ratio 0.6271, byte miss ratio 0.6271
result/tencentBlock.ns22740.oracleGeneral.zst LRU cache size     1751, 4934847 req, miss ratio 0.5258, byte miss ratio 0.5258
result/tencentBlock.ns22740.oracleGeneral.zst LRU cache size     5837, 4934847 req, miss ratio 0.4197, byte miss ratio 0.4197
result/tencentBlock.ns22740.oracleGeneral.zst LRU cache size    17512, 4934847 req, miss ratio 0.3677, byte miss ratio 0.3677
result/tencentBlock.ns22740.oracleGeneral.zst LRU cache size    58373, 4934847 req, miss ratio 0.2367, byte miss ratio 0.2367
result/tencentBlock.ns22740.oracleGeneral.zst LRU cache size   116747, 4934847 req, miss ratio 0.1596, byte miss ratio 0.1596
result/tencentBlock.ns22740.oracleGeneral.zst LRU cache size   233495, 4934847 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns22740.oracleGeneral.zst LRU cache size   466991, 4934847 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns22740.oracleGeneral.zst LHD cache size      583, 4934847 req, miss ratio 0.6267, byte miss ratio 0.6267
result/tencentBlock.ns22740.oracleGeneral.zst LHD cache size     1751, 4934847 req, miss ratio 0.4849, byte miss ratio 0.4849
result/tencentBlock.ns22740.oracleGeneral.zst LHD cache size     5837, 4934847 req, miss ratio 0.4095, byte miss ratio 0.4095
result/tencentBlock.ns22740.oracleGeneral.zst LHD cache size    17512, 4934847 req, miss ratio 0.3501, byte miss ratio 0.3501
result/tencentBlock.ns22740.oracleGeneral.zst LHD cache size    58373, 4934847 req, miss ratio 0.2242, byte miss ratio 0.2242
result/tencentBlock.ns22740.oracleGeneral.zst LHD cache size   116747, 4934847 req, miss ratio 0.1535, byte miss ratio 0.1535
result/tencentBlock.ns22740.oracleGeneral.zst LHD cache size   233495, 4934847 req, miss ratio 0.1288, byte miss ratio 0.1288
result/tencentBlock.ns22740.oracleGeneral.zst LHD cache size   466991, 4934847 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns22740.oracleGeneral.zst Cacheus cache size      583, 4934847 req, miss ratio 0.6066, byte miss ratio 0.6066
result/tencentBlock.ns22740.oracleGeneral.zst Cacheus cache size     1751, 4934847 req, miss ratio 0.4771, byte miss ratio 0.4771
result/tencentBlock.ns22740.oracleGeneral.zst Cacheus cache size     5837, 4934847 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns22740.oracleGeneral.zst Cacheus cache size    17512, 4934847 req, miss ratio 0.3596, byte miss ratio 0.3596
result/tencentBlock.ns22740.oracleGeneral.zst Cacheus cache size    58373, 4934847 req, miss ratio 0.2312, byte miss ratio 0.2312
result/tencentBlock.ns22740.oracleGeneral.zst Cacheus cache size   116747, 4934847 req, miss ratio 0.1555, byte miss ratio 0.1555
result/tencentBlock.ns22740.oracleGeneral.zst Cacheus cache size   233495, 4934847 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns22740.oracleGeneral.zst Cacheus cache size   466991, 4934847 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns22740.oracleGeneral.zst FIFO cache size      583, 4934847 req, miss ratio 0.6918, byte miss ratio 0.6918
result/tencentBlock.ns22740.oracleGeneral.zst FIFO cache size     1751, 4934847 req, miss ratio 0.5673, byte miss ratio 0.5673
result/tencentBlock.ns22740.oracleGeneral.zst FIFO cache size     5837, 4934847 req, miss ratio 0.4667, byte miss ratio 0.4667
result/tencentBlock.ns22740.oracleGeneral.zst FIFO cache size    17512, 4934847 req, miss ratio 0.3777, byte miss ratio 0.3777
result/tencentBlock.ns22740.oracleGeneral.zst FIFO cache size    58373, 4934847 req, miss ratio 0.2634, byte miss ratio 0.2634
result/tencentBlock.ns22740.oracleGeneral.zst FIFO cache size   116747, 4934847 req, miss ratio 0.1893, byte miss ratio 0.1893
result/tencentBlock.ns22740.oracleGeneral.zst FIFO cache size   233495, 4934847 req, miss ratio 0.1497, byte miss ratio 0.1497
result/tencentBlock.ns22740.oracleGeneral.zst FIFO cache size   466991, 4934847 req, miss ratio 0.1308, byte miss ratio 0.1308
