result/tencentBlock.ns4033.oracleGeneral.zst clock2 cache size      357, 3976911 req, miss ratio 0.5293, byte miss ratio 0.5293
result/tencentBlock.ns4033.oracleGeneral.zst clock2 cache size     1072, 3976911 req, miss ratio 0.4023, byte miss ratio 0.4023
result/tencentBlock.ns4033.oracleGeneral.zst clock2 cache size     3573, 3976911 req, miss ratio 0.2586, byte miss ratio 0.2586
result/tencentBlock.ns4033.oracleGeneral.zst clock2 cache size    10720, 3976911 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns4033.oracleGeneral.zst clock2 cache size    35734, 3976911 req, miss ratio 0.1722, byte miss ratio 0.1722
result/tencentBlock.ns4033.oracleGeneral.zst clock2 cache size    71468, 3976911 req, miss ratio 0.1432, byte miss ratio 0.1432
result/tencentBlock.ns4033.oracleGeneral.zst clock2 cache size   142936, 3976911 req, miss ratio 0.1039, byte miss ratio 0.1039
result/tencentBlock.ns4033.oracleGeneral.zst clock2 cache size   285873, 3976911 req, miss ratio 0.0901, byte miss ratio 0.0901
result/tencentBlock.ns4033.oracleGeneral.zst S3FIFO-1 cache size      357, 3976911 req, miss ratio 0.5253, byte miss ratio 0.5253
result/tencentBlock.ns4033.oracleGeneral.zst S3FIFO-1 cache size     1072, 3976911 req, miss ratio 0.3383, byte miss ratio 0.3383
result/tencentBlock.ns4033.oracleGeneral.zst S3FIFO-1 cache size     3573, 3976911 req, miss ratio 0.2575, byte miss ratio 0.2575
result/tencentBlock.ns4033.oracleGeneral.zst S3FIFO-1 cache size    10720, 3976911 req, miss ratio 0.2195, byte miss ratio 0.2195
result/tencentBlock.ns4033.oracleGeneral.zst S3FIFO-1 cache size    35734, 3976911 req, miss ratio 0.1753, byte miss ratio 0.1753
result/tencentBlock.ns4033.oracleGeneral.zst S3FIFO-1 cache size    71468, 3976911 req, miss ratio 0.1372, byte miss ratio 0.1372
result/tencentBlock.ns4033.oracleGeneral.zst S3FIFO-1 cache size   142936, 3976911 req, miss ratio 0.1004, byte miss ratio 0.1004
result/tencentBlock.ns4033.oracleGeneral.zst S3FIFO-1 cache size   285873, 3976911 req, miss ratio 0.0901, byte miss ratio 0.0901
result/tencentBlock.ns4033.oracleGeneral.zst LHD cache size      357, 3976911 req, miss ratio 0.5247, byte miss ratio 0.5247
result/tencentBlock.ns4033.oracleGeneral.zst LHD cache size     1072, 3976911 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns4033.oracleGeneral.zst LHD cache size     3573, 3976911 req, miss ratio 0.2590, byte miss ratio 0.2590
result/tencentBlock.ns4033.oracleGeneral.zst LHD cache size    10720, 3976911 req, miss ratio 0.2228, byte miss ratio 0.2228
result/tencentBlock.ns4033.oracleGeneral.zst LHD cache size    35734, 3976911 req, miss ratio 0.1658, byte miss ratio 0.1658
result/tencentBlock.ns4033.oracleGeneral.zst LHD cache size    71468, 3976911 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns4033.oracleGeneral.zst LHD cache size   142936, 3976911 req, miss ratio 0.0990, byte miss ratio 0.0990
result/tencentBlock.ns4033.oracleGeneral.zst LHD cache size   285873, 3976911 req, miss ratio 0.0903, byte miss ratio 0.0903
result/tencentBlock.ns4033.oracleGeneral.zst LRU cache size      357, 3976911 req, miss ratio 0.5365, byte miss ratio 0.5365
result/tencentBlock.ns4033.oracleGeneral.zst LRU cache size     1072, 3976911 req, miss ratio 0.4101, byte miss ratio 0.4101
result/tencentBlock.ns4033.oracleGeneral.zst LRU cache size     3573, 3976911 req, miss ratio 0.2706, byte miss ratio 0.2706
result/tencentBlock.ns4033.oracleGeneral.zst LRU cache size    10720, 3976911 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns4033.oracleGeneral.zst LRU cache size    35734, 3976911 req, miss ratio 0.1660, byte miss ratio 0.1660
result/tencentBlock.ns4033.oracleGeneral.zst LRU cache size    71468, 3976911 req, miss ratio 0.1353, byte miss ratio 0.1353
result/tencentBlock.ns4033.oracleGeneral.zst LRU cache size   142936, 3976911 req, miss ratio 0.0974, byte miss ratio 0.0974
