result/tencentBlock.ns16825.oracleGeneral.zst Cacheus cache size      144, 1724446 req, miss ratio 0.4738, byte miss ratio 0.4738
result/tencentBlock.ns16825.oracleGeneral.zst Cacheus cache size      434, 1724446 req, miss ratio 0.4560, byte miss ratio 0.4560
result/tencentBlock.ns16825.oracleGeneral.zst Cacheus cache size     1447, 1724446 req, miss ratio 0.4530, byte miss ratio 0.4530
result/tencentBlock.ns16825.oracleGeneral.zst Cacheus cache size     4341, 1724446 req, miss ratio 0.4522, byte miss ratio 0.4522
result/tencentBlock.ns16825.oracleGeneral.zst Cacheus cache size    14470, 1724446 req, miss ratio 0.3986, byte miss ratio 0.3986
result/tencentBlock.ns16825.oracleGeneral.zst Cacheus cache size    28941, 1724446 req, miss ratio 0.3232, byte miss ratio 0.3232
result/tencentBlock.ns16825.oracleGeneral.zst Cacheus cache size    57882, 1724446 req, miss ratio 0.2113, byte miss ratio 0.2113
result/tencentBlock.ns16825.oracleGeneral.zst Cacheus cache size   115765, 1724446 req, miss ratio 0.1010, byte miss ratio 0.1010
result/tencentBlock.ns16825.oracleGeneral.zst S3FIFO-1 cache size      144, 1724446 req, miss ratio 0.4770, byte miss ratio 0.4770
result/tencentBlock.ns16825.oracleGeneral.zst S3FIFO-1 cache size      434, 1724446 req, miss ratio 0.4583, byte miss ratio 0.4583
result/tencentBlock.ns16825.oracleGeneral.zst S3FIFO-1 cache size     1447, 1724446 req, miss ratio 0.4533, byte miss ratio 0.4533
result/tencentBlock.ns16825.oracleGeneral.zst S3FIFO-1 cache size     4341, 1724446 req, miss ratio 0.4526, byte miss ratio 0.4526
result/tencentBlock.ns16825.oracleGeneral.zst S3FIFO-1 cache size    14470, 1724446 req, miss ratio 0.3821, byte miss ratio 0.3821
result/tencentBlock.ns16825.oracleGeneral.zst S3FIFO-1 cache size    28941, 1724446 req, miss ratio 0.3041, byte miss ratio 0.3041
result/tencentBlock.ns16825.oracleGeneral.zst S3FIFO-1 cache size    57882, 1724446 req, miss ratio 0.2174, byte miss ratio 0.2174
result/tencentBlock.ns16825.oracleGeneral.zst S3FIFO-1 cache size   115765, 1724446 req, miss ratio 0.1054, byte miss ratio 0.1054
result/tencentBlock.ns16825.oracleGeneral.zst LIRS cache size      144, 1724446 req, miss ratio 0.5131, byte miss ratio 0.5131
result/tencentBlock.ns16825.oracleGeneral.zst LIRS cache size      434, 1724446 req, miss ratio 0.4916, byte miss ratio 0.4916
result/tencentBlock.ns16825.oracleGeneral.zst LIRS cache size     1447, 1724446 req, miss ratio 0.4616, byte miss ratio 0.4616
result/tencentBlock.ns16825.oracleGeneral.zst LIRS cache size     4341, 1724446 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns16825.oracleGeneral.zst LIRS cache size    14470, 1724446 req, miss ratio 0.3812, byte miss ratio 0.3812
result/tencentBlock.ns16825.oracleGeneral.zst LIRS cache size    28941, 1724446 req, miss ratio 0.3032, byte miss ratio 0.3032
result/tencentBlock.ns16825.oracleGeneral.zst LIRS cache size    57882, 1724446 req, miss ratio 0.2004, byte miss ratio 0.2004
result/tencentBlock.ns16825.oracleGeneral.zst LIRS cache size   115765, 1724446 req, miss ratio 0.1006, byte miss ratio 0.1006
result/tencentBlock.ns16825.oracleGeneral.zst ARC cache size      144, 1724446 req, miss ratio 0.4711, byte miss ratio 0.4711
result/tencentBlock.ns16825.oracleGeneral.zst ARC cache size      434, 1724446 req, miss ratio 0.4563, byte miss ratio 0.4563
result/tencentBlock.ns16825.oracleGeneral.zst ARC cache size     1447, 1724446 req, miss ratio 0.4534, byte miss ratio 0.4534
result/tencentBlock.ns16825.oracleGeneral.zst ARC cache size     4341, 1724446 req, miss ratio 0.4526, byte miss ratio 0.4526
result/tencentBlock.ns16825.oracleGeneral.zst ARC cache size    14470, 1724446 req, miss ratio 0.3999, byte miss ratio 0.3999
result/tencentBlock.ns16825.oracleGeneral.zst ARC cache size    28941, 1724446 req, miss ratio 0.3138, byte miss ratio 0.3138
result/tencentBlock.ns16825.oracleGeneral.zst ARC cache size    57882, 1724446 req, miss ratio 0.2461, byte miss ratio 0.2461
result/tencentBlock.ns16825.oracleGeneral.zst ARC cache size   115765, 1724446 req, miss ratio 0.1023, byte miss ratio 0.1023
result/tencentBlock.ns16825.oracleGeneral.zst LHD cache size      144, 1724446 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns16825.oracleGeneral.zst LHD cache size      434, 1724446 req, miss ratio 0.4619, byte miss ratio 0.4619
