result/tencentBlock.ns7602.oracleGeneral.zst FIFO cache size      229, 9795568 req, miss ratio 0.8389, byte miss ratio 0.8389
result/tencentBlock.ns7602.oracleGeneral.zst FIFO cache size      687, 9795568 req, miss ratio 0.8076, byte miss ratio 0.8076
result/tencentBlock.ns7602.oracleGeneral.zst FIFO cache size     2292, 9795568 req, miss ratio 0.7354, byte miss ratio 0.7354
result/tencentBlock.ns7602.oracleGeneral.zst FIFO cache size     6878, 9795568 req, miss ratio 0.5974, byte miss ratio 0.5974
result/tencentBlock.ns7602.oracleGeneral.zst FIFO cache size    22928, 9795568 req, miss ratio 0.4143, byte miss ratio 0.4143
result/tencentBlock.ns7602.oracleGeneral.zst FIFO cache size    45856, 9795568 req, miss ratio 0.1593, byte miss ratio 0.1593
result/tencentBlock.ns7602.oracleGeneral.zst FIFO cache size    91712, 9795568 req, miss ratio 0.0847, byte miss ratio 0.0847
result/tencentBlock.ns7602.oracleGeneral.zst FIFO cache size   183424, 9795568 req, miss ratio 0.0325, byte miss ratio 0.0325
result/tencentBlock.ns7602.oracleGeneral.zst clock2 cache size      229, 9795568 req, miss ratio 0.8158, byte miss ratio 0.8158
result/tencentBlock.ns7602.oracleGeneral.zst clock2 cache size      687, 9795568 req, miss ratio 0.7848, byte miss ratio 0.7848
result/tencentBlock.ns7602.oracleGeneral.zst clock2 cache size     2292, 9795568 req, miss ratio 0.7174, byte miss ratio 0.7174
result/tencentBlock.ns7602.oracleGeneral.zst clock2 cache size     6878, 9795568 req, miss ratio 0.5896, byte miss ratio 0.5896
result/tencentBlock.ns7602.oracleGeneral.zst clock2 cache size    22928, 9795568 req, miss ratio 0.3211, byte miss ratio 0.3211
result/tencentBlock.ns7602.oracleGeneral.zst clock2 cache size    45856, 9795568 req, miss ratio 0.0872, byte miss ratio 0.0872
result/tencentBlock.ns7602.oracleGeneral.zst clock2 cache size    91712, 9795568 req, miss ratio 0.0552, byte miss ratio 0.0552
result/tencentBlock.ns7602.oracleGeneral.zst clock2 cache size   183424, 9795568 req, miss ratio 0.0241, byte miss ratio 0.0241
result/tencentBlock.ns7602.oracleGeneral.zst LRU cache size      229, 9795568 req, miss ratio 0.8251, byte miss ratio 0.8251
result/tencentBlock.ns7602.oracleGeneral.zst LRU cache size      687, 9795568 req, miss ratio 0.7952, byte miss ratio 0.7952
