result/tencentBlock.ns16809.oracleGeneral.zst LRU cache size      141, 1456016 req, miss ratio 0.5113, byte miss ratio 0.5113
result/tencentBlock.ns16809.oracleGeneral.zst LRU cache size      423, 1456016 req, miss ratio 0.4679, byte miss ratio 0.4679
result/tencentBlock.ns16809.oracleGeneral.zst LRU cache size     1410, 1456016 req, miss ratio 0.4246, byte miss ratio 0.4246
result/tencentBlock.ns16809.oracleGeneral.zst LRU cache size     4230, 1456016 req, miss ratio 0.4050, byte miss ratio 0.4050
result/tencentBlock.ns16809.oracleGeneral.zst LRU cache size    14102, 1456016 req, miss ratio 0.3932, byte miss ratio 0.3932
result/tencentBlock.ns16809.oracleGeneral.zst LRU cache size    28204, 1456016 req, miss ratio 0.3413, byte miss ratio 0.3413
result/tencentBlock.ns16809.oracleGeneral.zst LRU cache size    56408, 1456016 req, miss ratio 0.2707, byte miss ratio 0.2707
result/tencentBlock.ns16809.oracleGeneral.zst LRU cache size   112816, 1456016 req, miss ratio 0.1166, byte miss ratio 0.1166
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-1 cache size      141, 1456016 req, miss ratio 0.4976, byte miss ratio 0.4976
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-1 cache size      423, 1456016 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-1 cache size     1410, 1456016 req, miss ratio 0.4054, byte miss ratio 0.4054
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-1 cache size     4230, 1456016 req, miss ratio 0.3916, byte miss ratio 0.3916
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-1 cache size    14102, 1456016 req, miss ratio 0.3538, byte miss ratio 0.3538
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-1 cache size    28204, 1456016 req, miss ratio 0.3133, byte miss ratio 0.3133
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-1 cache size    56408, 1456016 req, miss ratio 0.2637, byte miss ratio 0.2637
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-1 cache size   112816, 1456016 req, miss ratio 0.1202, byte miss ratio 0.1202
result/tencentBlock.ns16809.oracleGeneral.zst Cacheus cache size      141, 1456016 req, miss ratio 0.5007, byte miss ratio 0.5007
result/tencentBlock.ns16809.oracleGeneral.zst Cacheus cache size      423, 1456016 req, miss ratio 0.4521, byte miss ratio 0.4521
result/tencentBlock.ns16809.oracleGeneral.zst Cacheus cache size     1410, 1456016 req, miss ratio 0.4137, byte miss ratio 0.4137
result/tencentBlock.ns16809.oracleGeneral.zst Cacheus cache size     4230, 1456016 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns16809.oracleGeneral.zst Cacheus cache size    14102, 1456016 req, miss ratio 0.3686, byte miss ratio 0.3686
result/tencentBlock.ns16809.oracleGeneral.zst Cacheus cache size    28204, 1456016 req, miss ratio 0.3285, byte miss ratio 0.3285
result/tencentBlock.ns16809.oracleGeneral.zst Cacheus cache size    56408, 1456016 req, miss ratio 0.2739, byte miss ratio 0.2739
result/tencentBlock.ns16809.oracleGeneral.zst Cacheus cache size   112816, 1456016 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns16809.oracleGeneral.zst clock2 cache size      141, 1456016 req, miss ratio 0.5127, byte miss ratio 0.5127
result/tencentBlock.ns16809.oracleGeneral.zst clock2 cache size      423, 1456016 req, miss ratio 0.4609, byte miss ratio 0.4609
result/tencentBlock.ns16809.oracleGeneral.zst clock2 cache size     1410, 1456016 req, miss ratio 0.4226, byte miss ratio 0.4226
result/tencentBlock.ns16809.oracleGeneral.zst clock2 cache size     4230, 1456016 req, miss ratio 0.4009, byte miss ratio 0.4009
result/tencentBlock.ns16809.oracleGeneral.zst clock2 cache size    14102, 1456016 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns16809.oracleGeneral.zst clock2 cache size    28204, 1456016 req, miss ratio 0.3383, byte miss ratio 0.3383
result/tencentBlock.ns16809.oracleGeneral.zst clock2 cache size    56408, 1456016 req, miss ratio 0.2913, byte miss ratio 0.2913
result/tencentBlock.ns16809.oracleGeneral.zst clock2 cache size   112816, 1456016 req, miss ratio 0.1251, byte miss ratio 0.1251
result/tencentBlock.ns16809.oracleGeneral.zst Clock cache size      141, 1456016 req, miss ratio 0.5110, byte miss ratio 0.5110
result/tencentBlock.ns16809.oracleGeneral.zst Clock cache size      423, 1456016 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns16809.oracleGeneral.zst Clock cache size     1410, 1456016 req, miss ratio 0.4236, byte miss ratio 0.4236
result/tencentBlock.ns16809.oracleGeneral.zst Clock cache size     4230, 1456016 req, miss ratio 0.4031, byte miss ratio 0.4031
result/tencentBlock.ns16809.oracleGeneral.zst Clock cache size    14102, 1456016 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns16809.oracleGeneral.zst Clock cache size    28204, 1456016 req, miss ratio 0.3377, byte miss ratio 0.3377
result/tencentBlock.ns16809.oracleGeneral.zst Clock cache size    56408, 1456016 req, miss ratio 0.2832, byte miss ratio 0.2832
result/tencentBlock.ns16809.oracleGeneral.zst Clock cache size   112816, 1456016 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns16809.oracleGeneral.zst ARC cache size      141, 1456016 req, miss ratio 0.4974, byte miss ratio 0.4974
result/tencentBlock.ns16809.oracleGeneral.zst ARC cache size      423, 1456016 req, miss ratio 0.4491, byte miss ratio 0.4491
result/tencentBlock.ns16809.oracleGeneral.zst ARC cache size     1410, 1456016 req, miss ratio 0.4110, byte miss ratio 0.4110
result/tencentBlock.ns16809.oracleGeneral.zst ARC cache size     4230, 1456016 req, miss ratio 0.3959, byte miss ratio 0.3959
result/tencentBlock.ns16809.oracleGeneral.zst ARC cache size    14102, 1456016 req, miss ratio 0.3671, byte miss ratio 0.3671
result/tencentBlock.ns16809.oracleGeneral.zst ARC cache size    28204, 1456016 req, miss ratio 0.3181, byte miss ratio 0.3181
result/tencentBlock.ns16809.oracleGeneral.zst ARC cache size    56408, 1456016 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns16809.oracleGeneral.zst ARC cache size   112816, 1456016 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns16809.oracleGeneral.zst LHD cache size      141, 1456016 req, miss ratio 0.5227, byte miss ratio 0.5227
result/tencentBlock.ns16809.oracleGeneral.zst LHD cache size      423, 1456016 req, miss ratio 0.4619, byte miss ratio 0.4619
result/tencentBlock.ns16809.oracleGeneral.zst LHD cache size     1410, 1456016 req, miss ratio 0.4196, byte miss ratio 0.4196
result/tencentBlock.ns16809.oracleGeneral.zst LHD cache size     4230, 1456016 req, miss ratio 0.4004, byte miss ratio 0.4004
result/tencentBlock.ns16809.oracleGeneral.zst LHD cache size    14102, 1456016 req, miss ratio 0.3772, byte miss ratio 0.3772
result/tencentBlock.ns16809.oracleGeneral.zst LHD cache size    28204, 1456016 req, miss ratio 0.3265, byte miss ratio 0.3265
result/tencentBlock.ns16809.oracleGeneral.zst LHD cache size    56408, 1456016 req, miss ratio 0.2491, byte miss ratio 0.2491
result/tencentBlock.ns16809.oracleGeneral.zst LHD cache size   112816, 1456016 req, miss ratio 0.1117, byte miss ratio 0.1117
result/tencentBlock.ns16809.oracleGeneral.zst LeCaR cache size      141, 1456016 req, miss ratio 0.5028, byte miss ratio 0.5028
result/tencentBlock.ns16809.oracleGeneral.zst LeCaR cache size      423, 1456016 req, miss ratio 0.4575, byte miss ratio 0.4575
result/tencentBlock.ns16809.oracleGeneral.zst LeCaR cache size     1410, 1456016 req, miss ratio 0.4211, byte miss ratio 0.4211
result/tencentBlock.ns16809.oracleGeneral.zst LeCaR cache size     4230, 1456016 req, miss ratio 0.3984, byte miss ratio 0.3984
result/tencentBlock.ns16809.oracleGeneral.zst LeCaR cache size    14102, 1456016 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns16809.oracleGeneral.zst LeCaR cache size    28204, 1456016 req, miss ratio 0.3280, byte miss ratio 0.3280
result/tencentBlock.ns16809.oracleGeneral.zst LeCaR cache size    56408, 1456016 req, miss ratio 0.2693, byte miss ratio 0.2693
result/tencentBlock.ns16809.oracleGeneral.zst LeCaR cache size   112816, 1456016 req, miss ratio 0.1124, byte miss ratio 0.1124
result/tencentBlock.ns16809.oracleGeneral.zst LIRS cache size      141, 1456016 req, miss ratio 0.5465, byte miss ratio 0.5465
result/tencentBlock.ns16809.oracleGeneral.zst LIRS cache size      423, 1456016 req, miss ratio 0.4926, byte miss ratio 0.4926
result/tencentBlock.ns16809.oracleGeneral.zst LIRS cache size     1410, 1456016 req, miss ratio 0.4185, byte miss ratio 0.4185
result/tencentBlock.ns16809.oracleGeneral.zst LIRS cache size     4230, 1456016 req, miss ratio 0.4006, byte miss ratio 0.4006
result/tencentBlock.ns16809.oracleGeneral.zst LIRS cache size    14102, 1456016 req, miss ratio 0.3547, byte miss ratio 0.3547
result/tencentBlock.ns16809.oracleGeneral.zst LIRS cache size    28204, 1456016 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns16809.oracleGeneral.zst LIRS cache size    56408, 1456016 req, miss ratio 0.2691, byte miss ratio 0.2691
result/tencentBlock.ns16809.oracleGeneral.zst LIRS cache size   112816, 1456016 req, miss ratio 0.1171, byte miss ratio 0.1171
result/tencentBlock.ns16809.oracleGeneral.zst FIFO cache size      141, 1456016 req, miss ratio 0.5793, byte miss ratio 0.5793
result/tencentBlock.ns16809.oracleGeneral.zst FIFO cache size      423, 1456016 req, miss ratio 0.4977, byte miss ratio 0.4977
result/tencentBlock.ns16809.oracleGeneral.zst FIFO cache size     1410, 1456016 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns16809.oracleGeneral.zst FIFO cache size     4230, 1456016 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns16809.oracleGeneral.zst FIFO cache size    14102, 1456016 req, miss ratio 0.4001, byte miss ratio 0.4001
result/tencentBlock.ns16809.oracleGeneral.zst FIFO cache size    28204, 1456016 req, miss ratio 0.3561, byte miss ratio 0.3561
result/tencentBlock.ns16809.oracleGeneral.zst FIFO cache size    56408, 1456016 req, miss ratio 0.2353, byte miss ratio 0.2353
result/tencentBlock.ns16809.oracleGeneral.zst FIFO cache size   112816, 1456016 req, miss ratio 0.1340, byte miss ratio 0.1340
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-d-1 cache size      141, 1456016 req, miss ratio 0.4970, byte miss ratio 0.4970
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-d-1 cache size      423, 1456016 req, miss ratio 0.4467, byte miss ratio 0.4467
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-d-1 cache size     1410, 1456016 req, miss ratio 0.4054, byte miss ratio 0.4054
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-d-1 cache size     4230, 1456016 req, miss ratio 0.3916, byte miss ratio 0.3916
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-d-1 cache size    14102, 1456016 req, miss ratio 0.3538, byte miss ratio 0.3538
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-d-1 cache size    28204, 1456016 req, miss ratio 0.3129, byte miss ratio 0.3129
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-d-1 cache size    56408, 1456016 req, miss ratio 0.2638, byte miss ratio 0.2638
result/tencentBlock.ns16809.oracleGeneral.zst S3FIFO-d-1 cache size   112816, 1456016 req, miss ratio 0.1201, byte miss ratio 0.1201
result/tencentBlock.ns16809.oracleGeneral.zst LRB cache size      141, 1456016 req, miss ratio 0.5750, byte miss ratio 0.5750
result/tencentBlock.ns16809.oracleGeneral.zst LRB cache size      423, 1456016 req, miss ratio 0.4947, byte miss ratio 0.4947
result/tencentBlock.ns16809.oracleGeneral.zst LRB cache size     1410, 1456016 req, miss ratio 0.4211, byte miss ratio 0.4211
result/tencentBlock.ns16809.oracleGeneral.zst LRB cache size     4230, 1456016 req, miss ratio 0.3887, byte miss ratio 0.3887
result/tencentBlock.ns16809.oracleGeneral.zst LRB cache size    14102, 1456016 req, miss ratio 0.3539, byte miss ratio 0.3539
result/tencentBlock.ns16809.oracleGeneral.zst LRB cache size    28204, 1456016 req, miss ratio 0.3004, byte miss ratio 0.3004
result/tencentBlock.ns16809.oracleGeneral.zst LRB cache size    56408, 1456016 req, miss ratio 0.2120, byte miss ratio 0.2120
result/tencentBlock.ns16809.oracleGeneral.zst LRB cache size   112816, 1456016 req, miss ratio 0.1128, byte miss ratio 0.1128
result/tencentBlock.ns16809.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      141, 1456016 req, miss ratio 0.5279, byte miss ratio 0.5279
result/tencentBlock.ns16809.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      423, 1456016 req, miss ratio 0.4704, byte miss ratio 0.4704
result/tencentBlock.ns16809.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1410, 1456016 req, miss ratio 0.4277, byte miss ratio 0.4277
result/tencentBlock.ns16809.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     4230, 1456016 req, miss ratio 0.4041, byte miss ratio 0.4041
result/tencentBlock.ns16809.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    14102, 1456016 req, miss ratio 0.3859, byte miss ratio 0.3859
