result/tencentBlock.ns7773.oracleGeneral.zst FIFO cache size      226, 2660020 req, miss ratio 0.5170, byte miss ratio 0.5170
result/tencentBlock.ns7773.oracleGeneral.zst FIFO cache size      679, 2660020 req, miss ratio 0.4368, byte miss ratio 0.4368
result/tencentBlock.ns7773.oracleGeneral.zst FIFO cache size     2264, 2660020 req, miss ratio 0.3790, byte miss ratio 0.3790
result/tencentBlock.ns7773.oracleGeneral.zst FIFO cache size     6794, 2660020 req, miss ratio 0.3468, byte miss ratio 0.3468
result/tencentBlock.ns7773.oracleGeneral.zst FIFO cache size    22648, 2660020 req, miss ratio 0.3142, byte miss ratio 0.3142
result/tencentBlock.ns7773.oracleGeneral.zst FIFO cache size    45297, 2660020 req, miss ratio 0.2745, byte miss ratio 0.2745
result/tencentBlock.ns7773.oracleGeneral.zst FIFO cache size    90594, 2660020 req, miss ratio 0.1894, byte miss ratio 0.1894
result/tencentBlock.ns7773.oracleGeneral.zst FIFO cache size   181188, 2660020 req, miss ratio 0.1152, byte miss ratio 0.1152
result/tencentBlock.ns7773.oracleGeneral.zst LHD cache size      226, 2660020 req, miss ratio 0.4344, byte miss ratio 0.4344
result/tencentBlock.ns7773.oracleGeneral.zst LHD cache size      679, 2660020 req, miss ratio 0.3928, byte miss ratio 0.3928
result/tencentBlock.ns7773.oracleGeneral.zst LHD cache size     2264, 2660020 req, miss ratio 0.3492, byte miss ratio 0.3492
result/tencentBlock.ns7773.oracleGeneral.zst LHD cache size     6794, 2660020 req, miss ratio 0.3274, byte miss ratio 0.3274
result/tencentBlock.ns7773.oracleGeneral.zst LHD cache size    22648, 2660020 req, miss ratio 0.2896, byte miss ratio 0.2896
result/tencentBlock.ns7773.oracleGeneral.zst LHD cache size    45297, 2660020 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns7773.oracleGeneral.zst LHD cache size    90594, 2660020 req, miss ratio 0.1598, byte miss ratio 0.1598
result/tencentBlock.ns7773.oracleGeneral.zst LHD cache size   181188, 2660020 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns7773.oracleGeneral.zst clock2 cache size      226, 2660020 req, miss ratio 0.4375, byte miss ratio 0.4375
result/tencentBlock.ns7773.oracleGeneral.zst clock2 cache size      679, 2660020 req, miss ratio 0.3987, byte miss ratio 0.3987
result/tencentBlock.ns7773.oracleGeneral.zst clock2 cache size     2264, 2660020 req, miss ratio 0.3540, byte miss ratio 0.3540
result/tencentBlock.ns7773.oracleGeneral.zst clock2 cache size     6794, 2660020 req, miss ratio 0.3317, byte miss ratio 0.3317
result/tencentBlock.ns7773.oracleGeneral.zst clock2 cache size    22648, 2660020 req, miss ratio 0.3136, byte miss ratio 0.3136
result/tencentBlock.ns7773.oracleGeneral.zst clock2 cache size    45297, 2660020 req, miss ratio 0.2681, byte miss ratio 0.2681
result/tencentBlock.ns7773.oracleGeneral.zst clock2 cache size    90594, 2660020 req, miss ratio 0.2180, byte miss ratio 0.2180
result/tencentBlock.ns7773.oracleGeneral.zst clock2 cache size   181188, 2660020 req, miss ratio 0.0917, byte miss ratio 0.0917
result/tencentBlock.ns7773.oracleGeneral.zst Clock cache size      226, 2660020 req, miss ratio 0.4391, byte miss ratio 0.4391
result/tencentBlock.ns7773.oracleGeneral.zst Clock cache size      679, 2660020 req, miss ratio 0.3991, byte miss ratio 0.3991
result/tencentBlock.ns7773.oracleGeneral.zst Clock cache size     2264, 2660020 req, miss ratio 0.3547, byte miss ratio 0.3547
result/tencentBlock.ns7773.oracleGeneral.zst Clock cache size     6794, 2660020 req, miss ratio 0.3317, byte miss ratio 0.3317
result/tencentBlock.ns7773.oracleGeneral.zst Clock cache size    22648, 2660020 req, miss ratio 0.3108, byte miss ratio 0.3108
result/tencentBlock.ns7773.oracleGeneral.zst Clock cache size    45297, 2660020 req, miss ratio 0.2657, byte miss ratio 0.2657
