result/tencentBlock.ns20509.oracleGeneral.zst FIFO cache size      283, 2329036 req, miss ratio 0.6283, byte miss ratio 0.6283
result/tencentBlock.ns20509.oracleGeneral.zst FIFO cache size      851, 2329036 req, miss ratio 0.5520, byte miss ratio 0.5520
result/tencentBlock.ns20509.oracleGeneral.zst FIFO cache size     2838, 2329036 req, miss ratio 0.5144, byte miss ratio 0.5144
result/tencentBlock.ns20509.oracleGeneral.zst FIFO cache size     8516, 2329036 req, miss ratio 0.4894, byte miss ratio 0.4894
result/tencentBlock.ns20509.oracleGeneral.zst FIFO cache size    28388, 2329036 req, miss ratio 0.4455, byte miss ratio 0.4455
result/tencentBlock.ns20509.oracleGeneral.zst FIFO cache size    56777, 2329036 req, miss ratio 0.4198, byte miss ratio 0.4198
result/tencentBlock.ns20509.oracleGeneral.zst FIFO cache size   113554, 2329036 req, miss ratio 0.2741, byte miss ratio 0.2741
result/tencentBlock.ns20509.oracleGeneral.zst FIFO cache size   227109, 2329036 req, miss ratio 0.1517, byte miss ratio 0.1517
result/tencentBlock.ns20509.oracleGeneral.zst Cacheus cache size      283, 2329036 req, miss ratio 0.5269, byte miss ratio 0.5269
result/tencentBlock.ns20509.oracleGeneral.zst Cacheus cache size      851, 2329036 req, miss ratio 0.5151, byte miss ratio 0.5151
result/tencentBlock.ns20509.oracleGeneral.zst Cacheus cache size     2838, 2329036 req, miss ratio 0.4868, byte miss ratio 0.4868
result/tencentBlock.ns20509.oracleGeneral.zst Cacheus cache size     8516, 2329036 req, miss ratio 0.4638, byte miss ratio 0.4638
result/tencentBlock.ns20509.oracleGeneral.zst Cacheus cache size    28388, 2329036 req, miss ratio 0.4234, byte miss ratio 0.4234
result/tencentBlock.ns20509.oracleGeneral.zst Cacheus cache size    56777, 2329036 req, miss ratio 0.4047, byte miss ratio 0.4047
result/tencentBlock.ns20509.oracleGeneral.zst Cacheus cache size   113554, 2329036 req, miss ratio 0.2077, byte miss ratio 0.2077
result/tencentBlock.ns20509.oracleGeneral.zst Cacheus cache size   227109, 2329036 req, miss ratio 0.1223, byte miss ratio 0.1223
result/tencentBlock.ns20509.oracleGeneral.zst ARC cache size      283, 2329036 req, miss ratio 0.5269, byte miss ratio 0.5269
result/tencentBlock.ns20509.oracleGeneral.zst ARC cache size      851, 2329036 req, miss ratio 0.5139, byte miss ratio 0.5139
result/tencentBlock.ns20509.oracleGeneral.zst ARC cache size     2838, 2329036 req, miss ratio 0.4810, byte miss ratio 0.4810
result/tencentBlock.ns20509.oracleGeneral.zst ARC cache size     8516, 2329036 req, miss ratio 0.4620, byte miss ratio 0.4620
result/tencentBlock.ns20509.oracleGeneral.zst ARC cache size    28388, 2329036 req, miss ratio 0.4072, byte miss ratio 0.4072
result/tencentBlock.ns20509.oracleGeneral.zst ARC cache size    56777, 2329036 req, miss ratio 0.3646, byte miss ratio 0.3646
result/tencentBlock.ns20509.oracleGeneral.zst ARC cache size   113554, 2329036 req, miss ratio 0.1961, byte miss ratio 0.1961
result/tencentBlock.ns20509.oracleGeneral.zst ARC cache size   227109, 2329036 req, miss ratio 0.1227, byte miss ratio 0.1227
result/tencentBlock.ns20509.oracleGeneral.zst clock2 cache size      283, 2329036 req, miss ratio 0.5362, byte miss ratio 0.5362
result/tencentBlock.ns20509.oracleGeneral.zst clock2 cache size      851, 2329036 req, miss ratio 0.5206, byte miss ratio 0.5206
result/tencentBlock.ns20509.oracleGeneral.zst clock2 cache size     2838, 2329036 req, miss ratio 0.5016, byte miss ratio 0.5016
result/tencentBlock.ns20509.oracleGeneral.zst clock2 cache size     8516, 2329036 req, miss ratio 0.4724, byte miss ratio 0.4724
result/tencentBlock.ns20509.oracleGeneral.zst clock2 cache size    28388, 2329036 req, miss ratio 0.4321, byte miss ratio 0.4321
result/tencentBlock.ns20509.oracleGeneral.zst clock2 cache size    56777, 2329036 req, miss ratio 0.4047, byte miss ratio 0.4047
result/tencentBlock.ns20509.oracleGeneral.zst clock2 cache size   113554, 2329036 req, miss ratio 0.3381, byte miss ratio 0.3381
result/tencentBlock.ns20509.oracleGeneral.zst clock2 cache size   227109, 2329036 req, miss ratio 0.1226, byte miss ratio 0.1226
result/tencentBlock.ns20509.oracleGeneral.zst LeCaR cache size      283, 2329036 req, miss ratio 0.5360, byte miss ratio 0.5360
result/tencentBlock.ns20509.oracleGeneral.zst LeCaR cache size      851, 2329036 req, miss ratio 0.5203, byte miss ratio 0.5203
result/tencentBlock.ns20509.oracleGeneral.zst LeCaR cache size     2838, 2329036 req, miss ratio 0.5017, byte miss ratio 0.5017
result/tencentBlock.ns20509.oracleGeneral.zst LeCaR cache size     8516, 2329036 req, miss ratio 0.4709, byte miss ratio 0.4709
result/tencentBlock.ns20509.oracleGeneral.zst LeCaR cache size    28388, 2329036 req, miss ratio 0.4279, byte miss ratio 0.4279
result/tencentBlock.ns20509.oracleGeneral.zst LeCaR cache size    56777, 2329036 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns20509.oracleGeneral.zst LeCaR cache size   113554, 2329036 req, miss ratio 0.1830, byte miss ratio 0.1830
result/tencentBlock.ns20509.oracleGeneral.zst LeCaR cache size   227109, 2329036 req, miss ratio 0.1223, byte miss ratio 0.1223
result/tencentBlock.ns20509.oracleGeneral.zst LRU cache size      283, 2329036 req, miss ratio 0.5419, byte miss ratio 0.5419
result/tencentBlock.ns20509.oracleGeneral.zst LRU cache size      851, 2329036 req, miss ratio 0.5210, byte miss ratio 0.5210
result/tencentBlock.ns20509.oracleGeneral.zst LRU cache size     2838, 2329036 req, miss ratio 0.5025, byte miss ratio 0.5025
result/tencentBlock.ns20509.oracleGeneral.zst LRU cache size     8516, 2329036 req, miss ratio 0.4785, byte miss ratio 0.4785
result/tencentBlock.ns20509.oracleGeneral.zst LRU cache size    28388, 2329036 req, miss ratio 0.4311, byte miss ratio 0.4311
result/tencentBlock.ns20509.oracleGeneral.zst LRU cache size    56777, 2329036 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns20509.oracleGeneral.zst LRU cache size   113554, 2329036 req, miss ratio 0.1813, byte miss ratio 0.1813
