result/tencentBlock.ns19611.oracleGeneral.zst ARC cache size      300, 3654075 req, miss ratio 0.5166, byte miss ratio 0.5166
result/tencentBlock.ns19611.oracleGeneral.zst ARC cache size      900, 3654075 req, miss ratio 0.3667, byte miss ratio 0.3667
result/tencentBlock.ns19611.oracleGeneral.zst ARC cache size     3002, 3654075 req, miss ratio 0.2365, byte miss ratio 0.2365
result/tencentBlock.ns19611.oracleGeneral.zst ARC cache size     9008, 3654075 req, miss ratio 0.2080, byte miss ratio 0.2080
result/tencentBlock.ns19611.oracleGeneral.zst ARC cache size    30026, 3654075 req, miss ratio 0.1476, byte miss ratio 0.1476
result/tencentBlock.ns19611.oracleGeneral.zst ARC cache size    60053, 3654075 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns19611.oracleGeneral.zst ARC cache size   120107, 3654075 req, miss ratio 0.0908, byte miss ratio 0.0908
result/tencentBlock.ns19611.oracleGeneral.zst ARC cache size   240215, 3654075 req, miss ratio 0.0843, byte miss ratio 0.0843
result/tencentBlock.ns19611.oracleGeneral.zst Cacheus cache size      300, 3654075 req, miss ratio 0.5155, byte miss ratio 0.5155
result/tencentBlock.ns19611.oracleGeneral.zst Cacheus cache size      900, 3654075 req, miss ratio 0.3690, byte miss ratio 0.3690
result/tencentBlock.ns19611.oracleGeneral.zst Cacheus cache size     3002, 3654075 req, miss ratio 0.2391, byte miss ratio 0.2391
result/tencentBlock.ns19611.oracleGeneral.zst Cacheus cache size     9008, 3654075 req, miss ratio 0.2114, byte miss ratio 0.2114
result/tencentBlock.ns19611.oracleGeneral.zst Cacheus cache size    30026, 3654075 req, miss ratio 0.1480, byte miss ratio 0.1480
result/tencentBlock.ns19611.oracleGeneral.zst Cacheus cache size    60053, 3654075 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns19611.oracleGeneral.zst Cacheus cache size   120107, 3654075 req, miss ratio 0.0908, byte miss ratio 0.0908
result/tencentBlock.ns19611.oracleGeneral.zst Cacheus cache size   240215, 3654075 req, miss ratio 0.0843, byte miss ratio 0.0843
result/tencentBlock.ns19611.oracleGeneral.zst clock2 cache size      300, 3654075 req, miss ratio 0.5362, byte miss ratio 0.5362
result/tencentBlock.ns19611.oracleGeneral.zst clock2 cache size      900, 3654075 req, miss ratio 0.4091, byte miss ratio 0.4091
result/tencentBlock.ns19611.oracleGeneral.zst clock2 cache size     3002, 3654075 req, miss ratio 0.2404, byte miss ratio 0.2404
result/tencentBlock.ns19611.oracleGeneral.zst clock2 cache size     9008, 3654075 req, miss ratio 0.2129, byte miss ratio 0.2129
result/tencentBlock.ns19611.oracleGeneral.zst clock2 cache size    30026, 3654075 req, miss ratio 0.1546, byte miss ratio 0.1546
result/tencentBlock.ns19611.oracleGeneral.zst clock2 cache size    60053, 3654075 req, miss ratio 0.1233, byte miss ratio 0.1233
result/tencentBlock.ns19611.oracleGeneral.zst clock2 cache size   120107, 3654075 req, miss ratio 0.0925, byte miss ratio 0.0925
result/tencentBlock.ns19611.oracleGeneral.zst clock2 cache size   240215, 3654075 req, miss ratio 0.0843, byte miss ratio 0.0843
result/tencentBlock.ns19611.oracleGeneral.zst S3FIFO-1 cache size      300, 3654075 req, miss ratio 0.5293, byte miss ratio 0.5293
result/tencentBlock.ns19611.oracleGeneral.zst S3FIFO-1 cache size      900, 3654075 req, miss ratio 0.3569, byte miss ratio 0.3569
result/tencentBlock.ns19611.oracleGeneral.zst S3FIFO-1 cache size     3002, 3654075 req, miss ratio 0.2390, byte miss ratio 0.2390
result/tencentBlock.ns19611.oracleGeneral.zst S3FIFO-1 cache size     9008, 3654075 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns19611.oracleGeneral.zst S3FIFO-1 cache size    30026, 3654075 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns19611.oracleGeneral.zst S3FIFO-1 cache size    60053, 3654075 req, miss ratio 0.1207, byte miss ratio 0.1207
result/tencentBlock.ns19611.oracleGeneral.zst S3FIFO-1 cache size   120107, 3654075 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns19611.oracleGeneral.zst S3FIFO-1 cache size   240215, 3654075 req, miss ratio 0.0843, byte miss ratio 0.0843
result/tencentBlock.ns19611.oracleGeneral.zst LeCaR cache size      300, 3654075 req, miss ratio 0.5364, byte miss ratio 0.5364
result/tencentBlock.ns19611.oracleGeneral.zst LeCaR cache size      900, 3654075 req, miss ratio 0.4108, byte miss ratio 0.4108
result/tencentBlock.ns19611.oracleGeneral.zst LeCaR cache size     3002, 3654075 req, miss ratio 0.2418, byte miss ratio 0.2418
result/tencentBlock.ns19611.oracleGeneral.zst LeCaR cache size     9008, 3654075 req, miss ratio 0.2117, byte miss ratio 0.2117
result/tencentBlock.ns19611.oracleGeneral.zst LeCaR cache size    30026, 3654075 req, miss ratio 0.1450, byte miss ratio 0.1450
result/tencentBlock.ns19611.oracleGeneral.zst LeCaR cache size    60053, 3654075 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns19611.oracleGeneral.zst LeCaR cache size   120107, 3654075 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns19611.oracleGeneral.zst LeCaR cache size   240215, 3654075 req, miss ratio 0.0836, byte miss ratio 0.0836
result/tencentBlock.ns19611.oracleGeneral.zst LIRS cache size      300, 3654075 req, miss ratio 0.5295, byte miss ratio 0.5295
result/tencentBlock.ns19611.oracleGeneral.zst LIRS cache size      900, 3654075 req, miss ratio 0.3745, byte miss ratio 0.3745
result/tencentBlock.ns19611.oracleGeneral.zst LIRS cache size     3002, 3654075 req, miss ratio 0.2512, byte miss ratio 0.2512
result/tencentBlock.ns19611.oracleGeneral.zst LIRS cache size     9008, 3654075 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns19611.oracleGeneral.zst LIRS cache size    30026, 3654075 req, miss ratio 0.1640, byte miss ratio 0.1640
result/tencentBlock.ns19611.oracleGeneral.zst LIRS cache size    60053, 3654075 req, miss ratio 0.1316, byte miss ratio 0.1316
result/tencentBlock.ns19611.oracleGeneral.zst LIRS cache size   120107, 3654075 req, miss ratio 0.1042, byte miss ratio 0.1042
result/tencentBlock.ns19611.oracleGeneral.zst LIRS cache size   240215, 3654075 req, miss ratio 0.0862, byte miss ratio 0.0862
