result/tencentBlock.ns6859.oracleGeneral.zst S3FIFO-1 cache size      473, 4374654 req, miss ratio 0.5217, byte miss ratio 0.5217
result/tencentBlock.ns6859.oracleGeneral.zst S3FIFO-1 cache size     1420, 4374654 req, miss ratio 0.3382, byte miss ratio 0.3382
result/tencentBlock.ns6859.oracleGeneral.zst S3FIFO-1 cache size     4733, 4374654 req, miss ratio 0.3021, byte miss ratio 0.3021
result/tencentBlock.ns6859.oracleGeneral.zst S3FIFO-1 cache size    14200, 4374654 req, miss ratio 0.2699, byte miss ratio 0.2699
result/tencentBlock.ns6859.oracleGeneral.zst S3FIFO-1 cache size    47334, 4374654 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns6859.oracleGeneral.zst S3FIFO-1 cache size    94668, 4374654 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns6859.oracleGeneral.zst S3FIFO-1 cache size   189336, 4374654 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns6859.oracleGeneral.zst S3FIFO-1 cache size   378672, 4374654 req, miss ratio 0.1091, byte miss ratio 0.1091
result/tencentBlock.ns6859.oracleGeneral.zst LHD cache size      473, 4374654 req, miss ratio 0.5237, byte miss ratio 0.5237
result/tencentBlock.ns6859.oracleGeneral.zst LHD cache size     1420, 4374654 req, miss ratio 0.3928, byte miss ratio 0.3928
result/tencentBlock.ns6859.oracleGeneral.zst LHD cache size     4733, 4374654 req, miss ratio 0.3026, byte miss ratio 0.3026
result/tencentBlock.ns6859.oracleGeneral.zst LHD cache size    14200, 4374654 req, miss ratio 0.2709, byte miss ratio 0.2709
result/tencentBlock.ns6859.oracleGeneral.zst LHD cache size    47334, 4374654 req, miss ratio 0.2231, byte miss ratio 0.2231
result/tencentBlock.ns6859.oracleGeneral.zst LHD cache size    94668, 4374654 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns6859.oracleGeneral.zst LHD cache size   189336, 4374654 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns6859.oracleGeneral.zst LHD cache size   378672, 4374654 req, miss ratio 0.1092, byte miss ratio 0.1092
result/tencentBlock.ns6859.oracleGeneral.zst LeCaR cache size      473, 4374654 req, miss ratio 0.5220, byte miss ratio 0.5220
result/tencentBlock.ns6859.oracleGeneral.zst LeCaR cache size     1420, 4374654 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns6859.oracleGeneral.zst LeCaR cache size     4733, 4374654 req, miss ratio 0.3043, byte miss ratio 0.3043
result/tencentBlock.ns6859.oracleGeneral.zst LeCaR cache size    14200, 4374654 req, miss ratio 0.2796, byte miss ratio 0.2796
result/tencentBlock.ns6859.oracleGeneral.zst LeCaR cache size    47334, 4374654 req, miss ratio 0.2254, byte miss ratio 0.2254
result/tencentBlock.ns6859.oracleGeneral.zst LeCaR cache size    94668, 4374654 req, miss ratio 0.1827, byte miss ratio 0.1827
result/tencentBlock.ns6859.oracleGeneral.zst LeCaR cache size   189336, 4374654 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns6859.oracleGeneral.zst LeCaR cache size   378672, 4374654 req, miss ratio 0.1085, byte miss ratio 0.1085
result/tencentBlock.ns6859.oracleGeneral.zst ARC cache size      473, 4374654 req, miss ratio 0.5108, byte miss ratio 0.5108
result/tencentBlock.ns6859.oracleGeneral.zst ARC cache size     1420, 4374654 req, miss ratio 0.3616, byte miss ratio 0.3616
result/tencentBlock.ns6859.oracleGeneral.zst ARC cache size     4733, 4374654 req, miss ratio 0.3006, byte miss ratio 0.3006
result/tencentBlock.ns6859.oracleGeneral.zst ARC cache size    14200, 4374654 req, miss ratio 0.2710, byte miss ratio 0.2710
result/tencentBlock.ns6859.oracleGeneral.zst ARC cache size    47334, 4374654 req, miss ratio 0.2323, byte miss ratio 0.2323
result/tencentBlock.ns6859.oracleGeneral.zst ARC cache size    94668, 4374654 req, miss ratio 0.1802, byte miss ratio 0.1802
result/tencentBlock.ns6859.oracleGeneral.zst ARC cache size   189336, 4374654 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns6859.oracleGeneral.zst ARC cache size   378672, 4374654 req, miss ratio 0.1092, byte miss ratio 0.1092
result/tencentBlock.ns6859.oracleGeneral.zst FIFO cache size      473, 4374654 req, miss ratio 0.6057, byte miss ratio 0.6057
result/tencentBlock.ns6859.oracleGeneral.zst FIFO cache size     1420, 4374654 req, miss ratio 0.4627, byte miss ratio 0.4627
result/tencentBlock.ns6859.oracleGeneral.zst FIFO cache size     4733, 4374654 req, miss ratio 0.3561, byte miss ratio 0.3561
result/tencentBlock.ns6859.oracleGeneral.zst FIFO cache size    14200, 4374654 req, miss ratio 0.3004, byte miss ratio 0.3004
result/tencentBlock.ns6859.oracleGeneral.zst FIFO cache size    47334, 4374654 req, miss ratio 0.2404, byte miss ratio 0.2404
result/tencentBlock.ns6859.oracleGeneral.zst FIFO cache size    94668, 4374654 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns6859.oracleGeneral.zst FIFO cache size   189336, 4374654 req, miss ratio 0.1479, byte miss ratio 0.1479
result/tencentBlock.ns6859.oracleGeneral.zst FIFO cache size   378672, 4374654 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns6859.oracleGeneral.zst Clock cache size      473, 4374654 req, miss ratio 0.5246, byte miss ratio 0.5246
result/tencentBlock.ns6859.oracleGeneral.zst Clock cache size     1420, 4374654 req, miss ratio 0.4154, byte miss ratio 0.4154
result/tencentBlock.ns6859.oracleGeneral.zst Clock cache size     4733, 4374654 req, miss ratio 0.3095, byte miss ratio 0.3095
result/tencentBlock.ns6859.oracleGeneral.zst Clock cache size    14200, 4374654 req, miss ratio 0.2808, byte miss ratio 0.2808
result/tencentBlock.ns6859.oracleGeneral.zst Clock cache size    47334, 4374654 req, miss ratio 0.2292, byte miss ratio 0.2292
result/tencentBlock.ns6859.oracleGeneral.zst Clock cache size    94668, 4374654 req, miss ratio 0.1990, byte miss ratio 0.1990
result/tencentBlock.ns6859.oracleGeneral.zst Clock cache size   189336, 4374654 req, miss ratio 0.1335, byte miss ratio 0.1335
result/tencentBlock.ns6859.oracleGeneral.zst Clock cache size   378672, 4374654 req, miss ratio 0.1091, byte miss ratio 0.1091
result/tencentBlock.ns6859.oracleGeneral.zst clock2 cache size      473, 4374654 req, miss ratio 0.5263, byte miss ratio 0.5263
result/tencentBlock.ns6859.oracleGeneral.zst clock2 cache size     1420, 4374654 req, miss ratio 0.4179, byte miss ratio 0.4179
result/tencentBlock.ns6859.oracleGeneral.zst clock2 cache size     4733, 4374654 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns6859.oracleGeneral.zst clock2 cache size    14200, 4374654 req, miss ratio 0.2831, byte miss ratio 0.2831
result/tencentBlock.ns6859.oracleGeneral.zst clock2 cache size    47334, 4374654 req, miss ratio 0.2344, byte miss ratio 0.2344
result/tencentBlock.ns6859.oracleGeneral.zst clock2 cache size    94668, 4374654 req, miss ratio 0.2073, byte miss ratio 0.2073
