result/tencentBlock.ns10995.oracleGeneral.zst LIRS cache size      262, 4957747 req, miss ratio 0.3339, byte miss ratio 0.3339
result/tencentBlock.ns10995.oracleGeneral.zst LIRS cache size      788, 4957747 req, miss ratio 0.2816, byte miss ratio 0.2816
result/tencentBlock.ns10995.oracleGeneral.zst LIRS cache size     2628, 4957747 req, miss ratio 0.2419, byte miss ratio 0.2419
result/tencentBlock.ns10995.oracleGeneral.zst LIRS cache size     7884, 4957747 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns10995.oracleGeneral.zst LIRS cache size    26281, 4957747 req, miss ratio 0.1777, byte miss ratio 0.1777
result/tencentBlock.ns10995.oracleGeneral.zst LIRS cache size    52563, 4957747 req, miss ratio 0.1426, byte miss ratio 0.1426
result/tencentBlock.ns10995.oracleGeneral.zst LIRS cache size   105126, 4957747 req, miss ratio 0.1008, byte miss ratio 0.1008
result/tencentBlock.ns10995.oracleGeneral.zst LIRS cache size   210252, 4957747 req, miss ratio 0.0571, byte miss ratio 0.0571
result/tencentBlock.ns10995.oracleGeneral.zst FIFO cache size      262, 4957747 req, miss ratio 0.4655, byte miss ratio 0.4655
result/tencentBlock.ns10995.oracleGeneral.zst FIFO cache size      788, 4957747 req, miss ratio 0.3311, byte miss ratio 0.3311
result/tencentBlock.ns10995.oracleGeneral.zst FIFO cache size     2628, 4957747 req, miss ratio 0.2776, byte miss ratio 0.2776
result/tencentBlock.ns10995.oracleGeneral.zst FIFO cache size     7884, 4957747 req, miss ratio 0.2383, byte miss ratio 0.2383
result/tencentBlock.ns10995.oracleGeneral.zst FIFO cache size    26281, 4957747 req, miss ratio 0.1826, byte miss ratio 0.1826
result/tencentBlock.ns10995.oracleGeneral.zst FIFO cache size    52563, 4957747 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns10995.oracleGeneral.zst FIFO cache size   105126, 4957747 req, miss ratio 0.1047, byte miss ratio 0.1047
result/tencentBlock.ns10995.oracleGeneral.zst FIFO cache size   210252, 4957747 req, miss ratio 0.0648, byte miss ratio 0.0648
result/tencentBlock.ns10995.oracleGeneral.zst ARC cache size      262, 4957747 req, miss ratio 0.3186, byte miss ratio 0.3186
result/tencentBlock.ns10995.oracleGeneral.zst ARC cache size      788, 4957747 req, miss ratio 0.2638, byte miss ratio 0.2638
result/tencentBlock.ns10995.oracleGeneral.zst ARC cache size     2628, 4957747 req, miss ratio 0.2393, byte miss ratio 0.2393
result/tencentBlock.ns10995.oracleGeneral.zst ARC cache size     7884, 4957747 req, miss ratio 0.2082, byte miss ratio 0.2082
result/tencentBlock.ns10995.oracleGeneral.zst ARC cache size    26281, 4957747 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns10995.oracleGeneral.zst ARC cache size    52563, 4957747 req, miss ratio 0.1422, byte miss ratio 0.1422
result/tencentBlock.ns10995.oracleGeneral.zst ARC cache size   105126, 4957747 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns10995.oracleGeneral.zst ARC cache size   210252, 4957747 req, miss ratio 0.0574, byte miss ratio 0.0574
result/tencentBlock.ns10995.oracleGeneral.zst clock2 cache size      262, 4957747 req, miss ratio 0.3943, byte miss ratio 0.3943
result/tencentBlock.ns10995.oracleGeneral.zst clock2 cache size      788, 4957747 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns10995.oracleGeneral.zst clock2 cache size     2628, 4957747 req, miss ratio 0.2559, byte miss ratio 0.2559
result/tencentBlock.ns10995.oracleGeneral.zst clock2 cache size     7884, 4957747 req, miss ratio 0.2268, byte miss ratio 0.2268
result/tencentBlock.ns10995.oracleGeneral.zst clock2 cache size    26281, 4957747 req, miss ratio 0.1760, byte miss ratio 0.1760
result/tencentBlock.ns10995.oracleGeneral.zst clock2 cache size    52563, 4957747 req, miss ratio 0.1495, byte miss ratio 0.1495
