result/tencentBlock.ns2685.oracleGeneral.zst clock2 cache size      818, 16938113 req, miss ratio 0.9076, byte miss ratio 0.9076
result/tencentBlock.ns2685.oracleGeneral.zst clock2 cache size     2456, 16938113 req, miss ratio 0.8186, byte miss ratio 0.8186
result/tencentBlock.ns2685.oracleGeneral.zst clock2 cache size     8189, 16938113 req, miss ratio 0.5315, byte miss ratio 0.5315
result/tencentBlock.ns2685.oracleGeneral.zst clock2 cache size    24567, 16938113 req, miss ratio 0.3421, byte miss ratio 0.3421
result/tencentBlock.ns2685.oracleGeneral.zst clock2 cache size    81892, 16938113 req, miss ratio 0.0895, byte miss ratio 0.0895
result/tencentBlock.ns2685.oracleGeneral.zst clock2 cache size   163785, 16938113 req, miss ratio 0.0680, byte miss ratio 0.0680
result/tencentBlock.ns2685.oracleGeneral.zst clock2 cache size   327570, 16938113 req, miss ratio 0.0506, byte miss ratio 0.0506
result/tencentBlock.ns2685.oracleGeneral.zst clock2 cache size   655140, 16938113 req, miss ratio 0.0484, byte miss ratio 0.0484
result/tencentBlock.ns2685.oracleGeneral.zst ARC cache size      818, 16938113 req, miss ratio 0.8074, byte miss ratio 0.8074
result/tencentBlock.ns2685.oracleGeneral.zst ARC cache size     2456, 16938113 req, miss ratio 0.5394, byte miss ratio 0.5394
result/tencentBlock.ns2685.oracleGeneral.zst ARC cache size     8189, 16938113 req, miss ratio 0.4208, byte miss ratio 0.4208
result/tencentBlock.ns2685.oracleGeneral.zst ARC cache size    24567, 16938113 req, miss ratio 0.3207, byte miss ratio 0.3207
result/tencentBlock.ns2685.oracleGeneral.zst ARC cache size    81892, 16938113 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns2685.oracleGeneral.zst ARC cache size   163785, 16938113 req, miss ratio 0.0641, byte miss ratio 0.0641
result/tencentBlock.ns2685.oracleGeneral.zst ARC cache size   327570, 16938113 req, miss ratio 0.0508, byte miss ratio 0.0508
result/tencentBlock.ns2685.oracleGeneral.zst ARC cache size   655140, 16938113 req, miss ratio 0.0484, byte miss ratio 0.0484
result/tencentBlock.ns2685.oracleGeneral.zst LHD cache size      818, 16938113 req, miss ratio 0.8711, byte miss ratio 0.8711
result/tencentBlock.ns2685.oracleGeneral.zst LHD cache size     2456, 16938113 req, miss ratio 0.6314, byte miss ratio 0.6314
result/tencentBlock.ns2685.oracleGeneral.zst LHD cache size     8189, 16938113 req, miss ratio 0.4438, byte miss ratio 0.4438
result/tencentBlock.ns2685.oracleGeneral.zst LHD cache size    24567, 16938113 req, miss ratio 0.3260, byte miss ratio 0.3260
result/tencentBlock.ns2685.oracleGeneral.zst LHD cache size    81892, 16938113 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns2685.oracleGeneral.zst LHD cache size   163785, 16938113 req, miss ratio 0.0602, byte miss ratio 0.0602
result/tencentBlock.ns2685.oracleGeneral.zst LHD cache size   327570, 16938113 req, miss ratio 0.0505, byte miss ratio 0.0505
result/tencentBlock.ns2685.oracleGeneral.zst LHD cache size   655140, 16938113 req, miss ratio 0.0484, byte miss ratio 0.0484
result/tencentBlock.ns2685.oracleGeneral.zst FIFO cache size      818, 16938113 req, miss ratio 0.9428, byte miss ratio 0.9428
result/tencentBlock.ns2685.oracleGeneral.zst FIFO cache size     2456, 16938113 req, miss ratio 0.8328, byte miss ratio 0.8328
result/tencentBlock.ns2685.oracleGeneral.zst FIFO cache size     8189, 16938113 req, miss ratio 0.6348, byte miss ratio 0.6348
result/tencentBlock.ns2685.oracleGeneral.zst FIFO cache size    24567, 16938113 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns2685.oracleGeneral.zst FIFO cache size    81892, 16938113 req, miss ratio 0.1458, byte miss ratio 0.1458
result/tencentBlock.ns2685.oracleGeneral.zst FIFO cache size   163785, 16938113 req, miss ratio 0.0833, byte miss ratio 0.0833
result/tencentBlock.ns2685.oracleGeneral.zst FIFO cache size   327570, 16938113 req, miss ratio 0.0635, byte miss ratio 0.0635
result/tencentBlock.ns2685.oracleGeneral.zst FIFO cache size   655140, 16938113 req, miss ratio 0.0530, byte miss ratio 0.0530
result/tencentBlock.ns2685.oracleGeneral.zst Cacheus cache size      818, 16938113 req, miss ratio 0.7496, byte miss ratio 0.7496
result/tencentBlock.ns2685.oracleGeneral.zst Cacheus cache size     2456, 16938113 req, miss ratio 0.6026, byte miss ratio 0.6026
result/tencentBlock.ns2685.oracleGeneral.zst Cacheus cache size     8189, 16938113 req, miss ratio 0.4429, byte miss ratio 0.4429
result/tencentBlock.ns2685.oracleGeneral.zst Cacheus cache size    24567, 16938113 req, miss ratio 0.3337, byte miss ratio 0.3337
result/tencentBlock.ns2685.oracleGeneral.zst Cacheus cache size    81892, 16938113 req, miss ratio 0.0927, byte miss ratio 0.0927
result/tencentBlock.ns2685.oracleGeneral.zst Cacheus cache size   163785, 16938113 req, miss ratio 0.0609, byte miss ratio 0.0609
result/tencentBlock.ns2685.oracleGeneral.zst Cacheus cache size   327570, 16938113 req, miss ratio 0.0515, byte miss ratio 0.0515
result/tencentBlock.ns2685.oracleGeneral.zst Cacheus cache size   655140, 16938113 req, miss ratio 0.0484, byte miss ratio 0.0484
result/tencentBlock.ns2685.oracleGeneral.zst Clock cache size      818, 16938113 req, miss ratio 0.9107, byte miss ratio 0.9107
result/tencentBlock.ns2685.oracleGeneral.zst Clock cache size     2456, 16938113 req, miss ratio 0.8177, byte miss ratio 0.8177
result/tencentBlock.ns2685.oracleGeneral.zst Clock cache size     8189, 16938113 req, miss ratio 0.5433, byte miss ratio 0.5433
result/tencentBlock.ns2685.oracleGeneral.zst Clock cache size    24567, 16938113 req, miss ratio 0.3395, byte miss ratio 0.3395
result/tencentBlock.ns2685.oracleGeneral.zst Clock cache size    81892, 16938113 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns2685.oracleGeneral.zst Clock cache size   163785, 16938113 req, miss ratio 0.0686, byte miss ratio 0.0686
result/tencentBlock.ns2685.oracleGeneral.zst Clock cache size   327570, 16938113 req, miss ratio 0.0518, byte miss ratio 0.0518
result/tencentBlock.ns2685.oracleGeneral.zst Clock cache size   655140, 16938113 req, miss ratio 0.0484, byte miss ratio 0.0484
result/tencentBlock.ns2685.oracleGeneral.zst LRU cache size      818, 16938113 req, miss ratio 0.9216, byte miss ratio 0.9216
result/tencentBlock.ns2685.oracleGeneral.zst LRU cache size     2456, 16938113 req, miss ratio 0.8198, byte miss ratio 0.8198
result/tencentBlock.ns2685.oracleGeneral.zst LRU cache size     8189, 16938113 req, miss ratio 0.5540, byte miss ratio 0.5540
result/tencentBlock.ns2685.oracleGeneral.zst LRU cache size    24567, 16938113 req, miss ratio 0.3352, byte miss ratio 0.3352
result/tencentBlock.ns2685.oracleGeneral.zst LRU cache size    81892, 16938113 req, miss ratio 0.0967, byte miss ratio 0.0967
result/tencentBlock.ns2685.oracleGeneral.zst LRU cache size   163785, 16938113 req, miss ratio 0.0605, byte miss ratio 0.0605
