result/tencentBlock.ns16991.oracleGeneral.zst LRU cache size      129, 1278446 req, miss ratio 0.4503, byte miss ratio 0.4503
result/tencentBlock.ns16991.oracleGeneral.zst LRU cache size      389, 1278446 req, miss ratio 0.4185, byte miss ratio 0.4185
result/tencentBlock.ns16991.oracleGeneral.zst LRU cache size     1296, 1278446 req, miss ratio 0.4057, byte miss ratio 0.4057
result/tencentBlock.ns16991.oracleGeneral.zst LRU cache size     3890, 1278446 req, miss ratio 0.4020, byte miss ratio 0.4020
result/tencentBlock.ns16991.oracleGeneral.zst LRU cache size    12969, 1278446 req, miss ratio 0.3514, byte miss ratio 0.3514
result/tencentBlock.ns16991.oracleGeneral.zst LRU cache size    25938, 1278446 req, miss ratio 0.3117, byte miss ratio 0.3117
result/tencentBlock.ns16991.oracleGeneral.zst LRU cache size    51876, 1278446 req, miss ratio 0.1735, byte miss ratio 0.1735
result/tencentBlock.ns16991.oracleGeneral.zst LRU cache size   103752, 1278446 req, miss ratio 0.1087, byte miss ratio 0.1087
result/tencentBlock.ns16991.oracleGeneral.zst Clock cache size      129, 1278446 req, miss ratio 0.4504, byte miss ratio 0.4504
result/tencentBlock.ns16991.oracleGeneral.zst Clock cache size      389, 1278446 req, miss ratio 0.4233, byte miss ratio 0.4233
result/tencentBlock.ns16991.oracleGeneral.zst Clock cache size     1296, 1278446 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns16991.oracleGeneral.zst Clock cache size     3890, 1278446 req, miss ratio 0.4019, byte miss ratio 0.4019
result/tencentBlock.ns16991.oracleGeneral.zst Clock cache size    12969, 1278446 req, miss ratio 0.3923, byte miss ratio 0.3923
result/tencentBlock.ns16991.oracleGeneral.zst Clock cache size    25938, 1278446 req, miss ratio 0.3200, byte miss ratio 0.3200
result/tencentBlock.ns16991.oracleGeneral.zst Clock cache size    51876, 1278446 req, miss ratio 0.2412, byte miss ratio 0.2412
result/tencentBlock.ns16991.oracleGeneral.zst Clock cache size   103752, 1278446 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns16991.oracleGeneral.zst FIFO cache size      129, 1278446 req, miss ratio 0.5079, byte miss ratio 0.5079
result/tencentBlock.ns16991.oracleGeneral.zst FIFO cache size      389, 1278446 req, miss ratio 0.4474, byte miss ratio 0.4474
result/tencentBlock.ns16991.oracleGeneral.zst FIFO cache size     1296, 1278446 req, miss ratio 0.4191, byte miss ratio 0.4191
result/tencentBlock.ns16991.oracleGeneral.zst FIFO cache size     3890, 1278446 req, miss ratio 0.4078, byte miss ratio 0.4078
result/tencentBlock.ns16991.oracleGeneral.zst FIFO cache size    12969, 1278446 req, miss ratio 0.3630, byte miss ratio 0.3630
result/tencentBlock.ns16991.oracleGeneral.zst FIFO cache size    25938, 1278446 req, miss ratio 0.3220, byte miss ratio 0.3220
result/tencentBlock.ns16991.oracleGeneral.zst FIFO cache size    51876, 1278446 req, miss ratio 0.2250, byte miss ratio 0.2250
result/tencentBlock.ns16991.oracleGeneral.zst FIFO cache size   103752, 1278446 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns16991.oracleGeneral.zst LHD cache size      129, 1278446 req, miss ratio 0.4836, byte miss ratio 0.4836
result/tencentBlock.ns16991.oracleGeneral.zst LHD cache size      389, 1278446 req, miss ratio 0.4148, byte miss ratio 0.4148
result/tencentBlock.ns16991.oracleGeneral.zst LHD cache size     1296, 1278446 req, miss ratio 0.4045, byte miss ratio 0.4045
result/tencentBlock.ns16991.oracleGeneral.zst LHD cache size     3890, 1278446 req, miss ratio 0.4017, byte miss ratio 0.4017
result/tencentBlock.ns16991.oracleGeneral.zst LHD cache size    12969, 1278446 req, miss ratio 0.3649, byte miss ratio 0.3649
result/tencentBlock.ns16991.oracleGeneral.zst LHD cache size    25938, 1278446 req, miss ratio 0.3054, byte miss ratio 0.3054
result/tencentBlock.ns16991.oracleGeneral.zst LHD cache size    51876, 1278446 req, miss ratio 0.1897, byte miss ratio 0.1897
result/tencentBlock.ns16991.oracleGeneral.zst LHD cache size   103752, 1278446 req, miss ratio 0.1095, byte miss ratio 0.1095
result/tencentBlock.ns16991.oracleGeneral.zst LeCaR cache size      129, 1278446 req, miss ratio 0.4441, byte miss ratio 0.4441
result/tencentBlock.ns16991.oracleGeneral.zst LeCaR cache size      389, 1278446 req, miss ratio 0.4178, byte miss ratio 0.4178
result/tencentBlock.ns16991.oracleGeneral.zst LeCaR cache size     1296, 1278446 req, miss ratio 0.4048, byte miss ratio 0.4048
result/tencentBlock.ns16991.oracleGeneral.zst LeCaR cache size     3890, 1278446 req, miss ratio 0.4017, byte miss ratio 0.4017
result/tencentBlock.ns16991.oracleGeneral.zst LeCaR cache size    12969, 1278446 req, miss ratio 0.3644, byte miss ratio 0.3644
result/tencentBlock.ns16991.oracleGeneral.zst LeCaR cache size    25938, 1278446 req, miss ratio 0.3087, byte miss ratio 0.3087
