result/tencentBlock.ns18617.oracleGeneral.zst LRU cache size      218, 3235947 req, miss ratio 0.5577, byte miss ratio 0.5577
result/tencentBlock.ns18617.oracleGeneral.zst LRU cache size      654, 3235947 req, miss ratio 0.3300, byte miss ratio 0.3300
result/tencentBlock.ns18617.oracleGeneral.zst LRU cache size     2180, 3235947 req, miss ratio 0.2379, byte miss ratio 0.2379
result/tencentBlock.ns18617.oracleGeneral.zst LRU cache size     6542, 3235947 req, miss ratio 0.1914, byte miss ratio 0.1914
result/tencentBlock.ns18617.oracleGeneral.zst LRU cache size    21809, 3235947 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns18617.oracleGeneral.zst LRU cache size    43618, 3235947 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns18617.oracleGeneral.zst LRU cache size    87237, 3235947 req, miss ratio 0.0815, byte miss ratio 0.0815
result/tencentBlock.ns18617.oracleGeneral.zst LRU cache size   174475, 3235947 req, miss ratio 0.0686, byte miss ratio 0.0686
result/tencentBlock.ns18617.oracleGeneral.zst Clock cache size      218, 3235947 req, miss ratio 0.5343, byte miss ratio 0.5343
result/tencentBlock.ns18617.oracleGeneral.zst Clock cache size      654, 3235947 req, miss ratio 0.3339, byte miss ratio 0.3339
result/tencentBlock.ns18617.oracleGeneral.zst Clock cache size     2180, 3235947 req, miss ratio 0.2329, byte miss ratio 0.2329
result/tencentBlock.ns18617.oracleGeneral.zst Clock cache size     6542, 3235947 req, miss ratio 0.1898, byte miss ratio 0.1898
result/tencentBlock.ns18617.oracleGeneral.zst Clock cache size    21809, 3235947 req, miss ratio 0.1501, byte miss ratio 0.1501
result/tencentBlock.ns18617.oracleGeneral.zst Clock cache size    43618, 3235947 req, miss ratio 0.1172, byte miss ratio 0.1172
result/tencentBlock.ns18617.oracleGeneral.zst Clock cache size    87237, 3235947 req, miss ratio 0.0827, byte miss ratio 0.0827
result/tencentBlock.ns18617.oracleGeneral.zst Clock cache size   174475, 3235947 req, miss ratio 0.0685, byte miss ratio 0.0685
result/tencentBlock.ns18617.oracleGeneral.zst S3FIFO-1 cache size      218, 3235947 req, miss ratio 0.4094, byte miss ratio 0.4094
