result/tencentBlock.ns18227.oracleGeneral.zst Cacheus cache size      220, 2122375 req, miss ratio 0.3915, byte miss ratio 0.3915
result/tencentBlock.ns18227.oracleGeneral.zst Cacheus cache size      660, 2122375 req, miss ratio 0.3560, byte miss ratio 0.3560
result/tencentBlock.ns18227.oracleGeneral.zst Cacheus cache size     2200, 2122375 req, miss ratio 0.3078, byte miss ratio 0.3078
result/tencentBlock.ns18227.oracleGeneral.zst Cacheus cache size     6601, 2122375 req, miss ratio 0.2714, byte miss ratio 0.2714
result/tencentBlock.ns18227.oracleGeneral.zst Cacheus cache size    22003, 2122375 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns18227.oracleGeneral.zst Cacheus cache size    44006, 2122375 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns18227.oracleGeneral.zst Cacheus cache size    88013, 2122375 req, miss ratio 0.1150, byte miss ratio 0.1150
result/tencentBlock.ns18227.oracleGeneral.zst Cacheus cache size   176027, 2122375 req, miss ratio 0.1042, byte miss ratio 0.1042
result/tencentBlock.ns18227.oracleGeneral.zst LRU cache size      220, 2122375 req, miss ratio 0.4151, byte miss ratio 0.4151
result/tencentBlock.ns18227.oracleGeneral.zst LRU cache size      660, 2122375 req, miss ratio 0.3605, byte miss ratio 0.3605
result/tencentBlock.ns18227.oracleGeneral.zst LRU cache size     2200, 2122375 req, miss ratio 0.3235, byte miss ratio 0.3235
result/tencentBlock.ns18227.oracleGeneral.zst LRU cache size     6601, 2122375 req, miss ratio 0.2825, byte miss ratio 0.2825
result/tencentBlock.ns18227.oracleGeneral.zst LRU cache size    22003, 2122375 req, miss ratio 0.2261, byte miss ratio 0.2261
result/tencentBlock.ns18227.oracleGeneral.zst LRU cache size    44006, 2122375 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns18227.oracleGeneral.zst LRU cache size    88013, 2122375 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns18227.oracleGeneral.zst LRU cache size   176027, 2122375 req, miss ratio 0.1039, byte miss ratio 0.1039
result/tencentBlock.ns18227.oracleGeneral.zst LIRS cache size      220, 2122375 req, miss ratio 0.4250, byte miss ratio 0.4250
result/tencentBlock.ns18227.oracleGeneral.zst LIRS cache size      660, 2122375 req, miss ratio 0.3761, byte miss ratio 0.3761
result/tencentBlock.ns18227.oracleGeneral.zst LIRS cache size     2200, 2122375 req, miss ratio 0.3073, byte miss ratio 0.3073
result/tencentBlock.ns18227.oracleGeneral.zst LIRS cache size     6601, 2122375 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns18227.oracleGeneral.zst LIRS cache size    22003, 2122375 req, miss ratio 0.2246, byte miss ratio 0.2246
result/tencentBlock.ns18227.oracleGeneral.zst LIRS cache size    44006, 2122375 req, miss ratio 0.1728, byte miss ratio 0.1728
result/tencentBlock.ns18227.oracleGeneral.zst LIRS cache size    88013, 2122375 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns18227.oracleGeneral.zst LIRS cache size   176027, 2122375 req, miss ratio 0.1053, byte miss ratio 0.1053
result/tencentBlock.ns18227.oracleGeneral.zst S3FIFO-1 cache size      220, 2122375 req, miss ratio 0.3872, byte miss ratio 0.3872
result/tencentBlock.ns18227.oracleGeneral.zst S3FIFO-1 cache size      660, 2122375 req, miss ratio 0.3569, byte miss ratio 0.3569
result/tencentBlock.ns18227.oracleGeneral.zst S3FIFO-1 cache size     2200, 2122375 req, miss ratio 0.2846, byte miss ratio 0.2846
result/tencentBlock.ns18227.oracleGeneral.zst S3FIFO-1 cache size     6601, 2122375 req, miss ratio 0.2696, byte miss ratio 0.2696
result/tencentBlock.ns18227.oracleGeneral.zst S3FIFO-1 cache size    22003, 2122375 req, miss ratio 0.2239, byte miss ratio 0.2239
result/tencentBlock.ns18227.oracleGeneral.zst S3FIFO-1 cache size    44006, 2122375 req, miss ratio 0.1713, byte miss ratio 0.1713
result/tencentBlock.ns18227.oracleGeneral.zst S3FIFO-1 cache size    88013, 2122375 req, miss ratio 0.1177, byte miss ratio 0.1177
result/tencentBlock.ns18227.oracleGeneral.zst S3FIFO-1 cache size   176027, 2122375 req, miss ratio 0.1042, byte miss ratio 0.1042
result/tencentBlock.ns18227.oracleGeneral.zst clock2 cache size      220, 2122375 req, miss ratio 0.4073, byte miss ratio 0.4073
result/tencentBlock.ns18227.oracleGeneral.zst clock2 cache size      660, 2122375 req, miss ratio 0.3616, byte miss ratio 0.3616
