result/tencentBlock.ns13675.oracleGeneral.zst LIRS cache size      130, 1132536 req, miss ratio 0.6168, byte miss ratio 0.6168
result/tencentBlock.ns13675.oracleGeneral.zst LIRS cache size      391, 1132536 req, miss ratio 0.5935, byte miss ratio 0.5935
result/tencentBlock.ns13675.oracleGeneral.zst LIRS cache size     1304, 1132536 req, miss ratio 0.5264, byte miss ratio 0.5264
result/tencentBlock.ns13675.oracleGeneral.zst LIRS cache size     3913, 1132536 req, miss ratio 0.5217, byte miss ratio 0.5217
result/tencentBlock.ns13675.oracleGeneral.zst LIRS cache size    13045, 1132536 req, miss ratio 0.5080, byte miss ratio 0.5080
result/tencentBlock.ns13675.oracleGeneral.zst LIRS cache size    26091, 1132536 req, miss ratio 0.4257, byte miss ratio 0.4257
result/tencentBlock.ns13675.oracleGeneral.zst LIRS cache size    52183, 1132536 req, miss ratio 0.3294, byte miss ratio 0.3294
result/tencentBlock.ns13675.oracleGeneral.zst LIRS cache size   104366, 1132536 req, miss ratio 0.1451, byte miss ratio 0.1451
result/tencentBlock.ns13675.oracleGeneral.zst clock2 cache size      130, 1132536 req, miss ratio 0.5601, byte miss ratio 0.5601
result/tencentBlock.ns13675.oracleGeneral.zst clock2 cache size      391, 1132536 req, miss ratio 0.5331, byte miss ratio 0.5331
result/tencentBlock.ns13675.oracleGeneral.zst clock2 cache size     1304, 1132536 req, miss ratio 0.5200, byte miss ratio 0.5200
result/tencentBlock.ns13675.oracleGeneral.zst clock2 cache size     3913, 1132536 req, miss ratio 0.5176, byte miss ratio 0.5176
result/tencentBlock.ns13675.oracleGeneral.zst clock2 cache size    13045, 1132536 req, miss ratio 0.5168, byte miss ratio 0.5168
result/tencentBlock.ns13675.oracleGeneral.zst clock2 cache size    26091, 1132536 req, miss ratio 0.5121, byte miss ratio 0.5121
result/tencentBlock.ns13675.oracleGeneral.zst clock2 cache size    52183, 1132536 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns13675.oracleGeneral.zst clock2 cache size   104366, 1132536 req, miss ratio 0.1687, byte miss ratio 0.1687
