result/tencentBlock.ns13392.oracleGeneral.zst LIRS cache size      274, 1688709 req, miss ratio 0.4876, byte miss ratio 0.4876
result/tencentBlock.ns13392.oracleGeneral.zst LIRS cache size      823, 1688709 req, miss ratio 0.4599, byte miss ratio 0.4599
result/tencentBlock.ns13392.oracleGeneral.zst LIRS cache size     2746, 1688709 req, miss ratio 0.4265, byte miss ratio 0.4265
result/tencentBlock.ns13392.oracleGeneral.zst LIRS cache size     8238, 1688709 req, miss ratio 0.3603, byte miss ratio 0.3603
result/tencentBlock.ns13392.oracleGeneral.zst LIRS cache size    27460, 1688709 req, miss ratio 0.3041, byte miss ratio 0.3041
result/tencentBlock.ns13392.oracleGeneral.zst LIRS cache size    54920, 1688709 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns13392.oracleGeneral.zst LIRS cache size   109840, 1688709 req, miss ratio 0.1969, byte miss ratio 0.1969
result/tencentBlock.ns13392.oracleGeneral.zst LIRS cache size   219680, 1688709 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns13392.oracleGeneral.zst clock2 cache size      274, 1688709 req, miss ratio 0.4506, byte miss ratio 0.4506
result/tencentBlock.ns13392.oracleGeneral.zst clock2 cache size      823, 1688709 req, miss ratio 0.4244, byte miss ratio 0.4244
result/tencentBlock.ns13392.oracleGeneral.zst clock2 cache size     2746, 1688709 req, miss ratio 0.4170, byte miss ratio 0.4170
result/tencentBlock.ns13392.oracleGeneral.zst clock2 cache size     8238, 1688709 req, miss ratio 0.3638, byte miss ratio 0.3638
result/tencentBlock.ns13392.oracleGeneral.zst clock2 cache size    27460, 1688709 req, miss ratio 0.2868, byte miss ratio 0.2868
result/tencentBlock.ns13392.oracleGeneral.zst clock2 cache size    54920, 1688709 req, miss ratio 0.2318, byte miss ratio 0.2318
result/tencentBlock.ns13392.oracleGeneral.zst clock2 cache size   109840, 1688709 req, miss ratio 0.1722, byte miss ratio 0.1722
result/tencentBlock.ns13392.oracleGeneral.zst clock2 cache size   219680, 1688709 req, miss ratio 0.1626, byte miss ratio 0.1626
result/tencentBlock.ns13392.oracleGeneral.zst S3FIFO-1 cache size      274, 1688709 req, miss ratio 0.4549, byte miss ratio 0.4549
result/tencentBlock.ns13392.oracleGeneral.zst S3FIFO-1 cache size      823, 1688709 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns13392.oracleGeneral.zst S3FIFO-1 cache size     2746, 1688709 req, miss ratio 0.4101, byte miss ratio 0.4101
result/tencentBlock.ns13392.oracleGeneral.zst S3FIFO-1 cache size     8238, 1688709 req, miss ratio 0.3588, byte miss ratio 0.3588
result/tencentBlock.ns13392.oracleGeneral.zst S3FIFO-1 cache size    27460, 1688709 req, miss ratio 0.3016, byte miss ratio 0.3016
result/tencentBlock.ns13392.oracleGeneral.zst S3FIFO-1 cache size    54920, 1688709 req, miss ratio 0.2155, byte miss ratio 0.2155
result/tencentBlock.ns13392.oracleGeneral.zst S3FIFO-1 cache size   109840, 1688709 req, miss ratio 0.1704, byte miss ratio 0.1704
