result/tencentBlock.ns15865.oracleGeneral.zst LIRS cache size      226, 1177356 req, miss ratio 0.6685, byte miss ratio 0.6685
result/tencentBlock.ns15865.oracleGeneral.zst LIRS cache size      679, 1177356 req, miss ratio 0.6558, byte miss ratio 0.6558
result/tencentBlock.ns15865.oracleGeneral.zst LIRS cache size     2264, 1177356 req, miss ratio 0.6106, byte miss ratio 0.6106
result/tencentBlock.ns15865.oracleGeneral.zst LIRS cache size     6793, 1177356 req, miss ratio 0.5879, byte miss ratio 0.5879
result/tencentBlock.ns15865.oracleGeneral.zst LIRS cache size    22644, 1177356 req, miss ratio 0.4980, byte miss ratio 0.4980
result/tencentBlock.ns15865.oracleGeneral.zst LIRS cache size    45288, 1177356 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns15865.oracleGeneral.zst LIRS cache size    90577, 1177356 req, miss ratio 0.2370, byte miss ratio 0.2370
result/tencentBlock.ns15865.oracleGeneral.zst LIRS cache size   181154, 1177356 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns15865.oracleGeneral.zst ARC cache size      226, 1177356 req, miss ratio 0.5977, byte miss ratio 0.5977
result/tencentBlock.ns15865.oracleGeneral.zst ARC cache size      679, 1177356 req, miss ratio 0.5944, byte miss ratio 0.5944
result/tencentBlock.ns15865.oracleGeneral.zst ARC cache size     2264, 1177356 req, miss ratio 0.5939, byte miss ratio 0.5939
result/tencentBlock.ns15865.oracleGeneral.zst ARC cache size     6793, 1177356 req, miss ratio 0.5933, byte miss ratio 0.5933
result/tencentBlock.ns15865.oracleGeneral.zst ARC cache size    22644, 1177356 req, miss ratio 0.5150, byte miss ratio 0.5150
result/tencentBlock.ns15865.oracleGeneral.zst ARC cache size    45288, 1177356 req, miss ratio 0.4137, byte miss ratio 0.4137
result/tencentBlock.ns15865.oracleGeneral.zst ARC cache size    90577, 1177356 req, miss ratio 0.2430, byte miss ratio 0.2430
result/tencentBlock.ns15865.oracleGeneral.zst ARC cache size   181154, 1177356 req, miss ratio 0.1935, byte miss ratio 0.1935
result/tencentBlock.ns15865.oracleGeneral.zst Cacheus cache size      226, 1177356 req, miss ratio 0.5982, byte miss ratio 0.5982
result/tencentBlock.ns15865.oracleGeneral.zst Cacheus cache size      679, 1177356 req, miss ratio 0.5946, byte miss ratio 0.5946
result/tencentBlock.ns15865.oracleGeneral.zst Cacheus cache size     2264, 1177356 req, miss ratio 0.5937, byte miss ratio 0.5937
result/tencentBlock.ns15865.oracleGeneral.zst Cacheus cache size     6793, 1177356 req, miss ratio 0.5932, byte miss ratio 0.5932
result/tencentBlock.ns15865.oracleGeneral.zst Cacheus cache size    22644, 1177356 req, miss ratio 0.5321, byte miss ratio 0.5321
result/tencentBlock.ns15865.oracleGeneral.zst Cacheus cache size    45288, 1177356 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns15865.oracleGeneral.zst Cacheus cache size    90577, 1177356 req, miss ratio 0.2437, byte miss ratio 0.2437
result/tencentBlock.ns15865.oracleGeneral.zst Cacheus cache size   181154, 1177356 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns15865.oracleGeneral.zst Clock cache size      226, 1177356 req, miss ratio 0.6056, byte miss ratio 0.6056
result/tencentBlock.ns15865.oracleGeneral.zst Clock cache size      679, 1177356 req, miss ratio 0.5971, byte miss ratio 0.5971
result/tencentBlock.ns15865.oracleGeneral.zst Clock cache size     2264, 1177356 req, miss ratio 0.5945, byte miss ratio 0.5945
result/tencentBlock.ns15865.oracleGeneral.zst Clock cache size     6793, 1177356 req, miss ratio 0.5936, byte miss ratio 0.5936
result/tencentBlock.ns15865.oracleGeneral.zst Clock cache size    22644, 1177356 req, miss ratio 0.5225, byte miss ratio 0.5225
result/tencentBlock.ns15865.oracleGeneral.zst Clock cache size    45288, 1177356 req, miss ratio 0.4716, byte miss ratio 0.4716
result/tencentBlock.ns15865.oracleGeneral.zst Clock cache size    90577, 1177356 req, miss ratio 0.2713, byte miss ratio 0.2713
result/tencentBlock.ns15865.oracleGeneral.zst Clock cache size   181154, 1177356 req, miss ratio 0.1935, byte miss ratio 0.1935
result/tencentBlock.ns15865.oracleGeneral.zst FIFO cache size      226, 1177356 req, miss ratio 0.6711, byte miss ratio 0.6711
result/tencentBlock.ns15865.oracleGeneral.zst FIFO cache size      679, 1177356 req, miss ratio 0.6226, byte miss ratio 0.6226
result/tencentBlock.ns15865.oracleGeneral.zst FIFO cache size     2264, 1177356 req, miss ratio 0.6031, byte miss ratio 0.6031
result/tencentBlock.ns15865.oracleGeneral.zst FIFO cache size     6793, 1177356 req, miss ratio 0.5967, byte miss ratio 0.5967
result/tencentBlock.ns15865.oracleGeneral.zst FIFO cache size    22644, 1177356 req, miss ratio 0.5409, byte miss ratio 0.5409
result/tencentBlock.ns15865.oracleGeneral.zst FIFO cache size    45288, 1177356 req, miss ratio 0.4854, byte miss ratio 0.4854
result/tencentBlock.ns15865.oracleGeneral.zst FIFO cache size    90577, 1177356 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns15865.oracleGeneral.zst FIFO cache size   181154, 1177356 req, miss ratio 0.2228, byte miss ratio 0.2228
result/tencentBlock.ns15865.oracleGeneral.zst LRU cache size      226, 1177356 req, miss ratio 0.6078, byte miss ratio 0.6078
result/tencentBlock.ns15865.oracleGeneral.zst LRU cache size      679, 1177356 req, miss ratio 0.5974, byte miss ratio 0.5974
result/tencentBlock.ns15865.oracleGeneral.zst LRU cache size     2264, 1177356 req, miss ratio 0.5948, byte miss ratio 0.5948
