result/tencentBlock.ns15399.oracleGeneral.zst clock2 cache size      178, 1502613 req, miss ratio 0.3989, byte miss ratio 0.3989
result/tencentBlock.ns15399.oracleGeneral.zst clock2 cache size      535, 1502613 req, miss ratio 0.3693, byte miss ratio 0.3693
result/tencentBlock.ns15399.oracleGeneral.zst clock2 cache size     1784, 1502613 req, miss ratio 0.3490, byte miss ratio 0.3490
result/tencentBlock.ns15399.oracleGeneral.zst clock2 cache size     5352, 1502613 req, miss ratio 0.3057, byte miss ratio 0.3057
result/tencentBlock.ns15399.oracleGeneral.zst clock2 cache size    17842, 1502613 req, miss ratio 0.2877, byte miss ratio 0.2877
result/tencentBlock.ns15399.oracleGeneral.zst clock2 cache size    35685, 1502613 req, miss ratio 0.2125, byte miss ratio 0.2125
result/tencentBlock.ns15399.oracleGeneral.zst clock2 cache size    71371, 1502613 req, miss ratio 0.1429, byte miss ratio 0.1429
result/tencentBlock.ns15399.oracleGeneral.zst clock2 cache size   142742, 1502613 req, miss ratio 0.1198, byte miss ratio 0.1198
result/tencentBlock.ns15399.oracleGeneral.zst Cacheus cache size      178, 1502613 req, miss ratio 0.3827, byte miss ratio 0.3827
result/tencentBlock.ns15399.oracleGeneral.zst Cacheus cache size      535, 1502613 req, miss ratio 0.3667, byte miss ratio 0.3667
result/tencentBlock.ns15399.oracleGeneral.zst Cacheus cache size     1784, 1502613 req, miss ratio 0.3393, byte miss ratio 0.3393
result/tencentBlock.ns15399.oracleGeneral.zst Cacheus cache size     5352, 1502613 req, miss ratio 0.2971, byte miss ratio 0.2971
result/tencentBlock.ns15399.oracleGeneral.zst Cacheus cache size    17842, 1502613 req, miss ratio 0.2501, byte miss ratio 0.2501
result/tencentBlock.ns15399.oracleGeneral.zst Cacheus cache size    35685, 1502613 req, miss ratio 0.1882, byte miss ratio 0.1882
result/tencentBlock.ns15399.oracleGeneral.zst Cacheus cache size    71371, 1502613 req, miss ratio 0.1325, byte miss ratio 0.1325
result/tencentBlock.ns15399.oracleGeneral.zst Cacheus cache size   142742, 1502613 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns15399.oracleGeneral.zst Clock cache size      178, 1502613 req, miss ratio 0.3990, byte miss ratio 0.3990
result/tencentBlock.ns15399.oracleGeneral.zst Clock cache size      535, 1502613 req, miss ratio 0.3691, byte miss ratio 0.3691
result/tencentBlock.ns15399.oracleGeneral.zst Clock cache size     1784, 1502613 req, miss ratio 0.3470, byte miss ratio 0.3470
result/tencentBlock.ns15399.oracleGeneral.zst Clock cache size     5352, 1502613 req, miss ratio 0.3101, byte miss ratio 0.3101
result/tencentBlock.ns15399.oracleGeneral.zst Clock cache size    17842, 1502613 req, miss ratio 0.2855, byte miss ratio 0.2855
result/tencentBlock.ns15399.oracleGeneral.zst Clock cache size    35685, 1502613 req, miss ratio 0.2046, byte miss ratio 0.2046
result/tencentBlock.ns15399.oracleGeneral.zst Clock cache size    71371, 1502613 req, miss ratio 0.1392, byte miss ratio 0.1392
result/tencentBlock.ns15399.oracleGeneral.zst Clock cache size   142742, 1502613 req, miss ratio 0.1198, byte miss ratio 0.1198
result/tencentBlock.ns15399.oracleGeneral.zst LeCaR cache size      178, 1502613 req, miss ratio 0.3934, byte miss ratio 0.3934
result/tencentBlock.ns15399.oracleGeneral.zst LeCaR cache size      535, 1502613 req, miss ratio 0.3685, byte miss ratio 0.3685
result/tencentBlock.ns15399.oracleGeneral.zst LeCaR cache size     1784, 1502613 req, miss ratio 0.3463, byte miss ratio 0.3463
result/tencentBlock.ns15399.oracleGeneral.zst LeCaR cache size     5352, 1502613 req, miss ratio 0.2993, byte miss ratio 0.2993
result/tencentBlock.ns15399.oracleGeneral.zst LeCaR cache size    17842, 1502613 req, miss ratio 0.2346, byte miss ratio 0.2346
result/tencentBlock.ns15399.oracleGeneral.zst LeCaR cache size    35685, 1502613 req, miss ratio 0.1886, byte miss ratio 0.1886
result/tencentBlock.ns15399.oracleGeneral.zst LeCaR cache size    71371, 1502613 req, miss ratio 0.1317, byte miss ratio 0.1317
result/tencentBlock.ns15399.oracleGeneral.zst LeCaR cache size   142742, 1502613 req, miss ratio 0.1198, byte miss ratio 0.1198
result/tencentBlock.ns15399.oracleGeneral.zst S3FIFO-1 cache size      178, 1502613 req, miss ratio 0.3881, byte miss ratio 0.3881
result/tencentBlock.ns15399.oracleGeneral.zst S3FIFO-1 cache size      535, 1502613 req, miss ratio 0.3677, byte miss ratio 0.3677
result/tencentBlock.ns15399.oracleGeneral.zst S3FIFO-1 cache size     1784, 1502613 req, miss ratio 0.3162, byte miss ratio 0.3162
result/tencentBlock.ns15399.oracleGeneral.zst S3FIFO-1 cache size     5352, 1502613 req, miss ratio 0.2926, byte miss ratio 0.2926
result/tencentBlock.ns15399.oracleGeneral.zst S3FIFO-1 cache size    17842, 1502613 req, miss ratio 0.2453, byte miss ratio 0.2453
result/tencentBlock.ns15399.oracleGeneral.zst S3FIFO-1 cache size    35685, 1502613 req, miss ratio 0.1917, byte miss ratio 0.1917
result/tencentBlock.ns15399.oracleGeneral.zst S3FIFO-1 cache size    71371, 1502613 req, miss ratio 0.1347, byte miss ratio 0.1347
result/tencentBlock.ns15399.oracleGeneral.zst S3FIFO-1 cache size   142742, 1502613 req, miss ratio 0.1198, byte miss ratio 0.1198
result/tencentBlock.ns15399.oracleGeneral.zst LHD cache size      178, 1502613 req, miss ratio 0.3958, byte miss ratio 0.3958
result/tencentBlock.ns15399.oracleGeneral.zst LHD cache size      535, 1502613 req, miss ratio 0.3687, byte miss ratio 0.3687
result/tencentBlock.ns15399.oracleGeneral.zst LHD cache size     1784, 1502613 req, miss ratio 0.3436, byte miss ratio 0.3436
result/tencentBlock.ns15399.oracleGeneral.zst LHD cache size     5352, 1502613 req, miss ratio 0.3053, byte miss ratio 0.3053
result/tencentBlock.ns15399.oracleGeneral.zst LHD cache size    17842, 1502613 req, miss ratio 0.2518, byte miss ratio 0.2518
result/tencentBlock.ns15399.oracleGeneral.zst LHD cache size    35685, 1502613 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns15399.oracleGeneral.zst LHD cache size    71371, 1502613 req, miss ratio 0.1349, byte miss ratio 0.1349
result/tencentBlock.ns15399.oracleGeneral.zst LHD cache size   142742, 1502613 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns15399.oracleGeneral.zst LRU cache size      178, 1502613 req, miss ratio 0.4002, byte miss ratio 0.4002
result/tencentBlock.ns15399.oracleGeneral.zst LRU cache size      535, 1502613 req, miss ratio 0.3685, byte miss ratio 0.3685
result/tencentBlock.ns15399.oracleGeneral.zst LRU cache size     1784, 1502613 req, miss ratio 0.3464, byte miss ratio 0.3464
result/tencentBlock.ns15399.oracleGeneral.zst LRU cache size     5352, 1502613 req, miss ratio 0.3125, byte miss ratio 0.3125
result/tencentBlock.ns15399.oracleGeneral.zst LRU cache size    17842, 1502613 req, miss ratio 0.2380, byte miss ratio 0.2380
result/tencentBlock.ns15399.oracleGeneral.zst LRU cache size    35685, 1502613 req, miss ratio 0.1932, byte miss ratio 0.1932
result/tencentBlock.ns15399.oracleGeneral.zst LRU cache size    71371, 1502613 req, miss ratio 0.1330, byte miss ratio 0.1330
result/tencentBlock.ns15399.oracleGeneral.zst LRU cache size   142742, 1502613 req, miss ratio 0.1197, byte miss ratio 0.1197
result/tencentBlock.ns15399.oracleGeneral.zst FIFO cache size      178, 1502613 req, miss ratio 0.5241, byte miss ratio 0.5241
result/tencentBlock.ns15399.oracleGeneral.zst FIFO cache size      535, 1502613 req, miss ratio 0.4128, byte miss ratio 0.4128
