result/tencentBlock.ns9698.oracleGeneral.zst Clock cache size      148, 3091995 req, miss ratio 0.4622, byte miss ratio 0.4622
result/tencentBlock.ns9698.oracleGeneral.zst Clock cache size      445, 3091995 req, miss ratio 0.2341, byte miss ratio 0.2341
result/tencentBlock.ns9698.oracleGeneral.zst Clock cache size     1483, 3091995 req, miss ratio 0.1944, byte miss ratio 0.1944
result/tencentBlock.ns9698.oracleGeneral.zst Clock cache size     4450, 3091995 req, miss ratio 0.1838, byte miss ratio 0.1838
result/tencentBlock.ns9698.oracleGeneral.zst Clock cache size    14836, 3091995 req, miss ratio 0.1698, byte miss ratio 0.1698
result/tencentBlock.ns9698.oracleGeneral.zst Clock cache size    29672, 3091995 req, miss ratio 0.1608, byte miss ratio 0.1608
result/tencentBlock.ns9698.oracleGeneral.zst Clock cache size    59344, 3091995 req, miss ratio 0.0982, byte miss ratio 0.0982
result/tencentBlock.ns9698.oracleGeneral.zst Clock cache size   118688, 3091995 req, miss ratio 0.0506, byte miss ratio 0.0506
result/tencentBlock.ns9698.oracleGeneral.zst Cacheus cache size      148, 3091995 req, miss ratio 0.3527, byte miss ratio 0.3527
result/tencentBlock.ns9698.oracleGeneral.zst Cacheus cache size      445, 3091995 req, miss ratio 0.2248, byte miss ratio 0.2248
result/tencentBlock.ns9698.oracleGeneral.zst Cacheus cache size     1483, 3091995 req, miss ratio 0.1892, byte miss ratio 0.1892
result/tencentBlock.ns9698.oracleGeneral.zst Cacheus cache size     4450, 3091995 req, miss ratio 0.1810, byte miss ratio 0.1810
result/tencentBlock.ns9698.oracleGeneral.zst Cacheus cache size    14836, 3091995 req, miss ratio 0.1660, byte miss ratio 0.1660
result/tencentBlock.ns9698.oracleGeneral.zst Cacheus cache size    29672, 3091995 req, miss ratio 0.1393, byte miss ratio 0.1393
result/tencentBlock.ns9698.oracleGeneral.zst Cacheus cache size    59344, 3091995 req, miss ratio 0.0887, byte miss ratio 0.0887
result/tencentBlock.ns9698.oracleGeneral.zst Cacheus cache size   118688, 3091995 req, miss ratio 0.0503, byte miss ratio 0.0503
result/tencentBlock.ns9698.oracleGeneral.zst clock2 cache size      148, 3091995 req, miss ratio 0.4579, byte miss ratio 0.4579
result/tencentBlock.ns9698.oracleGeneral.zst clock2 cache size      445, 3091995 req, miss ratio 0.2325, byte miss ratio 0.2325
