result/tencentBlock.ns23074.oracleGeneral.zst FIFO cache size      304, 2282828 req, miss ratio 0.6313, byte miss ratio 0.6313
result/tencentBlock.ns23074.oracleGeneral.zst FIFO cache size      912, 2282828 req, miss ratio 0.4906, byte miss ratio 0.4906
result/tencentBlock.ns23074.oracleGeneral.zst FIFO cache size     3041, 2282828 req, miss ratio 0.3672, byte miss ratio 0.3672
result/tencentBlock.ns23074.oracleGeneral.zst FIFO cache size     9125, 2282828 req, miss ratio 0.2987, byte miss ratio 0.2987
result/tencentBlock.ns23074.oracleGeneral.zst FIFO cache size    30419, 2282828 req, miss ratio 0.2193, byte miss ratio 0.2193
result/tencentBlock.ns23074.oracleGeneral.zst FIFO cache size    60839, 2282828 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns23074.oracleGeneral.zst FIFO cache size   121679, 2282828 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns23074.oracleGeneral.zst FIFO cache size   243358, 2282828 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns23074.oracleGeneral.zst LHD cache size      304, 2282828 req, miss ratio 0.5439, byte miss ratio 0.5439
result/tencentBlock.ns23074.oracleGeneral.zst LHD cache size      912, 2282828 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns23074.oracleGeneral.zst LHD cache size     3041, 2282828 req, miss ratio 0.3018, byte miss ratio 0.3018
result/tencentBlock.ns23074.oracleGeneral.zst LHD cache size     9125, 2282828 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns23074.oracleGeneral.zst LHD cache size    30419, 2282828 req, miss ratio 0.2054, byte miss ratio 0.2054
result/tencentBlock.ns23074.oracleGeneral.zst LHD cache size    60839, 2282828 req, miss ratio 0.1705, byte miss ratio 0.1705
result/tencentBlock.ns23074.oracleGeneral.zst LHD cache size   121679, 2282828 req, miss ratio 0.1451, byte miss ratio 0.1451
result/tencentBlock.ns23074.oracleGeneral.zst LHD cache size   243358, 2282828 req, miss ratio 0.1347, byte miss ratio 0.1347
result/tencentBlock.ns23074.oracleGeneral.zst LeCaR cache size      304, 2282828 req, miss ratio 0.5417, byte miss ratio 0.5417
result/tencentBlock.ns23074.oracleGeneral.zst LeCaR cache size      912, 2282828 req, miss ratio 0.4486, byte miss ratio 0.4486
result/tencentBlock.ns23074.oracleGeneral.zst LeCaR cache size     3041, 2282828 req, miss ratio 0.2976, byte miss ratio 0.2976
result/tencentBlock.ns23074.oracleGeneral.zst LeCaR cache size     9125, 2282828 req, miss ratio 0.2713, byte miss ratio 0.2713
result/tencentBlock.ns23074.oracleGeneral.zst LeCaR cache size    30419, 2282828 req, miss ratio 0.2034, byte miss ratio 0.2034
result/tencentBlock.ns23074.oracleGeneral.zst LeCaR cache size    60839, 2282828 req, miss ratio 0.1732, byte miss ratio 0.1732
result/tencentBlock.ns23074.oracleGeneral.zst LeCaR cache size   121679, 2282828 req, miss ratio 0.1450, byte miss ratio 0.1450
result/tencentBlock.ns23074.oracleGeneral.zst LeCaR cache size   243358, 2282828 req, miss ratio 0.1337, byte miss ratio 0.1337
result/tencentBlock.ns23074.oracleGeneral.zst LRU cache size      304, 2282828 req, miss ratio 0.5524, byte miss ratio 0.5524
result/tencentBlock.ns23074.oracleGeneral.zst LRU cache size      912, 2282828 req, miss ratio 0.4494, byte miss ratio 0.4494
result/tencentBlock.ns23074.oracleGeneral.zst LRU cache size     3041, 2282828 req, miss ratio 0.3174, byte miss ratio 0.3174
result/tencentBlock.ns23074.oracleGeneral.zst LRU cache size     9125, 2282828 req, miss ratio 0.2717, byte miss ratio 0.2717
result/tencentBlock.ns23074.oracleGeneral.zst LRU cache size    30419, 2282828 req, miss ratio 0.2034, byte miss ratio 0.2034
result/tencentBlock.ns23074.oracleGeneral.zst LRU cache size    60839, 2282828 req, miss ratio 0.1728, byte miss ratio 0.1728
result/tencentBlock.ns23074.oracleGeneral.zst LRU cache size   121679, 2282828 req, miss ratio 0.1449, byte miss ratio 0.1449
result/tencentBlock.ns23074.oracleGeneral.zst LRU cache size   243358, 2282828 req, miss ratio 0.1337, byte miss ratio 0.1337
result/tencentBlock.ns23074.oracleGeneral.zst clock2 cache size      304, 2282828 req, miss ratio 0.5541, byte miss ratio 0.5541
result/tencentBlock.ns23074.oracleGeneral.zst clock2 cache size      912, 2282828 req, miss ratio 0.4593, byte miss ratio 0.4593
result/tencentBlock.ns23074.oracleGeneral.zst clock2 cache size     3041, 2282828 req, miss ratio 0.3018, byte miss ratio 0.3018
result/tencentBlock.ns23074.oracleGeneral.zst clock2 cache size     9125, 2282828 req, miss ratio 0.2761, byte miss ratio 0.2761
result/tencentBlock.ns23074.oracleGeneral.zst clock2 cache size    30419, 2282828 req, miss ratio 0.2182, byte miss ratio 0.2182
result/tencentBlock.ns23074.oracleGeneral.zst clock2 cache size    60839, 2282828 req, miss ratio 0.1887, byte miss ratio 0.1887
result/tencentBlock.ns23074.oracleGeneral.zst clock2 cache size   121679, 2282828 req, miss ratio 0.1566, byte miss ratio 0.1566
result/tencentBlock.ns23074.oracleGeneral.zst clock2 cache size   243358, 2282828 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-1 cache size      304, 2282828 req, miss ratio 0.5450, byte miss ratio 0.5450
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-1 cache size      912, 2282828 req, miss ratio 0.4122, byte miss ratio 0.4122
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-1 cache size     3041, 2282828 req, miss ratio 0.2908, byte miss ratio 0.2908
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-1 cache size     9125, 2282828 req, miss ratio 0.2610, byte miss ratio 0.2610
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-1 cache size    30419, 2282828 req, miss ratio 0.2196, byte miss ratio 0.2196
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-1 cache size    60839, 2282828 req, miss ratio 0.1860, byte miss ratio 0.1860
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-1 cache size   121679, 2282828 req, miss ratio 0.1515, byte miss ratio 0.1515
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-1 cache size   243358, 2282828 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns23074.oracleGeneral.zst LIRS cache size      304, 2282828 req, miss ratio 0.5760, byte miss ratio 0.5760
result/tencentBlock.ns23074.oracleGeneral.zst LIRS cache size      912, 2282828 req, miss ratio 0.4372, byte miss ratio 0.4372
result/tencentBlock.ns23074.oracleGeneral.zst LIRS cache size     3041, 2282828 req, miss ratio 0.3057, byte miss ratio 0.3057
result/tencentBlock.ns23074.oracleGeneral.zst LIRS cache size     9125, 2282828 req, miss ratio 0.2635, byte miss ratio 0.2635
result/tencentBlock.ns23074.oracleGeneral.zst LIRS cache size    30419, 2282828 req, miss ratio 0.2244, byte miss ratio 0.2244
result/tencentBlock.ns23074.oracleGeneral.zst LIRS cache size    60839, 2282828 req, miss ratio 0.1970, byte miss ratio 0.1970
result/tencentBlock.ns23074.oracleGeneral.zst LIRS cache size   121679, 2282828 req, miss ratio 0.1591, byte miss ratio 0.1591
result/tencentBlock.ns23074.oracleGeneral.zst LIRS cache size   243358, 2282828 req, miss ratio 0.1374, byte miss ratio 0.1374
result/tencentBlock.ns23074.oracleGeneral.zst Clock cache size      304, 2282828 req, miss ratio 0.5495, byte miss ratio 0.5495
result/tencentBlock.ns23074.oracleGeneral.zst Clock cache size      912, 2282828 req, miss ratio 0.4513, byte miss ratio 0.4513
result/tencentBlock.ns23074.oracleGeneral.zst Clock cache size     3041, 2282828 req, miss ratio 0.3128, byte miss ratio 0.3128
result/tencentBlock.ns23074.oracleGeneral.zst Clock cache size     9125, 2282828 req, miss ratio 0.2738, byte miss ratio 0.2738
result/tencentBlock.ns23074.oracleGeneral.zst Clock cache size    30419, 2282828 req, miss ratio 0.2119, byte miss ratio 0.2119
result/tencentBlock.ns23074.oracleGeneral.zst Clock cache size    60839, 2282828 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns23074.oracleGeneral.zst Clock cache size   121679, 2282828 req, miss ratio 0.1503, byte miss ratio 0.1503
result/tencentBlock.ns23074.oracleGeneral.zst Clock cache size   243358, 2282828 req, miss ratio 0.1342, byte miss ratio 0.1342
result/tencentBlock.ns23074.oracleGeneral.zst ARC cache size      304, 2282828 req, miss ratio 0.5277, byte miss ratio 0.5277
result/tencentBlock.ns23074.oracleGeneral.zst ARC cache size      912, 2282828 req, miss ratio 0.4255, byte miss ratio 0.4255
result/tencentBlock.ns23074.oracleGeneral.zst ARC cache size     3041, 2282828 req, miss ratio 0.2913, byte miss ratio 0.2913
result/tencentBlock.ns23074.oracleGeneral.zst ARC cache size     9125, 2282828 req, miss ratio 0.2623, byte miss ratio 0.2623
result/tencentBlock.ns23074.oracleGeneral.zst ARC cache size    30419, 2282828 req, miss ratio 0.2071, byte miss ratio 0.2071
result/tencentBlock.ns23074.oracleGeneral.zst ARC cache size    60839, 2282828 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns23074.oracleGeneral.zst ARC cache size   121679, 2282828 req, miss ratio 0.1477, byte miss ratio 0.1477
result/tencentBlock.ns23074.oracleGeneral.zst ARC cache size   243358, 2282828 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns23074.oracleGeneral.zst Cacheus cache size      304, 2282828 req, miss ratio 0.5316, byte miss ratio 0.5316
result/tencentBlock.ns23074.oracleGeneral.zst Cacheus cache size      912, 2282828 req, miss ratio 0.4403, byte miss ratio 0.4403
result/tencentBlock.ns23074.oracleGeneral.zst Cacheus cache size     3041, 2282828 req, miss ratio 0.2956, byte miss ratio 0.2956
result/tencentBlock.ns23074.oracleGeneral.zst Cacheus cache size     9125, 2282828 req, miss ratio 0.2678, byte miss ratio 0.2678
result/tencentBlock.ns23074.oracleGeneral.zst Cacheus cache size    30419, 2282828 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns23074.oracleGeneral.zst Cacheus cache size    60839, 2282828 req, miss ratio 0.1742, byte miss ratio 0.1742
result/tencentBlock.ns23074.oracleGeneral.zst Cacheus cache size   121679, 2282828 req, miss ratio 0.1462, byte miss ratio 0.1462
result/tencentBlock.ns23074.oracleGeneral.zst Cacheus cache size   243358, 2282828 req, miss ratio 0.1345, byte miss ratio 0.1345
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-d-1 cache size      304, 2282828 req, miss ratio 0.5318, byte miss ratio 0.5318
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-d-1 cache size      912, 2282828 req, miss ratio 0.4120, byte miss ratio 0.4120
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-d-1 cache size     3041, 2282828 req, miss ratio 0.2903, byte miss ratio 0.2903
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-d-1 cache size     9125, 2282828 req, miss ratio 0.2612, byte miss ratio 0.2612
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-d-1 cache size    30419, 2282828 req, miss ratio 0.2176, byte miss ratio 0.2176
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-d-1 cache size    60839, 2282828 req, miss ratio 0.1831, byte miss ratio 0.1831
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-d-1 cache size   121679, 2282828 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns23074.oracleGeneral.zst S3FIFO-d-1 cache size   243358, 2282828 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns23074.oracleGeneral.zst LRB cache size      304, 2282828 req, miss ratio 0.5716, byte miss ratio 0.5716
result/tencentBlock.ns23074.oracleGeneral.zst LRB cache size      912, 2282828 req, miss ratio 0.4233, byte miss ratio 0.4233
result/tencentBlock.ns23074.oracleGeneral.zst LRB cache size     3041, 2282828 req, miss ratio 0.2983, byte miss ratio 0.2983
result/tencentBlock.ns23074.oracleGeneral.zst LRB cache size     9125, 2282828 req, miss ratio 0.2727, byte miss ratio 0.2727
result/tencentBlock.ns23074.oracleGeneral.zst LRB cache size    30419, 2282828 req, miss ratio 0.2171, byte miss ratio 0.2171
