result/tencentBlock.ns3858.oracleGeneral.zst LRU cache size      626, 14019103 req, miss ratio 0.8379, byte miss ratio 0.8379
result/tencentBlock.ns3858.oracleGeneral.zst LRU cache size     1879, 14019103 req, miss ratio 0.4998, byte miss ratio 0.4998
result/tencentBlock.ns3858.oracleGeneral.zst LRU cache size     6265, 14019103 req, miss ratio 0.1211, byte miss ratio 0.1211
result/tencentBlock.ns3858.oracleGeneral.zst LRU cache size    18795, 14019103 req, miss ratio 0.0802, byte miss ratio 0.0802
result/tencentBlock.ns3858.oracleGeneral.zst LRU cache size    62650, 14019103 req, miss ratio 0.0594, byte miss ratio 0.0594
result/tencentBlock.ns3858.oracleGeneral.zst LRU cache size   125300, 14019103 req, miss ratio 0.0503, byte miss ratio 0.0503
result/tencentBlock.ns3858.oracleGeneral.zst LRU cache size   250601, 14019103 req, miss ratio 0.0456, byte miss ratio 0.0456
result/tencentBlock.ns3858.oracleGeneral.zst LRU cache size   501203, 14019103 req, miss ratio 0.0447, byte miss ratio 0.0447
result/tencentBlock.ns3858.oracleGeneral.zst Clock cache size      626, 14019103 req, miss ratio 0.8317, byte miss ratio 0.8317
result/tencentBlock.ns3858.oracleGeneral.zst Clock cache size     1879, 14019103 req, miss ratio 0.4949, byte miss ratio 0.4949
result/tencentBlock.ns3858.oracleGeneral.zst Clock cache size     6265, 14019103 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns3858.oracleGeneral.zst Clock cache size    18795, 14019103 req, miss ratio 0.0802, byte miss ratio 0.0802
result/tencentBlock.ns3858.oracleGeneral.zst Clock cache size    62650, 14019103 req, miss ratio 0.0605, byte miss ratio 0.0605
result/tencentBlock.ns3858.oracleGeneral.zst Clock cache size   125300, 14019103 req, miss ratio 0.0513, byte miss ratio 0.0513
result/tencentBlock.ns3858.oracleGeneral.zst Clock cache size   250601, 14019103 req, miss ratio 0.0459, byte miss ratio 0.0459
result/tencentBlock.ns3858.oracleGeneral.zst Clock cache size   501203, 14019103 req, miss ratio 0.0450, byte miss ratio 0.0450
result/tencentBlock.ns3858.oracleGeneral.zst LIRS cache size      626, 14019103 req, miss ratio 0.7080, byte miss ratio 0.7080
result/tencentBlock.ns3858.oracleGeneral.zst LIRS cache size     1879, 14019103 req, miss ratio 0.3469, byte miss ratio 0.3469
result/tencentBlock.ns3858.oracleGeneral.zst LIRS cache size     6265, 14019103 req, miss ratio 0.1370, byte miss ratio 0.1370
result/tencentBlock.ns3858.oracleGeneral.zst LIRS cache size    18795, 14019103 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns3858.oracleGeneral.zst LIRS cache size    62650, 14019103 req, miss ratio 0.0588, byte miss ratio 0.0588
result/tencentBlock.ns3858.oracleGeneral.zst LIRS cache size   125300, 14019103 req, miss ratio 0.0492, byte miss ratio 0.0492
result/tencentBlock.ns3858.oracleGeneral.zst LIRS cache size   250601, 14019103 req, miss ratio 0.0457, byte miss ratio 0.0457
result/tencentBlock.ns3858.oracleGeneral.zst LIRS cache size   501203, 14019103 req, miss ratio 0.0448, byte miss ratio 0.0448
result/tencentBlock.ns3858.oracleGeneral.zst clock2 cache size      626, 14019103 req, miss ratio 0.8227, byte miss ratio 0.8227
result/tencentBlock.ns3858.oracleGeneral.zst clock2 cache size     1879, 14019103 req, miss ratio 0.5088, byte miss ratio 0.5088
result/tencentBlock.ns3858.oracleGeneral.zst clock2 cache size     6265, 14019103 req, miss ratio 0.1173, byte miss ratio 0.1173
result/tencentBlock.ns3858.oracleGeneral.zst clock2 cache size    18795, 14019103 req, miss ratio 0.0771, byte miss ratio 0.0771
