result/tencentBlock.ns20550.oracleGeneral.zst FIFO cache size      120, 2110429 req, miss ratio 0.5400, byte miss ratio 0.5400
result/tencentBlock.ns20550.oracleGeneral.zst FIFO cache size      362, 2110429 req, miss ratio 0.3268, byte miss ratio 0.3268
result/tencentBlock.ns20550.oracleGeneral.zst FIFO cache size     1209, 2110429 req, miss ratio 0.2336, byte miss ratio 0.2336
result/tencentBlock.ns20550.oracleGeneral.zst FIFO cache size     3629, 2110429 req, miss ratio 0.2113, byte miss ratio 0.2113
result/tencentBlock.ns20550.oracleGeneral.zst FIFO cache size    12099, 2110429 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns20550.oracleGeneral.zst FIFO cache size    24198, 2110429 req, miss ratio 0.1544, byte miss ratio 0.1544
result/tencentBlock.ns20550.oracleGeneral.zst FIFO cache size    48396, 2110429 req, miss ratio 0.1131, byte miss ratio 0.1131
result/tencentBlock.ns20550.oracleGeneral.zst FIFO cache size    96792, 2110429 req, miss ratio 0.0727, byte miss ratio 0.0727
result/tencentBlock.ns20550.oracleGeneral.zst LRU cache size      120, 2110429 req, miss ratio 0.5197, byte miss ratio 0.5197
result/tencentBlock.ns20550.oracleGeneral.zst LRU cache size      362, 2110429 req, miss ratio 0.2138, byte miss ratio 0.2138
result/tencentBlock.ns20550.oracleGeneral.zst LRU cache size     1209, 2110429 req, miss ratio 0.2032, byte miss ratio 0.2032
result/tencentBlock.ns20550.oracleGeneral.zst LRU cache size     3629, 2110429 req, miss ratio 0.2010, byte miss ratio 0.2010
result/tencentBlock.ns20550.oracleGeneral.zst LRU cache size    12099, 2110429 req, miss ratio 0.1686, byte miss ratio 0.1686
result/tencentBlock.ns20550.oracleGeneral.zst LRU cache size    24198, 2110429 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns20550.oracleGeneral.zst LRU cache size    48396, 2110429 req, miss ratio 0.0943, byte miss ratio 0.0943
result/tencentBlock.ns20550.oracleGeneral.zst LRU cache size    96792, 2110429 req, miss ratio 0.0638, byte miss ratio 0.0638
result/tencentBlock.ns20550.oracleGeneral.zst Clock cache size      120, 2110429 req, miss ratio 0.5124, byte miss ratio 0.5124
result/tencentBlock.ns20550.oracleGeneral.zst Clock cache size      362, 2110429 req, miss ratio 0.2143, byte miss ratio 0.2143
result/tencentBlock.ns20550.oracleGeneral.zst Clock cache size     1209, 2110429 req, miss ratio 0.2030, byte miss ratio 0.2030
result/tencentBlock.ns20550.oracleGeneral.zst Clock cache size     3629, 2110429 req, miss ratio 0.2010, byte miss ratio 0.2010
result/tencentBlock.ns20550.oracleGeneral.zst Clock cache size    12099, 2110429 req, miss ratio 0.2001, byte miss ratio 0.2001
result/tencentBlock.ns20550.oracleGeneral.zst Clock cache size    24198, 2110429 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns20550.oracleGeneral.zst Clock cache size    48396, 2110429 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns20550.oracleGeneral.zst Clock cache size    96792, 2110429 req, miss ratio 0.0682, byte miss ratio 0.0682
result/tencentBlock.ns20550.oracleGeneral.zst LeCaR cache size      120, 2110429 req, miss ratio 0.4570, byte miss ratio 0.4570
result/tencentBlock.ns20550.oracleGeneral.zst LeCaR cache size      362, 2110429 req, miss ratio 0.2129, byte miss ratio 0.2129
result/tencentBlock.ns20550.oracleGeneral.zst LeCaR cache size     1209, 2110429 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns20550.oracleGeneral.zst LeCaR cache size     3629, 2110429 req, miss ratio 0.2010, byte miss ratio 0.2010
result/tencentBlock.ns20550.oracleGeneral.zst LeCaR cache size    12099, 2110429 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns20550.oracleGeneral.zst LeCaR cache size    24198, 2110429 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns20550.oracleGeneral.zst LeCaR cache size    48396, 2110429 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns20550.oracleGeneral.zst LeCaR cache size    96792, 2110429 req, miss ratio 0.0638, byte miss ratio 0.0638
result/tencentBlock.ns20550.oracleGeneral.zst ARC cache size      120, 2110429 req, miss ratio 0.4077, byte miss ratio 0.4077
result/tencentBlock.ns20550.oracleGeneral.zst ARC cache size      362, 2110429 req, miss ratio 0.2103, byte miss ratio 0.2103
result/tencentBlock.ns20550.oracleGeneral.zst ARC cache size     1209, 2110429 req, miss ratio 0.2015, byte miss ratio 0.2015
result/tencentBlock.ns20550.oracleGeneral.zst ARC cache size     3629, 2110429 req, miss ratio 0.2010, byte miss ratio 0.2010
result/tencentBlock.ns20550.oracleGeneral.zst ARC cache size    12099, 2110429 req, miss ratio 0.1795, byte miss ratio 0.1795
result/tencentBlock.ns20550.oracleGeneral.zst ARC cache size    24198, 2110429 req, miss ratio 0.1454, byte miss ratio 0.1454
result/tencentBlock.ns20550.oracleGeneral.zst ARC cache size    48396, 2110429 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns20550.oracleGeneral.zst ARC cache size    96792, 2110429 req, miss ratio 0.0636, byte miss ratio 0.0636
result/tencentBlock.ns20550.oracleGeneral.zst S3FIFO-1 cache size      120, 2110429 req, miss ratio 0.3990, byte miss ratio 0.3990
result/tencentBlock.ns20550.oracleGeneral.zst S3FIFO-1 cache size      362, 2110429 req, miss ratio 0.2061, byte miss ratio 0.2061
result/tencentBlock.ns20550.oracleGeneral.zst S3FIFO-1 cache size     1209, 2110429 req, miss ratio 0.2012, byte miss ratio 0.2012
