result/tencentBlock.ns13552.oracleGeneral.zst clock2 cache size      528, 4398311 req, miss ratio 0.5545, byte miss ratio 0.5545
result/tencentBlock.ns13552.oracleGeneral.zst clock2 cache size     1585, 4398311 req, miss ratio 0.4474, byte miss ratio 0.4474
result/tencentBlock.ns13552.oracleGeneral.zst clock2 cache size     5285, 4398311 req, miss ratio 0.3442, byte miss ratio 0.3442
result/tencentBlock.ns13552.oracleGeneral.zst clock2 cache size    15857, 4398311 req, miss ratio 0.3213, byte miss ratio 0.3213
result/tencentBlock.ns13552.oracleGeneral.zst clock2 cache size    52857, 4398311 req, miss ratio 0.2655, byte miss ratio 0.2655
result/tencentBlock.ns13552.oracleGeneral.zst clock2 cache size   105714, 4398311 req, miss ratio 0.2389, byte miss ratio 0.2389
result/tencentBlock.ns13552.oracleGeneral.zst clock2 cache size   211429, 4398311 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns13552.oracleGeneral.zst clock2 cache size   422859, 4398311 req, miss ratio 0.1229, byte miss ratio 0.1229
result/tencentBlock.ns13552.oracleGeneral.zst LHD cache size      528, 4398311 req, miss ratio 0.5534, byte miss ratio 0.5534
result/tencentBlock.ns13552.oracleGeneral.zst LHD cache size     1585, 4398311 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns13552.oracleGeneral.zst LHD cache size     5285, 4398311 req, miss ratio 0.3428, byte miss ratio 0.3428
result/tencentBlock.ns13552.oracleGeneral.zst LHD cache size    15857, 4398311 req, miss ratio 0.3062, byte miss ratio 0.3062
result/tencentBlock.ns13552.oracleGeneral.zst LHD cache size    52857, 4398311 req, miss ratio 0.2574, byte miss ratio 0.2574
result/tencentBlock.ns13552.oracleGeneral.zst LHD cache size   105714, 4398311 req, miss ratio 0.2085, byte miss ratio 0.2085
result/tencentBlock.ns13552.oracleGeneral.zst LHD cache size   211429, 4398311 req, miss ratio 0.1527, byte miss ratio 0.1527
result/tencentBlock.ns13552.oracleGeneral.zst LHD cache size   422859, 4398311 req, miss ratio 0.1225, byte miss ratio 0.1225
result/tencentBlock.ns13552.oracleGeneral.zst Cacheus cache size      528, 4398311 req, miss ratio 0.5422, byte miss ratio 0.5422
result/tencentBlock.ns13552.oracleGeneral.zst Cacheus cache size     1585, 4398311 req, miss ratio 0.4130, byte miss ratio 0.4130
result/tencentBlock.ns13552.oracleGeneral.zst Cacheus cache size     5285, 4398311 req, miss ratio 0.3402, byte miss ratio 0.3402
result/tencentBlock.ns13552.oracleGeneral.zst Cacheus cache size    15857, 4398311 req, miss ratio 0.3071, byte miss ratio 0.3071
result/tencentBlock.ns13552.oracleGeneral.zst Cacheus cache size    52857, 4398311 req, miss ratio 0.2591, byte miss ratio 0.2591
result/tencentBlock.ns13552.oracleGeneral.zst Cacheus cache size   105714, 4398311 req, miss ratio 0.2295, byte miss ratio 0.2295
result/tencentBlock.ns13552.oracleGeneral.zst Cacheus cache size   211429, 4398311 req, miss ratio 0.1562, byte miss ratio 0.1562
result/tencentBlock.ns13552.oracleGeneral.zst Cacheus cache size   422859, 4398311 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns13552.oracleGeneral.zst FIFO cache size      528, 4398311 req, miss ratio 0.6259, byte miss ratio 0.6259
result/tencentBlock.ns13552.oracleGeneral.zst FIFO cache size     1585, 4398311 req, miss ratio 0.4939, byte miss ratio 0.4939
result/tencentBlock.ns13552.oracleGeneral.zst FIFO cache size     5285, 4398311 req, miss ratio 0.3940, byte miss ratio 0.3940
result/tencentBlock.ns13552.oracleGeneral.zst FIFO cache size    15857, 4398311 req, miss ratio 0.3345, byte miss ratio 0.3345
result/tencentBlock.ns13552.oracleGeneral.zst FIFO cache size    52857, 4398311 req, miss ratio 0.2726, byte miss ratio 0.2726
result/tencentBlock.ns13552.oracleGeneral.zst FIFO cache size   105714, 4398311 req, miss ratio 0.2327, byte miss ratio 0.2327
result/tencentBlock.ns13552.oracleGeneral.zst FIFO cache size   211429, 4398311 req, miss ratio 0.1737, byte miss ratio 0.1737
result/tencentBlock.ns13552.oracleGeneral.zst FIFO cache size   422859, 4398311 req, miss ratio 0.1313, byte miss ratio 0.1313
result/tencentBlock.ns13552.oracleGeneral.zst LIRS cache size      528, 4398311 req, miss ratio 0.5605, byte miss ratio 0.5605
result/tencentBlock.ns13552.oracleGeneral.zst LIRS cache size     1585, 4398311 req, miss ratio 0.3926, byte miss ratio 0.3926
result/tencentBlock.ns13552.oracleGeneral.zst LIRS cache size     5285, 4398311 req, miss ratio 0.3497, byte miss ratio 0.3497
result/tencentBlock.ns13552.oracleGeneral.zst LIRS cache size    15857, 4398311 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns13552.oracleGeneral.zst LIRS cache size    52857, 4398311 req, miss ratio 0.2722, byte miss ratio 0.2722
