result/tencentBlock.ns11518.oracleGeneral.zst FIFO cache size      212, 5128649 req, miss ratio 0.5768, byte miss ratio 0.5768
result/tencentBlock.ns11518.oracleGeneral.zst FIFO cache size      638, 5128649 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns11518.oracleGeneral.zst FIFO cache size     2129, 5128649 req, miss ratio 0.2382, byte miss ratio 0.2382
result/tencentBlock.ns11518.oracleGeneral.zst FIFO cache size     6389, 5128649 req, miss ratio 0.2034, byte miss ratio 0.2034
result/tencentBlock.ns11518.oracleGeneral.zst FIFO cache size    21299, 5128649 req, miss ratio 0.1713, byte miss ratio 0.1713
result/tencentBlock.ns11518.oracleGeneral.zst FIFO cache size    42598, 5128649 req, miss ratio 0.1483, byte miss ratio 0.1483
result/tencentBlock.ns11518.oracleGeneral.zst FIFO cache size    85197, 5128649 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns11518.oracleGeneral.zst FIFO cache size   170395, 5128649 req, miss ratio 0.0568, byte miss ratio 0.0568
result/tencentBlock.ns11518.oracleGeneral.zst S3FIFO-1 cache size      212, 5128649 req, miss ratio 0.3950, byte miss ratio 0.3950
result/tencentBlock.ns11518.oracleGeneral.zst S3FIFO-1 cache size      638, 5128649 req, miss ratio 0.2340, byte miss ratio 0.2340
result/tencentBlock.ns11518.oracleGeneral.zst S3FIFO-1 cache size     2129, 5128649 req, miss ratio 0.2017, byte miss ratio 0.2017
result/tencentBlock.ns11518.oracleGeneral.zst S3FIFO-1 cache size     6389, 5128649 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns11518.oracleGeneral.zst S3FIFO-1 cache size    21299, 5128649 req, miss ratio 0.1544, byte miss ratio 0.1544
result/tencentBlock.ns11518.oracleGeneral.zst S3FIFO-1 cache size    42598, 5128649 req, miss ratio 0.1385, byte miss ratio 0.1385
result/tencentBlock.ns11518.oracleGeneral.zst S3FIFO-1 cache size    85197, 5128649 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns11518.oracleGeneral.zst S3FIFO-1 cache size   170395, 5128649 req, miss ratio 0.0473, byte miss ratio 0.0473
result/tencentBlock.ns11518.oracleGeneral.zst Cacheus cache size      212, 5128649 req, miss ratio 0.3843, byte miss ratio 0.3843
result/tencentBlock.ns11518.oracleGeneral.zst Cacheus cache size      638, 5128649 req, miss ratio 0.2382, byte miss ratio 0.2382
result/tencentBlock.ns11518.oracleGeneral.zst Cacheus cache size     2129, 5128649 req, miss ratio 0.2054, byte miss ratio 0.2054
result/tencentBlock.ns11518.oracleGeneral.zst Cacheus cache size     6389, 5128649 req, miss ratio 0.1720, byte miss ratio 0.1720
result/tencentBlock.ns11518.oracleGeneral.zst Cacheus cache size    21299, 5128649 req, miss ratio 0.1547, byte miss ratio 0.1547
result/tencentBlock.ns11518.oracleGeneral.zst Cacheus cache size    42598, 5128649 req, miss ratio 0.1481, byte miss ratio 0.1481
result/tencentBlock.ns11518.oracleGeneral.zst Cacheus cache size    85197, 5128649 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns11518.oracleGeneral.zst Cacheus cache size   170395, 5128649 req, miss ratio 0.0445, byte miss ratio 0.0445
result/tencentBlock.ns11518.oracleGeneral.zst LeCaR cache size      212, 5128649 req, miss ratio 0.4684, byte miss ratio 0.4684
result/tencentBlock.ns11518.oracleGeneral.zst LeCaR cache size      638, 5128649 req, miss ratio 0.2438, byte miss ratio 0.2438
result/tencentBlock.ns11518.oracleGeneral.zst LeCaR cache size     2129, 5128649 req, miss ratio 0.2153, byte miss ratio 0.2153
result/tencentBlock.ns11518.oracleGeneral.zst LeCaR cache size     6389, 5128649 req, miss ratio 0.1868, byte miss ratio 0.1868
result/tencentBlock.ns11518.oracleGeneral.zst LeCaR cache size    21299, 5128649 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns11518.oracleGeneral.zst LeCaR cache size    42598, 5128649 req, miss ratio 0.1388, byte miss ratio 0.1388
result/tencentBlock.ns11518.oracleGeneral.zst LeCaR cache size    85197, 5128649 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns11518.oracleGeneral.zst LeCaR cache size   170395, 5128649 req, miss ratio 0.0441, byte miss ratio 0.0441
result/tencentBlock.ns11518.oracleGeneral.zst LRU cache size      212, 5128649 req, miss ratio 0.5365, byte miss ratio 0.5365
result/tencentBlock.ns11518.oracleGeneral.zst LRU cache size      638, 5128649 req, miss ratio 0.2532, byte miss ratio 0.2532
result/tencentBlock.ns11518.oracleGeneral.zst LRU cache size     2129, 5128649 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns11518.oracleGeneral.zst LRU cache size     6389, 5128649 req, miss ratio 0.1911, byte miss ratio 0.1911
result/tencentBlock.ns11518.oracleGeneral.zst LRU cache size    21299, 5128649 req, miss ratio 0.1592, byte miss ratio 0.1592
