result/tencentBlock.ns3142.oracleGeneral.zst FIFO cache size      551, 4502497 req, miss ratio 0.6749, byte miss ratio 0.6749
result/tencentBlock.ns3142.oracleGeneral.zst FIFO cache size     1654, 4502497 req, miss ratio 0.5353, byte miss ratio 0.5353
result/tencentBlock.ns3142.oracleGeneral.zst FIFO cache size     5515, 4502497 req, miss ratio 0.4285, byte miss ratio 0.4285
result/tencentBlock.ns3142.oracleGeneral.zst FIFO cache size    16546, 4502497 req, miss ratio 0.3658, byte miss ratio 0.3658
result/tencentBlock.ns3142.oracleGeneral.zst FIFO cache size    55155, 4502497 req, miss ratio 0.2956, byte miss ratio 0.2956
result/tencentBlock.ns3142.oracleGeneral.zst FIFO cache size   110310, 4502497 req, miss ratio 0.2396, byte miss ratio 0.2396
result/tencentBlock.ns3142.oracleGeneral.zst FIFO cache size   220620, 4502497 req, miss ratio 0.1785, byte miss ratio 0.1785
result/tencentBlock.ns3142.oracleGeneral.zst FIFO cache size   441241, 4502497 req, miss ratio 0.1347, byte miss ratio 0.1347
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-1 cache size      551, 4502497 req, miss ratio 0.5745, byte miss ratio 0.5745
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-1 cache size     1654, 4502497 req, miss ratio 0.3930, byte miss ratio 0.3930
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-1 cache size     5515, 4502497 req, miss ratio 0.3718, byte miss ratio 0.3718
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-1 cache size    16546, 4502497 req, miss ratio 0.3268, byte miss ratio 0.3268
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-1 cache size    55155, 4502497 req, miss ratio 0.2848, byte miss ratio 0.2848
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-1 cache size   110310, 4502497 req, miss ratio 0.2310, byte miss ratio 0.2310
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-1 cache size   220620, 4502497 req, miss ratio 0.1565, byte miss ratio 0.1565
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-1 cache size   441241, 4502497 req, miss ratio 0.1240, byte miss ratio 0.1240
result/tencentBlock.ns3142.oracleGeneral.zst Clock cache size      551, 4502497 req, miss ratio 0.5939, byte miss ratio 0.5939
result/tencentBlock.ns3142.oracleGeneral.zst Clock cache size     1654, 4502497 req, miss ratio 0.4804, byte miss ratio 0.4804
result/tencentBlock.ns3142.oracleGeneral.zst Clock cache size     5515, 4502497 req, miss ratio 0.3810, byte miss ratio 0.3810
result/tencentBlock.ns3142.oracleGeneral.zst Clock cache size    16546, 4502497 req, miss ratio 0.3443, byte miss ratio 0.3443
result/tencentBlock.ns3142.oracleGeneral.zst Clock cache size    55155, 4502497 req, miss ratio 0.2806, byte miss ratio 0.2806
result/tencentBlock.ns3142.oracleGeneral.zst Clock cache size   110310, 4502497 req, miss ratio 0.2405, byte miss ratio 0.2405
result/tencentBlock.ns3142.oracleGeneral.zst Clock cache size   220620, 4502497 req, miss ratio 0.1662, byte miss ratio 0.1662
result/tencentBlock.ns3142.oracleGeneral.zst Clock cache size   441241, 4502497 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns3142.oracleGeneral.zst LRU cache size      551, 4502497 req, miss ratio 0.5980, byte miss ratio 0.5980
result/tencentBlock.ns3142.oracleGeneral.zst LRU cache size     1654, 4502497 req, miss ratio 0.4892, byte miss ratio 0.4892
result/tencentBlock.ns3142.oracleGeneral.zst LRU cache size     5515, 4502497 req, miss ratio 0.3849, byte miss ratio 0.3849
result/tencentBlock.ns3142.oracleGeneral.zst LRU cache size    16546, 4502497 req, miss ratio 0.3443, byte miss ratio 0.3443
result/tencentBlock.ns3142.oracleGeneral.zst LRU cache size    55155, 4502497 req, miss ratio 0.2807, byte miss ratio 0.2807
result/tencentBlock.ns3142.oracleGeneral.zst LRU cache size   110310, 4502497 req, miss ratio 0.2344, byte miss ratio 0.2344
result/tencentBlock.ns3142.oracleGeneral.zst LRU cache size   220620, 4502497 req, miss ratio 0.1553, byte miss ratio 0.1553
result/tencentBlock.ns3142.oracleGeneral.zst LRU cache size   441241, 4502497 req, miss ratio 0.1234, byte miss ratio 0.1234
result/tencentBlock.ns3142.oracleGeneral.zst LHD cache size      551, 4502497 req, miss ratio 0.5939, byte miss ratio 0.5939
result/tencentBlock.ns3142.oracleGeneral.zst LHD cache size     1654, 4502497 req, miss ratio 0.4405, byte miss ratio 0.4405
result/tencentBlock.ns3142.oracleGeneral.zst LHD cache size     5515, 4502497 req, miss ratio 0.3752, byte miss ratio 0.3752
result/tencentBlock.ns3142.oracleGeneral.zst LHD cache size    16546, 4502497 req, miss ratio 0.3331, byte miss ratio 0.3331
result/tencentBlock.ns3142.oracleGeneral.zst LHD cache size    55155, 4502497 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns3142.oracleGeneral.zst LHD cache size   110310, 4502497 req, miss ratio 0.2223, byte miss ratio 0.2223
result/tencentBlock.ns3142.oracleGeneral.zst LHD cache size   220620, 4502497 req, miss ratio 0.1596, byte miss ratio 0.1596
result/tencentBlock.ns3142.oracleGeneral.zst LHD cache size   441241, 4502497 req, miss ratio 0.1249, byte miss ratio 0.1249
result/tencentBlock.ns3142.oracleGeneral.zst LeCaR cache size      551, 4502497 req, miss ratio 0.5939, byte miss ratio 0.5939
result/tencentBlock.ns3142.oracleGeneral.zst LeCaR cache size     1654, 4502497 req, miss ratio 0.4714, byte miss ratio 0.4714
result/tencentBlock.ns3142.oracleGeneral.zst LeCaR cache size     5515, 4502497 req, miss ratio 0.3765, byte miss ratio 0.3765
result/tencentBlock.ns3142.oracleGeneral.zst LeCaR cache size    16546, 4502497 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns3142.oracleGeneral.zst LeCaR cache size    55155, 4502497 req, miss ratio 0.2792, byte miss ratio 0.2792
result/tencentBlock.ns3142.oracleGeneral.zst LeCaR cache size   110310, 4502497 req, miss ratio 0.2300, byte miss ratio 0.2300
result/tencentBlock.ns3142.oracleGeneral.zst LeCaR cache size   220620, 4502497 req, miss ratio 0.1544, byte miss ratio 0.1544
result/tencentBlock.ns3142.oracleGeneral.zst LeCaR cache size   441241, 4502497 req, miss ratio 0.1235, byte miss ratio 0.1235
result/tencentBlock.ns3142.oracleGeneral.zst Cacheus cache size      551, 4502497 req, miss ratio 0.5750, byte miss ratio 0.5750
result/tencentBlock.ns3142.oracleGeneral.zst Cacheus cache size     1654, 4502497 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns3142.oracleGeneral.zst Cacheus cache size     5515, 4502497 req, miss ratio 0.3711, byte miss ratio 0.3711
result/tencentBlock.ns3142.oracleGeneral.zst Cacheus cache size    16546, 4502497 req, miss ratio 0.3310, byte miss ratio 0.3310
result/tencentBlock.ns3142.oracleGeneral.zst Cacheus cache size    55155, 4502497 req, miss ratio 0.2786, byte miss ratio 0.2786
result/tencentBlock.ns3142.oracleGeneral.zst Cacheus cache size   110310, 4502497 req, miss ratio 0.2322, byte miss ratio 0.2322
result/tencentBlock.ns3142.oracleGeneral.zst Cacheus cache size   220620, 4502497 req, miss ratio 0.1580, byte miss ratio 0.1580
result/tencentBlock.ns3142.oracleGeneral.zst Cacheus cache size   441241, 4502497 req, miss ratio 0.1238, byte miss ratio 0.1238
result/tencentBlock.ns3142.oracleGeneral.zst ARC cache size      551, 4502497 req, miss ratio 0.5711, byte miss ratio 0.5711
result/tencentBlock.ns3142.oracleGeneral.zst ARC cache size     1654, 4502497 req, miss ratio 0.4111, byte miss ratio 0.4111
result/tencentBlock.ns3142.oracleGeneral.zst ARC cache size     5515, 4502497 req, miss ratio 0.3707, byte miss ratio 0.3707
result/tencentBlock.ns3142.oracleGeneral.zst ARC cache size    16546, 4502497 req, miss ratio 0.3255, byte miss ratio 0.3255
result/tencentBlock.ns3142.oracleGeneral.zst ARC cache size    55155, 4502497 req, miss ratio 0.2786, byte miss ratio 0.2786
result/tencentBlock.ns3142.oracleGeneral.zst ARC cache size   110310, 4502497 req, miss ratio 0.2204, byte miss ratio 0.2204
result/tencentBlock.ns3142.oracleGeneral.zst ARC cache size   220620, 4502497 req, miss ratio 0.1501, byte miss ratio 0.1501
result/tencentBlock.ns3142.oracleGeneral.zst ARC cache size   441241, 4502497 req, miss ratio 0.1240, byte miss ratio 0.1240
result/tencentBlock.ns3142.oracleGeneral.zst clock2 cache size      551, 4502497 req, miss ratio 0.5917, byte miss ratio 0.5917
result/tencentBlock.ns3142.oracleGeneral.zst clock2 cache size     1654, 4502497 req, miss ratio 0.4709, byte miss ratio 0.4709
result/tencentBlock.ns3142.oracleGeneral.zst clock2 cache size     5515, 4502497 req, miss ratio 0.3757, byte miss ratio 0.3757
result/tencentBlock.ns3142.oracleGeneral.zst clock2 cache size    16546, 4502497 req, miss ratio 0.3443, byte miss ratio 0.3443
result/tencentBlock.ns3142.oracleGeneral.zst clock2 cache size    55155, 4502497 req, miss ratio 0.2816, byte miss ratio 0.2816
result/tencentBlock.ns3142.oracleGeneral.zst clock2 cache size   110310, 4502497 req, miss ratio 0.2435, byte miss ratio 0.2435
result/tencentBlock.ns3142.oracleGeneral.zst clock2 cache size   220620, 4502497 req, miss ratio 0.1656, byte miss ratio 0.1656
result/tencentBlock.ns3142.oracleGeneral.zst clock2 cache size   441241, 4502497 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns3142.oracleGeneral.zst LIRS cache size      551, 4502497 req, miss ratio 0.5810, byte miss ratio 0.5810
result/tencentBlock.ns3142.oracleGeneral.zst LIRS cache size     1654, 4502497 req, miss ratio 0.4217, byte miss ratio 0.4217
result/tencentBlock.ns3142.oracleGeneral.zst LIRS cache size     5515, 4502497 req, miss ratio 0.3823, byte miss ratio 0.3823
result/tencentBlock.ns3142.oracleGeneral.zst LIRS cache size    16546, 4502497 req, miss ratio 0.3295, byte miss ratio 0.3295
result/tencentBlock.ns3142.oracleGeneral.zst LIRS cache size    55155, 4502497 req, miss ratio 0.2874, byte miss ratio 0.2874
result/tencentBlock.ns3142.oracleGeneral.zst LIRS cache size   110310, 4502497 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns3142.oracleGeneral.zst LIRS cache size   220620, 4502497 req, miss ratio 0.1670, byte miss ratio 0.1670
result/tencentBlock.ns3142.oracleGeneral.zst LIRS cache size   441241, 4502497 req, miss ratio 0.1275, byte miss ratio 0.1275
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-d-1 cache size      551, 4502497 req, miss ratio 0.5711, byte miss ratio 0.5711
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-d-1 cache size     1654, 4502497 req, miss ratio 0.3933, byte miss ratio 0.3933
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-d-1 cache size     5515, 4502497 req, miss ratio 0.3713, byte miss ratio 0.3713
result/tencentBlock.ns3142.oracleGeneral.zst S3FIFO-d-1 cache size    16546, 4502497 req, miss ratio 0.3262, byte miss ratio 0.3262
