result/tencentBlock.ns1707.oracleGeneral.zst ARC cache size      574, 57743163 req, miss ratio 0.8345, byte miss ratio 0.8345
result/tencentBlock.ns1707.oracleGeneral.zst ARC cache size     1722, 57743163 req, miss ratio 0.6009, byte miss ratio 0.6009
result/tencentBlock.ns1707.oracleGeneral.zst ARC cache size     5740, 57743163 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns1707.oracleGeneral.zst ARC cache size    17222, 57743163 req, miss ratio 0.0432, byte miss ratio 0.0432
result/tencentBlock.ns1707.oracleGeneral.zst ARC cache size    57406, 57743163 req, miss ratio 0.0353, byte miss ratio 0.0353
result/tencentBlock.ns1707.oracleGeneral.zst ARC cache size   114813, 57743163 req, miss ratio 0.0291, byte miss ratio 0.0291
result/tencentBlock.ns1707.oracleGeneral.zst ARC cache size   229627, 57743163 req, miss ratio 0.0147, byte miss ratio 0.0147
result/tencentBlock.ns1707.oracleGeneral.zst ARC cache size   459255, 57743163 req, miss ratio 0.0101, byte miss ratio 0.0101
result/tencentBlock.ns1707.oracleGeneral.zst LeCaR cache size      574, 57743163 req, miss ratio 0.9807, byte miss ratio 0.9807
result/tencentBlock.ns1707.oracleGeneral.zst LeCaR cache size     1722, 57743163 req, miss ratio 0.6578, byte miss ratio 0.6578
result/tencentBlock.ns1707.oracleGeneral.zst LeCaR cache size     5740, 57743163 req, miss ratio 0.1056, byte miss ratio 0.1056
result/tencentBlock.ns1707.oracleGeneral.zst LeCaR cache size    17222, 57743163 req, miss ratio 0.0441, byte miss ratio 0.0441
result/tencentBlock.ns1707.oracleGeneral.zst LeCaR cache size    57406, 57743163 req, miss ratio 0.0346, byte miss ratio 0.0346
result/tencentBlock.ns1707.oracleGeneral.zst LeCaR cache size   114813, 57743163 req, miss ratio 0.0278, byte miss ratio 0.0278
result/tencentBlock.ns1707.oracleGeneral.zst LeCaR cache size   229627, 57743163 req, miss ratio 0.0150, byte miss ratio 0.0150
result/tencentBlock.ns1707.oracleGeneral.zst LeCaR cache size   459255, 57743163 req, miss ratio 0.0103, byte miss ratio 0.0103
result/tencentBlock.ns1707.oracleGeneral.zst LRU cache size      574, 57743163 req, miss ratio 0.9860, byte miss ratio 0.9860
result/tencentBlock.ns1707.oracleGeneral.zst LRU cache size     1722, 57743163 req, miss ratio 0.7756, byte miss ratio 0.7756
result/tencentBlock.ns1707.oracleGeneral.zst LRU cache size     5740, 57743163 req, miss ratio 0.1267, byte miss ratio 0.1267
result/tencentBlock.ns1707.oracleGeneral.zst LRU cache size    17222, 57743163 req, miss ratio 0.0452, byte miss ratio 0.0452
result/tencentBlock.ns1707.oracleGeneral.zst LRU cache size    57406, 57743163 req, miss ratio 0.0352, byte miss ratio 0.0352
result/tencentBlock.ns1707.oracleGeneral.zst LRU cache size   114813, 57743163 req, miss ratio 0.0285, byte miss ratio 0.0285
result/tencentBlock.ns1707.oracleGeneral.zst LRU cache size   229627, 57743163 req, miss ratio 0.0163, byte miss ratio 0.0163
result/tencentBlock.ns1707.oracleGeneral.zst LRU cache size   459255, 57743163 req, miss ratio 0.0103, byte miss ratio 0.0103
result/tencentBlock.ns1707.oracleGeneral.zst LHD cache size      574, 57743163 req, miss ratio 0.7951, byte miss ratio 0.7951
result/tencentBlock.ns1707.oracleGeneral.zst LHD cache size     1722, 57743163 req, miss ratio 0.4823, byte miss ratio 0.4823
result/tencentBlock.ns1707.oracleGeneral.zst LHD cache size     5740, 57743163 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns1707.oracleGeneral.zst LHD cache size    17222, 57743163 req, miss ratio 0.0420, byte miss ratio 0.0420
result/tencentBlock.ns1707.oracleGeneral.zst LHD cache size    57406, 57743163 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns1707.oracleGeneral.zst LHD cache size   114813, 57743163 req, miss ratio 0.0255, byte miss ratio 0.0255
result/tencentBlock.ns1707.oracleGeneral.zst LHD cache size   229627, 57743163 req, miss ratio 0.0148, byte miss ratio 0.0148
result/tencentBlock.ns1707.oracleGeneral.zst LHD cache size   459255, 57743163 req, miss ratio 0.0103, byte miss ratio 0.0103
result/tencentBlock.ns1707.oracleGeneral.zst LIRS cache size      574, 57743163 req, miss ratio 0.7799, byte miss ratio 0.7799
result/tencentBlock.ns1707.oracleGeneral.zst LIRS cache size     1722, 57743163 req, miss ratio 0.4586, byte miss ratio 0.4586
result/tencentBlock.ns1707.oracleGeneral.zst LIRS cache size     5740, 57743163 req, miss ratio 0.0913, byte miss ratio 0.0913
