result/tencentBlock.ns3004.oracleGeneral.zst LRU cache size      189, 2885296 req, miss ratio 0.3758, byte miss ratio 0.3758
result/tencentBlock.ns3004.oracleGeneral.zst LRU cache size      569, 2885296 req, miss ratio 0.3228, byte miss ratio 0.3228
result/tencentBlock.ns3004.oracleGeneral.zst LRU cache size     1897, 2885296 req, miss ratio 0.2297, byte miss ratio 0.2297
result/tencentBlock.ns3004.oracleGeneral.zst LRU cache size     5692, 2885296 req, miss ratio 0.2023, byte miss ratio 0.2023
result/tencentBlock.ns3004.oracleGeneral.zst LRU cache size    18974, 2885296 req, miss ratio 0.1542, byte miss ratio 0.1542
result/tencentBlock.ns3004.oracleGeneral.zst LRU cache size    37949, 2885296 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns3004.oracleGeneral.zst LRU cache size    75898, 2885296 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns3004.oracleGeneral.zst LRU cache size   151796, 2885296 req, miss ratio 0.0693, byte miss ratio 0.0693
result/tencentBlock.ns3004.oracleGeneral.zst LIRS cache size      189, 2885296 req, miss ratio 0.3800, byte miss ratio 0.3800
result/tencentBlock.ns3004.oracleGeneral.zst LIRS cache size      569, 2885296 req, miss ratio 0.3085, byte miss ratio 0.3085
result/tencentBlock.ns3004.oracleGeneral.zst LIRS cache size     1897, 2885296 req, miss ratio 0.2298, byte miss ratio 0.2298
result/tencentBlock.ns3004.oracleGeneral.zst LIRS cache size     5692, 2885296 req, miss ratio 0.1925, byte miss ratio 0.1925
result/tencentBlock.ns3004.oracleGeneral.zst LIRS cache size    18974, 2885296 req, miss ratio 0.1524, byte miss ratio 0.1524
result/tencentBlock.ns3004.oracleGeneral.zst LIRS cache size    37949, 2885296 req, miss ratio 0.1253, byte miss ratio 0.1253
result/tencentBlock.ns3004.oracleGeneral.zst LIRS cache size    75898, 2885296 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns3004.oracleGeneral.zst LIRS cache size   151796, 2885296 req, miss ratio 0.0720, byte miss ratio 0.0720
result/tencentBlock.ns3004.oracleGeneral.zst ARC cache size      189, 2885296 req, miss ratio 0.3590, byte miss ratio 0.3590
result/tencentBlock.ns3004.oracleGeneral.zst ARC cache size      569, 2885296 req, miss ratio 0.3011, byte miss ratio 0.3011
result/tencentBlock.ns3004.oracleGeneral.zst ARC cache size     1897, 2885296 req, miss ratio 0.2236, byte miss ratio 0.2236
result/tencentBlock.ns3004.oracleGeneral.zst ARC cache size     5692, 2885296 req, miss ratio 0.1892, byte miss ratio 0.1892
result/tencentBlock.ns3004.oracleGeneral.zst ARC cache size    18974, 2885296 req, miss ratio 0.1510, byte miss ratio 0.1510
result/tencentBlock.ns3004.oracleGeneral.zst ARC cache size    37949, 2885296 req, miss ratio 0.1264, byte miss ratio 0.1264
result/tencentBlock.ns3004.oracleGeneral.zst ARC cache size    75898, 2885296 req, miss ratio 0.1040, byte miss ratio 0.1040
