result/tencentBlock.ns18339.oracleGeneral.zst Cacheus cache size      136, 1899825 req, miss ratio 0.3634, byte miss ratio 0.3634
result/tencentBlock.ns18339.oracleGeneral.zst Cacheus cache size      410, 1899825 req, miss ratio 0.3265, byte miss ratio 0.3265
result/tencentBlock.ns18339.oracleGeneral.zst Cacheus cache size     1368, 1899825 req, miss ratio 0.3195, byte miss ratio 0.3195
result/tencentBlock.ns18339.oracleGeneral.zst Cacheus cache size     4105, 1899825 req, miss ratio 0.3181, byte miss ratio 0.3181
result/tencentBlock.ns18339.oracleGeneral.zst Cacheus cache size    13684, 1899825 req, miss ratio 0.3004, byte miss ratio 0.3004
result/tencentBlock.ns18339.oracleGeneral.zst Cacheus cache size    27368, 1899825 req, miss ratio 0.2596, byte miss ratio 0.2596
result/tencentBlock.ns18339.oracleGeneral.zst Cacheus cache size    54736, 1899825 req, miss ratio 0.2187, byte miss ratio 0.2187
result/tencentBlock.ns18339.oracleGeneral.zst Cacheus cache size   109472, 1899825 req, miss ratio 0.0932, byte miss ratio 0.0932
result/tencentBlock.ns18339.oracleGeneral.zst LRU cache size      136, 1899825 req, miss ratio 0.3807, byte miss ratio 0.3807
result/tencentBlock.ns18339.oracleGeneral.zst LRU cache size      410, 1899825 req, miss ratio 0.3404, byte miss ratio 0.3404
result/tencentBlock.ns18339.oracleGeneral.zst LRU cache size     1368, 1899825 req, miss ratio 0.3225, byte miss ratio 0.3225
result/tencentBlock.ns18339.oracleGeneral.zst LRU cache size     4105, 1899825 req, miss ratio 0.3189, byte miss ratio 0.3189
result/tencentBlock.ns18339.oracleGeneral.zst LRU cache size    13684, 1899825 req, miss ratio 0.3176, byte miss ratio 0.3176
result/tencentBlock.ns18339.oracleGeneral.zst LRU cache size    27368, 1899825 req, miss ratio 0.2739, byte miss ratio 0.2739
result/tencentBlock.ns18339.oracleGeneral.zst LRU cache size    54736, 1899825 req, miss ratio 0.2133, byte miss ratio 0.2133
result/tencentBlock.ns18339.oracleGeneral.zst LRU cache size   109472, 1899825 req, miss ratio 0.0888, byte miss ratio 0.0888
result/tencentBlock.ns18339.oracleGeneral.zst FIFO cache size      136, 1899825 req, miss ratio 0.5149, byte miss ratio 0.5149
result/tencentBlock.ns18339.oracleGeneral.zst FIFO cache size      410, 1899825 req, miss ratio 0.3932, byte miss ratio 0.3932
result/tencentBlock.ns18339.oracleGeneral.zst FIFO cache size     1368, 1899825 req, miss ratio 0.3429, byte miss ratio 0.3429
result/tencentBlock.ns18339.oracleGeneral.zst FIFO cache size     4105, 1899825 req, miss ratio 0.3270, byte miss ratio 0.3270
result/tencentBlock.ns18339.oracleGeneral.zst FIFO cache size    13684, 1899825 req, miss ratio 0.3204, byte miss ratio 0.3204
result/tencentBlock.ns18339.oracleGeneral.zst FIFO cache size    27368, 1899825 req, miss ratio 0.2838, byte miss ratio 0.2838
result/tencentBlock.ns18339.oracleGeneral.zst FIFO cache size    54736, 1899825 req, miss ratio 0.1837, byte miss ratio 0.1837
result/tencentBlock.ns18339.oracleGeneral.zst FIFO cache size   109472, 1899825 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns18339.oracleGeneral.zst S3FIFO-1 cache size      136, 1899825 req, miss ratio 0.3492, byte miss ratio 0.3492
result/tencentBlock.ns18339.oracleGeneral.zst S3FIFO-1 cache size      410, 1899825 req, miss ratio 0.3235, byte miss ratio 0.3235
result/tencentBlock.ns18339.oracleGeneral.zst S3FIFO-1 cache size     1368, 1899825 req, miss ratio 0.3192, byte miss ratio 0.3192
result/tencentBlock.ns18339.oracleGeneral.zst S3FIFO-1 cache size     4105, 1899825 req, miss ratio 0.3183, byte miss ratio 0.3183
result/tencentBlock.ns18339.oracleGeneral.zst S3FIFO-1 cache size    13684, 1899825 req, miss ratio 0.2883, byte miss ratio 0.2883
result/tencentBlock.ns18339.oracleGeneral.zst S3FIFO-1 cache size    27368, 1899825 req, miss ratio 0.2479, byte miss ratio 0.2479
result/tencentBlock.ns18339.oracleGeneral.zst S3FIFO-1 cache size    54736, 1899825 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns18339.oracleGeneral.zst S3FIFO-1 cache size   109472, 1899825 req, miss ratio 0.1008, byte miss ratio 0.1008
result/tencentBlock.ns18339.oracleGeneral.zst clock2 cache size      136, 1899825 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns18339.oracleGeneral.zst clock2 cache size      410, 1899825 req, miss ratio 0.3380, byte miss ratio 0.3380
result/tencentBlock.ns18339.oracleGeneral.zst clock2 cache size     1368, 1899825 req, miss ratio 0.3214, byte miss ratio 0.3214
result/tencentBlock.ns18339.oracleGeneral.zst clock2 cache size     4105, 1899825 req, miss ratio 0.3184, byte miss ratio 0.3184
