result/tencentBlock.ns1923.oracleGeneral.zst LeCaR cache size      313, 3248248 req, miss ratio 0.5161, byte miss ratio 0.5161
result/tencentBlock.ns1923.oracleGeneral.zst LeCaR cache size      940, 3248248 req, miss ratio 0.4081, byte miss ratio 0.4081
result/tencentBlock.ns1923.oracleGeneral.zst LeCaR cache size     3134, 3248248 req, miss ratio 0.2536, byte miss ratio 0.2536
result/tencentBlock.ns1923.oracleGeneral.zst LeCaR cache size     9402, 3248248 req, miss ratio 0.2265, byte miss ratio 0.2265
result/tencentBlock.ns1923.oracleGeneral.zst LeCaR cache size    31342, 3248248 req, miss ratio 0.1554, byte miss ratio 0.1554
result/tencentBlock.ns1923.oracleGeneral.zst LeCaR cache size    62684, 3248248 req, miss ratio 0.1206, byte miss ratio 0.1206
result/tencentBlock.ns1923.oracleGeneral.zst LeCaR cache size   125368, 3248248 req, miss ratio 0.1001, byte miss ratio 0.1001
result/tencentBlock.ns1923.oracleGeneral.zst LeCaR cache size   250737, 3248248 req, miss ratio 0.0968, byte miss ratio 0.0968
result/tencentBlock.ns1923.oracleGeneral.zst S3FIFO-1 cache size      313, 3248248 req, miss ratio 0.5183, byte miss ratio 0.5183
result/tencentBlock.ns1923.oracleGeneral.zst S3FIFO-1 cache size      940, 3248248 req, miss ratio 0.3541, byte miss ratio 0.3541
result/tencentBlock.ns1923.oracleGeneral.zst S3FIFO-1 cache size     3134, 3248248 req, miss ratio 0.2501, byte miss ratio 0.2501
result/tencentBlock.ns1923.oracleGeneral.zst S3FIFO-1 cache size     9402, 3248248 req, miss ratio 0.2178, byte miss ratio 0.2178
result/tencentBlock.ns1923.oracleGeneral.zst S3FIFO-1 cache size    31342, 3248248 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns1923.oracleGeneral.zst S3FIFO-1 cache size    62684, 3248248 req, miss ratio 0.1277, byte miss ratio 0.1277
result/tencentBlock.ns1923.oracleGeneral.zst S3FIFO-1 cache size   125368, 3248248 req, miss ratio 0.1030, byte miss ratio 0.1030
result/tencentBlock.ns1923.oracleGeneral.zst S3FIFO-1 cache size   250737, 3248248 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns1923.oracleGeneral.zst ARC cache size      313, 3248248 req, miss ratio 0.5021, byte miss ratio 0.5021
result/tencentBlock.ns1923.oracleGeneral.zst ARC cache size      940, 3248248 req, miss ratio 0.3709, byte miss ratio 0.3709
result/tencentBlock.ns1923.oracleGeneral.zst ARC cache size     3134, 3248248 req, miss ratio 0.2481, byte miss ratio 0.2481
result/tencentBlock.ns1923.oracleGeneral.zst ARC cache size     9402, 3248248 req, miss ratio 0.2182, byte miss ratio 0.2182
result/tencentBlock.ns1923.oracleGeneral.zst ARC cache size    31342, 3248248 req, miss ratio 0.1584, byte miss ratio 0.1584
result/tencentBlock.ns1923.oracleGeneral.zst ARC cache size    62684, 3248248 req, miss ratio 0.1236, byte miss ratio 0.1236
result/tencentBlock.ns1923.oracleGeneral.zst ARC cache size   125368, 3248248 req, miss ratio 0.1011, byte miss ratio 0.1011
result/tencentBlock.ns1923.oracleGeneral.zst ARC cache size   250737, 3248248 req, miss ratio 0.0970, byte miss ratio 0.0970
result/tencentBlock.ns1923.oracleGeneral.zst Cacheus cache size      313, 3248248 req, miss ratio 0.4994, byte miss ratio 0.4994
result/tencentBlock.ns1923.oracleGeneral.zst Cacheus cache size      940, 3248248 req, miss ratio 0.3740, byte miss ratio 0.3740
result/tencentBlock.ns1923.oracleGeneral.zst Cacheus cache size     3134, 3248248 req, miss ratio 0.2507, byte miss ratio 0.2507
result/tencentBlock.ns1923.oracleGeneral.zst Cacheus cache size     9402, 3248248 req, miss ratio 0.2246, byte miss ratio 0.2246
result/tencentBlock.ns1923.oracleGeneral.zst Cacheus cache size    31342, 3248248 req, miss ratio 0.1587, byte miss ratio 0.1587
