result/tencentBlock.ns8025.oracleGeneral.zst LRU cache size      261, 8778410 req, miss ratio 0.6066, byte miss ratio 0.6066
result/tencentBlock.ns8025.oracleGeneral.zst LRU cache size      784, 8778410 req, miss ratio 0.5341, byte miss ratio 0.5341
result/tencentBlock.ns8025.oracleGeneral.zst LRU cache size     2614, 8778410 req, miss ratio 0.5134, byte miss ratio 0.5134
result/tencentBlock.ns8025.oracleGeneral.zst LRU cache size     7842, 8778410 req, miss ratio 0.4566, byte miss ratio 0.4566
result/tencentBlock.ns8025.oracleGeneral.zst LRU cache size    26142, 8778410 req, miss ratio 0.3115, byte miss ratio 0.3115
result/tencentBlock.ns8025.oracleGeneral.zst LRU cache size    52284, 8778410 req, miss ratio 0.0878, byte miss ratio 0.0878
result/tencentBlock.ns8025.oracleGeneral.zst LRU cache size   104568, 8778410 req, miss ratio 0.0558, byte miss ratio 0.0558
result/tencentBlock.ns8025.oracleGeneral.zst LRU cache size   209137, 8778410 req, miss ratio 0.0302, byte miss ratio 0.0302
result/tencentBlock.ns8025.oracleGeneral.zst Clock cache size      261, 8778410 req, miss ratio 0.5992, byte miss ratio 0.5992
result/tencentBlock.ns8025.oracleGeneral.zst Clock cache size      784, 8778410 req, miss ratio 0.5312, byte miss ratio 0.5312
result/tencentBlock.ns8025.oracleGeneral.zst Clock cache size     2614, 8778410 req, miss ratio 0.5117, byte miss ratio 0.5117
result/tencentBlock.ns8025.oracleGeneral.zst Clock cache size     7842, 8778410 req, miss ratio 0.4547, byte miss ratio 0.4547
result/tencentBlock.ns8025.oracleGeneral.zst Clock cache size    26142, 8778410 req, miss ratio 0.2836, byte miss ratio 0.2836
result/tencentBlock.ns8025.oracleGeneral.zst Clock cache size    52284, 8778410 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns8025.oracleGeneral.zst Clock cache size   104568, 8778410 req, miss ratio 0.0542, byte miss ratio 0.0542
result/tencentBlock.ns8025.oracleGeneral.zst Clock cache size   209137, 8778410 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns8025.oracleGeneral.zst LeCaR cache size      261, 8778410 req, miss ratio 0.5867, byte miss ratio 0.5867
result/tencentBlock.ns8025.oracleGeneral.zst LeCaR cache size      784, 8778410 req, miss ratio 0.5224, byte miss ratio 0.5224
result/tencentBlock.ns8025.oracleGeneral.zst LeCaR cache size     2614, 8778410 req, miss ratio 0.5013, byte miss ratio 0.5013
result/tencentBlock.ns8025.oracleGeneral.zst LeCaR cache size     7842, 8778410 req, miss ratio 0.4392, byte miss ratio 0.4392
result/tencentBlock.ns8025.oracleGeneral.zst LeCaR cache size    26142, 8778410 req, miss ratio 0.2420, byte miss ratio 0.2420
result/tencentBlock.ns8025.oracleGeneral.zst LeCaR cache size    52284, 8778410 req, miss ratio 0.0865, byte miss ratio 0.0865
result/tencentBlock.ns8025.oracleGeneral.zst LeCaR cache size   104568, 8778410 req, miss ratio 0.0540, byte miss ratio 0.0540
result/tencentBlock.ns8025.oracleGeneral.zst LeCaR cache size   209137, 8778410 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns8025.oracleGeneral.zst LHD cache size      261, 8778410 req, miss ratio 0.5912, byte miss ratio 0.5912
result/tencentBlock.ns8025.oracleGeneral.zst LHD cache size      784, 8778410 req, miss ratio 0.5290, byte miss ratio 0.5290
result/tencentBlock.ns8025.oracleGeneral.zst LHD cache size     2614, 8778410 req, miss ratio 0.4948, byte miss ratio 0.4948
result/tencentBlock.ns8025.oracleGeneral.zst LHD cache size     7842, 8778410 req, miss ratio 0.3982, byte miss ratio 0.3982
result/tencentBlock.ns8025.oracleGeneral.zst LHD cache size    26142, 8778410 req, miss ratio 0.1667, byte miss ratio 0.1667
result/tencentBlock.ns8025.oracleGeneral.zst LHD cache size    52284, 8778410 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns8025.oracleGeneral.zst LHD cache size   104568, 8778410 req, miss ratio 0.0543, byte miss ratio 0.0543
result/tencentBlock.ns8025.oracleGeneral.zst LHD cache size   209137, 8778410 req, miss ratio 0.0318, byte miss ratio 0.0318
result/tencentBlock.ns8025.oracleGeneral.zst Cacheus cache size      261, 8778410 req, miss ratio 0.5691, byte miss ratio 0.5691
result/tencentBlock.ns8025.oracleGeneral.zst Cacheus cache size      784, 8778410 req, miss ratio 0.5102, byte miss ratio 0.5102
result/tencentBlock.ns8025.oracleGeneral.zst Cacheus cache size     2614, 8778410 req, miss ratio 0.4905, byte miss ratio 0.4905
result/tencentBlock.ns8025.oracleGeneral.zst Cacheus cache size     7842, 8778410 req, miss ratio 0.3675, byte miss ratio 0.3675
result/tencentBlock.ns8025.oracleGeneral.zst Cacheus cache size    26142, 8778410 req, miss ratio 0.2872, byte miss ratio 0.2872
result/tencentBlock.ns8025.oracleGeneral.zst Cacheus cache size    52284, 8778410 req, miss ratio 0.0851, byte miss ratio 0.0851
result/tencentBlock.ns8025.oracleGeneral.zst Cacheus cache size   104568, 8778410 req, miss ratio 0.0513, byte miss ratio 0.0513
result/tencentBlock.ns8025.oracleGeneral.zst Cacheus cache size   209137, 8778410 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns8025.oracleGeneral.zst S3FIFO-1 cache size      261, 8778410 req, miss ratio 0.5448, byte miss ratio 0.5448
result/tencentBlock.ns8025.oracleGeneral.zst S3FIFO-1 cache size      784, 8778410 req, miss ratio 0.5064, byte miss ratio 0.5064
result/tencentBlock.ns8025.oracleGeneral.zst S3FIFO-1 cache size     2614, 8778410 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns8025.oracleGeneral.zst S3FIFO-1 cache size     7842, 8778410 req, miss ratio 0.3419, byte miss ratio 0.3419
result/tencentBlock.ns8025.oracleGeneral.zst S3FIFO-1 cache size    26142, 8778410 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns8025.oracleGeneral.zst S3FIFO-1 cache size    52284, 8778410 req, miss ratio 0.0845, byte miss ratio 0.0845
result/tencentBlock.ns8025.oracleGeneral.zst S3FIFO-1 cache size   104568, 8778410 req, miss ratio 0.0532, byte miss ratio 0.0532
result/tencentBlock.ns8025.oracleGeneral.zst S3FIFO-1 cache size   209137, 8778410 req, miss ratio 0.0301, byte miss ratio 0.0301
result/tencentBlock.ns8025.oracleGeneral.zst clock2 cache size      261, 8778410 req, miss ratio 0.5941, byte miss ratio 0.5941
result/tencentBlock.ns8025.oracleGeneral.zst clock2 cache size      784, 8778410 req, miss ratio 0.5267, byte miss ratio 0.5267
result/tencentBlock.ns8025.oracleGeneral.zst clock2 cache size     2614, 8778410 req, miss ratio 0.5071, byte miss ratio 0.5071
result/tencentBlock.ns8025.oracleGeneral.zst clock2 cache size     7842, 8778410 req, miss ratio 0.4511, byte miss ratio 0.4511
result/tencentBlock.ns8025.oracleGeneral.zst clock2 cache size    26142, 8778410 req, miss ratio 0.2736, byte miss ratio 0.2736
result/tencentBlock.ns8025.oracleGeneral.zst clock2 cache size    52284, 8778410 req, miss ratio 0.0848, byte miss ratio 0.0848
result/tencentBlock.ns8025.oracleGeneral.zst clock2 cache size   104568, 8778410 req, miss ratio 0.0551, byte miss ratio 0.0551
result/tencentBlock.ns8025.oracleGeneral.zst clock2 cache size   209137, 8778410 req, miss ratio 0.0301, byte miss ratio 0.0301
