result/tencentBlock.ns21411.oracleGeneral.zst ARC cache size      237, 2876683 req, miss ratio 0.2565, byte miss ratio 0.2565
result/tencentBlock.ns21411.oracleGeneral.zst ARC cache size      712, 2876683 req, miss ratio 0.2386, byte miss ratio 0.2386
result/tencentBlock.ns21411.oracleGeneral.zst ARC cache size     2375, 2876683 req, miss ratio 0.2377, byte miss ratio 0.2377
result/tencentBlock.ns21411.oracleGeneral.zst ARC cache size     7126, 2876683 req, miss ratio 0.2294, byte miss ratio 0.2294
result/tencentBlock.ns21411.oracleGeneral.zst ARC cache size    23755, 2876683 req, miss ratio 0.2091, byte miss ratio 0.2091
result/tencentBlock.ns21411.oracleGeneral.zst ARC cache size    47510, 2876683 req, miss ratio 0.1803, byte miss ratio 0.1803
result/tencentBlock.ns21411.oracleGeneral.zst ARC cache size    95020, 2876683 req, miss ratio 0.1366, byte miss ratio 0.1366
result/tencentBlock.ns21411.oracleGeneral.zst ARC cache size   190040, 2876683 req, miss ratio 0.0862, byte miss ratio 0.0862
result/tencentBlock.ns21411.oracleGeneral.zst Cacheus cache size      237, 2876683 req, miss ratio 0.2545, byte miss ratio 0.2545
result/tencentBlock.ns21411.oracleGeneral.zst Cacheus cache size      712, 2876683 req, miss ratio 0.2390, byte miss ratio 0.2390
result/tencentBlock.ns21411.oracleGeneral.zst Cacheus cache size     2375, 2876683 req, miss ratio 0.2376, byte miss ratio 0.2376
result/tencentBlock.ns21411.oracleGeneral.zst Cacheus cache size     7126, 2876683 req, miss ratio 0.2350, byte miss ratio 0.2350
result/tencentBlock.ns21411.oracleGeneral.zst Cacheus cache size    23755, 2876683 req, miss ratio 0.2100, byte miss ratio 0.2100
result/tencentBlock.ns21411.oracleGeneral.zst Cacheus cache size    47510, 2876683 req, miss ratio 0.1885, byte miss ratio 0.1885
result/tencentBlock.ns21411.oracleGeneral.zst Cacheus cache size    95020, 2876683 req, miss ratio 0.1327, byte miss ratio 0.1327
result/tencentBlock.ns21411.oracleGeneral.zst Cacheus cache size   190040, 2876683 req, miss ratio 0.0856, byte miss ratio 0.0856
result/tencentBlock.ns21411.oracleGeneral.zst LHD cache size      237, 2876683 req, miss ratio 0.2675, byte miss ratio 0.2675
result/tencentBlock.ns21411.oracleGeneral.zst LHD cache size      712, 2876683 req, miss ratio 0.2408, byte miss ratio 0.2408
result/tencentBlock.ns21411.oracleGeneral.zst LHD cache size     2375, 2876683 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns21411.oracleGeneral.zst LHD cache size     7126, 2876683 req, miss ratio 0.2306, byte miss ratio 0.2306
result/tencentBlock.ns21411.oracleGeneral.zst LHD cache size    23755, 2876683 req, miss ratio 0.1993, byte miss ratio 0.1993
result/tencentBlock.ns21411.oracleGeneral.zst LHD cache size    47510, 2876683 req, miss ratio 0.1644, byte miss ratio 0.1644
result/tencentBlock.ns21411.oracleGeneral.zst LHD cache size    95020, 2876683 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns21411.oracleGeneral.zst LHD cache size   190040, 2876683 req, miss ratio 0.0855, byte miss ratio 0.0855
result/tencentBlock.ns21411.oracleGeneral.zst S3FIFO-1 cache size      237, 2876683 req, miss ratio 0.2538, byte miss ratio 0.2538
result/tencentBlock.ns21411.oracleGeneral.zst S3FIFO-1 cache size      712, 2876683 req, miss ratio 0.2384, byte miss ratio 0.2384
result/tencentBlock.ns21411.oracleGeneral.zst S3FIFO-1 cache size     2375, 2876683 req, miss ratio 0.2376, byte miss ratio 0.2376
result/tencentBlock.ns21411.oracleGeneral.zst S3FIFO-1 cache size     7126, 2876683 req, miss ratio 0.2342, byte miss ratio 0.2342
