result/tencentBlock.ns25630.oracleGeneral.zst Clock cache size      192, 3144355 req, miss ratio 0.7246, byte miss ratio 0.7246
result/tencentBlock.ns25630.oracleGeneral.zst Clock cache size      578, 3144355 req, miss ratio 0.7094, byte miss ratio 0.7094
result/tencentBlock.ns25630.oracleGeneral.zst Clock cache size     1928, 3144355 req, miss ratio 0.6958, byte miss ratio 0.6958
result/tencentBlock.ns25630.oracleGeneral.zst Clock cache size     5786, 3144355 req, miss ratio 0.6793, byte miss ratio 0.6793
result/tencentBlock.ns25630.oracleGeneral.zst Clock cache size    19287, 3144355 req, miss ratio 0.4192, byte miss ratio 0.4192
result/tencentBlock.ns25630.oracleGeneral.zst Clock cache size    38574, 3144355 req, miss ratio 0.0914, byte miss ratio 0.0914
result/tencentBlock.ns25630.oracleGeneral.zst Clock cache size    77148, 3144355 req, miss ratio 0.0683, byte miss ratio 0.0683
result/tencentBlock.ns25630.oracleGeneral.zst Clock cache size   154296, 3144355 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns25630.oracleGeneral.zst clock2 cache size      192, 3144355 req, miss ratio 0.7224, byte miss ratio 0.7224
result/tencentBlock.ns25630.oracleGeneral.zst clock2 cache size      578, 3144355 req, miss ratio 0.7081, byte miss ratio 0.7081
result/tencentBlock.ns25630.oracleGeneral.zst clock2 cache size     1928, 3144355 req, miss ratio 0.6947, byte miss ratio 0.6947
result/tencentBlock.ns25630.oracleGeneral.zst clock2 cache size     5786, 3144355 req, miss ratio 0.6778, byte miss ratio 0.6778
result/tencentBlock.ns25630.oracleGeneral.zst clock2 cache size    19287, 3144355 req, miss ratio 0.3869, byte miss ratio 0.3869
result/tencentBlock.ns25630.oracleGeneral.zst clock2 cache size    38574, 3144355 req, miss ratio 0.0917, byte miss ratio 0.0917
result/tencentBlock.ns25630.oracleGeneral.zst clock2 cache size    77148, 3144355 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns25630.oracleGeneral.zst clock2 cache size   154296, 3144355 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns25630.oracleGeneral.zst LRU cache size      192, 3144355 req, miss ratio 0.7260, byte miss ratio 0.7260
result/tencentBlock.ns25630.oracleGeneral.zst LRU cache size      578, 3144355 req, miss ratio 0.7100, byte miss ratio 0.7100
result/tencentBlock.ns25630.oracleGeneral.zst LRU cache size     1928, 3144355 req, miss ratio 0.6965, byte miss ratio 0.6965
result/tencentBlock.ns25630.oracleGeneral.zst LRU cache size     5786, 3144355 req, miss ratio 0.6804, byte miss ratio 0.6804
result/tencentBlock.ns25630.oracleGeneral.zst LRU cache size    19287, 3144355 req, miss ratio 0.5181, byte miss ratio 0.5181
result/tencentBlock.ns25630.oracleGeneral.zst LRU cache size    38574, 3144355 req, miss ratio 0.0925, byte miss ratio 0.0925
result/tencentBlock.ns25630.oracleGeneral.zst LRU cache size    77148, 3144355 req, miss ratio 0.0671, byte miss ratio 0.0671
result/tencentBlock.ns25630.oracleGeneral.zst LRU cache size   154296, 3144355 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns25630.oracleGeneral.zst ARC cache size      192, 3144355 req, miss ratio 0.7123, byte miss ratio 0.7123
result/tencentBlock.ns25630.oracleGeneral.zst ARC cache size      578, 3144355 req, miss ratio 0.6971, byte miss ratio 0.6971
result/tencentBlock.ns25630.oracleGeneral.zst ARC cache size     1928, 3144355 req, miss ratio 0.6695, byte miss ratio 0.6695
result/tencentBlock.ns25630.oracleGeneral.zst ARC cache size     5786, 3144355 req, miss ratio 0.5973, byte miss ratio 0.5973
result/tencentBlock.ns25630.oracleGeneral.zst ARC cache size    19287, 3144355 req, miss ratio 0.4506, byte miss ratio 0.4506
result/tencentBlock.ns25630.oracleGeneral.zst ARC cache size    38574, 3144355 req, miss ratio 0.0921, byte miss ratio 0.0921
result/tencentBlock.ns25630.oracleGeneral.zst ARC cache size    77148, 3144355 req, miss ratio 0.0688, byte miss ratio 0.0688
result/tencentBlock.ns25630.oracleGeneral.zst ARC cache size   154296, 3144355 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns25630.oracleGeneral.zst LeCaR cache size      192, 3144355 req, miss ratio 0.7223, byte miss ratio 0.7223
result/tencentBlock.ns25630.oracleGeneral.zst LeCaR cache size      578, 3144355 req, miss ratio 0.7078, byte miss ratio 0.7078
result/tencentBlock.ns25630.oracleGeneral.zst LeCaR cache size     1928, 3144355 req, miss ratio 0.6904, byte miss ratio 0.6904
result/tencentBlock.ns25630.oracleGeneral.zst LeCaR cache size     5786, 3144355 req, miss ratio 0.6779, byte miss ratio 0.6779
result/tencentBlock.ns25630.oracleGeneral.zst LeCaR cache size    19287, 3144355 req, miss ratio 0.3938, byte miss ratio 0.3938
result/tencentBlock.ns25630.oracleGeneral.zst LeCaR cache size    38574, 3144355 req, miss ratio 0.0926, byte miss ratio 0.0926
result/tencentBlock.ns25630.oracleGeneral.zst LeCaR cache size    77148, 3144355 req, miss ratio 0.0668, byte miss ratio 0.0668
result/tencentBlock.ns25630.oracleGeneral.zst LeCaR cache size   154296, 3144355 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns25630.oracleGeneral.zst LHD cache size      192, 3144355 req, miss ratio 0.7232, byte miss ratio 0.7232
result/tencentBlock.ns25630.oracleGeneral.zst LHD cache size      578, 3144355 req, miss ratio 0.7078, byte miss ratio 0.7078
result/tencentBlock.ns25630.oracleGeneral.zst LHD cache size     1928, 3144355 req, miss ratio 0.6901, byte miss ratio 0.6901
result/tencentBlock.ns25630.oracleGeneral.zst LHD cache size     5786, 3144355 req, miss ratio 0.6003, byte miss ratio 0.6003
result/tencentBlock.ns25630.oracleGeneral.zst LHD cache size    19287, 3144355 req, miss ratio 0.2493, byte miss ratio 0.2493
result/tencentBlock.ns25630.oracleGeneral.zst LHD cache size    38574, 3144355 req, miss ratio 0.0947, byte miss ratio 0.0947
result/tencentBlock.ns25630.oracleGeneral.zst LHD cache size    77148, 3144355 req, miss ratio 0.0689, byte miss ratio 0.0689
result/tencentBlock.ns25630.oracleGeneral.zst LHD cache size   154296, 3144355 req, miss ratio 0.0619, byte miss ratio 0.0619
result/tencentBlock.ns25630.oracleGeneral.zst FIFO cache size      192, 3144355 req, miss ratio 0.7416, byte miss ratio 0.7416
result/tencentBlock.ns25630.oracleGeneral.zst FIFO cache size      578, 3144355 req, miss ratio 0.7176, byte miss ratio 0.7176
result/tencentBlock.ns25630.oracleGeneral.zst FIFO cache size     1928, 3144355 req, miss ratio 0.7003, byte miss ratio 0.7003
result/tencentBlock.ns25630.oracleGeneral.zst FIFO cache size     5786, 3144355 req, miss ratio 0.6835, byte miss ratio 0.6835
result/tencentBlock.ns25630.oracleGeneral.zst FIFO cache size    19287, 3144355 req, miss ratio 0.5212, byte miss ratio 0.5212
result/tencentBlock.ns25630.oracleGeneral.zst FIFO cache size    38574, 3144355 req, miss ratio 0.1347, byte miss ratio 0.1347
result/tencentBlock.ns25630.oracleGeneral.zst FIFO cache size    77148, 3144355 req, miss ratio 0.0812, byte miss ratio 0.0812
result/tencentBlock.ns25630.oracleGeneral.zst FIFO cache size   154296, 3144355 req, miss ratio 0.0663, byte miss ratio 0.0663
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-1 cache size      192, 3144355 req, miss ratio 0.7115, byte miss ratio 0.7115
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-1 cache size      578, 3144355 req, miss ratio 0.6962, byte miss ratio 0.6962
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-1 cache size     1928, 3144355 req, miss ratio 0.6717, byte miss ratio 0.6717
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-1 cache size     5786, 3144355 req, miss ratio 0.5531, byte miss ratio 0.5531
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-1 cache size    19287, 3144355 req, miss ratio 0.3046, byte miss ratio 0.3046
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-1 cache size    38574, 3144355 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-1 cache size    77148, 3144355 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-1 cache size   154296, 3144355 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns25630.oracleGeneral.zst LIRS cache size      192, 3144355 req, miss ratio 0.7176, byte miss ratio 0.7176
result/tencentBlock.ns25630.oracleGeneral.zst LIRS cache size      578, 3144355 req, miss ratio 0.7016, byte miss ratio 0.7016
result/tencentBlock.ns25630.oracleGeneral.zst LIRS cache size     1928, 3144355 req, miss ratio 0.6703, byte miss ratio 0.6703
result/tencentBlock.ns25630.oracleGeneral.zst LIRS cache size     5786, 3144355 req, miss ratio 0.5067, byte miss ratio 0.5067
result/tencentBlock.ns25630.oracleGeneral.zst LIRS cache size    19287, 3144355 req, miss ratio 0.1887, byte miss ratio 0.1887
result/tencentBlock.ns25630.oracleGeneral.zst LIRS cache size    38574, 3144355 req, miss ratio 0.1003, byte miss ratio 0.1003
result/tencentBlock.ns25630.oracleGeneral.zst LIRS cache size    77148, 3144355 req, miss ratio 0.0798, byte miss ratio 0.0798
result/tencentBlock.ns25630.oracleGeneral.zst LIRS cache size   154296, 3144355 req, miss ratio 0.0636, byte miss ratio 0.0636
result/tencentBlock.ns25630.oracleGeneral.zst Cacheus cache size      192, 3144355 req, miss ratio 0.7144, byte miss ratio 0.7144
result/tencentBlock.ns25630.oracleGeneral.zst Cacheus cache size      578, 3144355 req, miss ratio 0.6991, byte miss ratio 0.6991
result/tencentBlock.ns25630.oracleGeneral.zst Cacheus cache size     1928, 3144355 req, miss ratio 0.6816, byte miss ratio 0.6816
result/tencentBlock.ns25630.oracleGeneral.zst Cacheus cache size     5786, 3144355 req, miss ratio 0.5377, byte miss ratio 0.5377
result/tencentBlock.ns25630.oracleGeneral.zst Cacheus cache size    19287, 3144355 req, miss ratio 0.5251, byte miss ratio 0.5251
result/tencentBlock.ns25630.oracleGeneral.zst Cacheus cache size    38574, 3144355 req, miss ratio 0.0940, byte miss ratio 0.0940
result/tencentBlock.ns25630.oracleGeneral.zst Cacheus cache size    77148, 3144355 req, miss ratio 0.0711, byte miss ratio 0.0711
result/tencentBlock.ns25630.oracleGeneral.zst Cacheus cache size   154296, 3144355 req, miss ratio 0.0619, byte miss ratio 0.0619
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-d-1 cache size      192, 3144355 req, miss ratio 0.7109, byte miss ratio 0.7109
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-d-1 cache size      578, 3144355 req, miss ratio 0.6959, byte miss ratio 0.6959
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-d-1 cache size     1928, 3144355 req, miss ratio 0.6718, byte miss ratio 0.6718
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-d-1 cache size     5786, 3144355 req, miss ratio 0.5397, byte miss ratio 0.5397
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-d-1 cache size    19287, 3144355 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-d-1 cache size    38574, 3144355 req, miss ratio 0.0903, byte miss ratio 0.0903
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-d-1 cache size    77148, 3144355 req, miss ratio 0.0693, byte miss ratio 0.0693
result/tencentBlock.ns25630.oracleGeneral.zst S3FIFO-d-1 cache size   154296, 3144355 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns25630.oracleGeneral.zst LRB cache size      192, 3144355 req, miss ratio 0.7231, byte miss ratio 0.7231
result/tencentBlock.ns25630.oracleGeneral.zst LRB cache size      578, 3144355 req, miss ratio 0.6995, byte miss ratio 0.6995
result/tencentBlock.ns25630.oracleGeneral.zst LRB cache size     1928, 3144355 req, miss ratio 0.6517, byte miss ratio 0.6517
result/tencentBlock.ns25630.oracleGeneral.zst LRB cache size     5786, 3144355 req, miss ratio 0.5051, byte miss ratio 0.5051
result/tencentBlock.ns25630.oracleGeneral.zst LRB cache size    19287, 3144355 req, miss ratio 0.1893, byte miss ratio 0.1893
result/tencentBlock.ns25630.oracleGeneral.zst LRB cache size    38574, 3144355 req, miss ratio 0.0967, byte miss ratio 0.0967
result/tencentBlock.ns25630.oracleGeneral.zst LRB cache size    77148, 3144355 req, miss ratio 0.0725, byte miss ratio 0.0725
result/tencentBlock.ns25630.oracleGeneral.zst LRB cache size   154296, 3144355 req, miss ratio 0.0633, byte miss ratio 0.0633
result/tencentBlock.ns25630.oracleGeneral.zst B-LRU cache size      192, 3144355 req, miss ratio 0.7321, byte miss ratio 0.7321
result/tencentBlock.ns25630.oracleGeneral.zst B-LRU cache size      578, 3144355 req, miss ratio 0.7174, byte miss ratio 0.7174
result/tencentBlock.ns25630.oracleGeneral.zst B-LRU cache size     1928, 3144355 req, miss ratio 0.7055, byte miss ratio 0.7055
result/tencentBlock.ns25630.oracleGeneral.zst B-LRU cache size     5786, 3144355 req, miss ratio 0.6902, byte miss ratio 0.6902
result/tencentBlock.ns25630.oracleGeneral.zst B-LRU cache size    19287, 3144355 req, miss ratio 0.5400, byte miss ratio 0.5400
result/tencentBlock.ns25630.oracleGeneral.zst B-LRU cache size    38574, 3144355 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns25630.oracleGeneral.zst B-LRU cache size    77148, 3144355 req, miss ratio 0.1020, byte miss ratio 0.1020
result/tencentBlock.ns25630.oracleGeneral.zst B-LRU cache size   154296, 3144355 req, miss ratio 0.1015, byte miss ratio 0.1015
result/tencentBlock.ns25630.oracleGeneral.zst S4LRU(25:25:25:25) cache size      192, 3144355 req, miss ratio 0.7146, byte miss ratio 0.7146
result/tencentBlock.ns25630.oracleGeneral.zst S4LRU(25:25:25:25) cache size      578, 3144355 req, miss ratio 0.6994, byte miss ratio 0.6994
result/tencentBlock.ns25630.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1928, 3144355 req, miss ratio 0.6803, byte miss ratio 0.6803
result/tencentBlock.ns25630.oracleGeneral.zst S4LRU(25:25:25:25) cache size     5786, 3144355 req, miss ratio 0.6438, byte miss ratio 0.6438
result/tencentBlock.ns25630.oracleGeneral.zst S4LRU(25:25:25:25) cache size    19287, 3144355 req, miss ratio 0.3367, byte miss ratio 0.3367
result/tencentBlock.ns25630.oracleGeneral.zst S4LRU(25:25:25:25) cache size    38574, 3144355 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns25630.oracleGeneral.zst S4LRU(25:25:25:25) cache size    77148, 3144355 req, miss ratio 0.0707, byte miss ratio 0.0707
result/tencentBlock.ns25630.oracleGeneral.zst S4LRU(25:25:25:25) cache size   154296, 3144355 req, miss ratio 0.0616, byte miss ratio 0.0616
result/tencentBlock.ns25630.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      192, 3144355 req, miss ratio 0.7268, byte miss ratio 0.7268
result/tencentBlock.ns25630.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      578, 3144355 req, miss ratio 0.7077, byte miss ratio 0.7077
result/tencentBlock.ns25630.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1928, 3144355 req, miss ratio 0.6889, byte miss ratio 0.6889
result/tencentBlock.ns25630.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     5786, 3144355 req, miss ratio 0.6262, byte miss ratio 0.6262
result/tencentBlock.ns25630.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    19287, 3144355 req, miss ratio 0.3324, byte miss ratio 0.3324
result/tencentBlock.ns25630.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    38574, 3144355 req, miss ratio 0.1373, byte miss ratio 0.1373
result/tencentBlock.ns25630.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    77148, 3144355 req, miss ratio 0.0837, byte miss ratio 0.0837
result/tencentBlock.ns25630.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   154296, 3144355 req, miss ratio 0.0642, byte miss ratio 0.0642
result/tencentBlock.ns25630.oracleGeneral.zst TwoQ cache size      192, 3144355 req, miss ratio 0.7120, byte miss ratio 0.7120
