result/tencentBlock.ns5806.oracleGeneral.zst LIRS cache size      650, 2158572 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns5806.oracleGeneral.zst LIRS cache size     1952, 2158572 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns5806.oracleGeneral.zst LIRS cache size     6508, 2158572 req, miss ratio 0.3505, byte miss ratio 0.3505
result/tencentBlock.ns5806.oracleGeneral.zst LIRS cache size    19524, 2158572 req, miss ratio 0.3477, byte miss ratio 0.3477
result/tencentBlock.ns5806.oracleGeneral.zst LIRS cache size    65081, 2158572 req, miss ratio 0.3261, byte miss ratio 0.3261
result/tencentBlock.ns5806.oracleGeneral.zst LIRS cache size   130162, 2158572 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns5806.oracleGeneral.zst LIRS cache size   260325, 2158572 req, miss ratio 0.3072, byte miss ratio 0.3072
result/tencentBlock.ns5806.oracleGeneral.zst LIRS cache size   520650, 2158572 req, miss ratio 0.3018, byte miss ratio 0.3018
result/tencentBlock.ns5806.oracleGeneral.zst FIFO cache size      650, 2158572 req, miss ratio 0.3871, byte miss ratio 0.3871
result/tencentBlock.ns5806.oracleGeneral.zst FIFO cache size     1952, 2158572 req, miss ratio 0.3696, byte miss ratio 0.3696
result/tencentBlock.ns5806.oracleGeneral.zst FIFO cache size     6508, 2158572 req, miss ratio 0.3482, byte miss ratio 0.3482
result/tencentBlock.ns5806.oracleGeneral.zst FIFO cache size    19524, 2158572 req, miss ratio 0.3393, byte miss ratio 0.3393
result/tencentBlock.ns5806.oracleGeneral.zst FIFO cache size    65081, 2158572 req, miss ratio 0.3273, byte miss ratio 0.3273
result/tencentBlock.ns5806.oracleGeneral.zst FIFO cache size   130162, 2158572 req, miss ratio 0.3176, byte miss ratio 0.3176
result/tencentBlock.ns5806.oracleGeneral.zst FIFO cache size   260325, 2158572 req, miss ratio 0.3098, byte miss ratio 0.3098
result/tencentBlock.ns5806.oracleGeneral.zst FIFO cache size   520650, 2158572 req, miss ratio 0.3045, byte miss ratio 0.3045
result/tencentBlock.ns5806.oracleGeneral.zst clock2 cache size      650, 2158572 req, miss ratio 0.3717, byte miss ratio 0.3717
