result/tencentBlock.ns23692.oracleGeneral.zst LeCaR cache size      835, 6551520 req, miss ratio 0.5772, byte miss ratio 0.5772
result/tencentBlock.ns23692.oracleGeneral.zst LeCaR cache size     2505, 6551520 req, miss ratio 0.4655, byte miss ratio 0.4655
result/tencentBlock.ns23692.oracleGeneral.zst LeCaR cache size     8352, 6551520 req, miss ratio 0.4056, byte miss ratio 0.4056
result/tencentBlock.ns23692.oracleGeneral.zst LeCaR cache size    25058, 6551520 req, miss ratio 0.3573, byte miss ratio 0.3573
result/tencentBlock.ns23692.oracleGeneral.zst LeCaR cache size    83527, 6551520 req, miss ratio 0.2653, byte miss ratio 0.2653
result/tencentBlock.ns23692.oracleGeneral.zst LeCaR cache size   167055, 6551520 req, miss ratio 0.1904, byte miss ratio 0.1904
result/tencentBlock.ns23692.oracleGeneral.zst LeCaR cache size   334110, 6551520 req, miss ratio 0.1373, byte miss ratio 0.1373
result/tencentBlock.ns23692.oracleGeneral.zst LeCaR cache size   668221, 6551520 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns23692.oracleGeneral.zst Clock cache size      835, 6551520 req, miss ratio 0.5769, byte miss ratio 0.5769
result/tencentBlock.ns23692.oracleGeneral.zst Clock cache size     2505, 6551520 req, miss ratio 0.4794, byte miss ratio 0.4794
result/tencentBlock.ns23692.oracleGeneral.zst Clock cache size     8352, 6551520 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns23692.oracleGeneral.zst Clock cache size    25058, 6551520 req, miss ratio 0.3634, byte miss ratio 0.3634
result/tencentBlock.ns23692.oracleGeneral.zst Clock cache size    83527, 6551520 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns23692.oracleGeneral.zst Clock cache size   167055, 6551520 req, miss ratio 0.2034, byte miss ratio 0.2034
result/tencentBlock.ns23692.oracleGeneral.zst Clock cache size   334110, 6551520 req, miss ratio 0.1444, byte miss ratio 0.1444
result/tencentBlock.ns23692.oracleGeneral.zst Clock cache size   668221, 6551520 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns23692.oracleGeneral.zst LIRS cache size      835, 6551520 req, miss ratio 0.5676, byte miss ratio 0.5676
result/tencentBlock.ns23692.oracleGeneral.zst LIRS cache size     2505, 6551520 req, miss ratio 0.4489, byte miss ratio 0.4489
result/tencentBlock.ns23692.oracleGeneral.zst LIRS cache size     8352, 6551520 req, miss ratio 0.4073, byte miss ratio 0.4073
result/tencentBlock.ns23692.oracleGeneral.zst LIRS cache size    25058, 6551520 req, miss ratio 0.3464, byte miss ratio 0.3464
result/tencentBlock.ns23692.oracleGeneral.zst LIRS cache size    83527, 6551520 req, miss ratio 0.2809, byte miss ratio 0.2809
result/tencentBlock.ns23692.oracleGeneral.zst LIRS cache size   167055, 6551520 req, miss ratio 0.2008, byte miss ratio 0.2008
result/tencentBlock.ns23692.oracleGeneral.zst LIRS cache size   334110, 6551520 req, miss ratio 0.1526, byte miss ratio 0.1526
result/tencentBlock.ns23692.oracleGeneral.zst LIRS cache size   668221, 6551520 req, miss ratio 0.1313, byte miss ratio 0.1313
result/tencentBlock.ns23692.oracleGeneral.zst ARC cache size      835, 6551520 req, miss ratio 0.5496, byte miss ratio 0.5496
result/tencentBlock.ns23692.oracleGeneral.zst ARC cache size     2505, 6551520 req, miss ratio 0.4273, byte miss ratio 0.4273
result/tencentBlock.ns23692.oracleGeneral.zst ARC cache size     8352, 6551520 req, miss ratio 0.3976, byte miss ratio 0.3976
result/tencentBlock.ns23692.oracleGeneral.zst ARC cache size    25058, 6551520 req, miss ratio 0.3465, byte miss ratio 0.3465
result/tencentBlock.ns23692.oracleGeneral.zst ARC cache size    83527, 6551520 req, miss ratio 0.2702, byte miss ratio 0.2702
result/tencentBlock.ns23692.oracleGeneral.zst ARC cache size   167055, 6551520 req, miss ratio 0.1948, byte miss ratio 0.1948
result/tencentBlock.ns23692.oracleGeneral.zst ARC cache size   334110, 6551520 req, miss ratio 0.1388, byte miss ratio 0.1388
result/tencentBlock.ns23692.oracleGeneral.zst ARC cache size   668221, 6551520 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns23692.oracleGeneral.zst clock2 cache size      835, 6551520 req, miss ratio 0.5761, byte miss ratio 0.5761
result/tencentBlock.ns23692.oracleGeneral.zst clock2 cache size     2505, 6551520 req, miss ratio 0.4691, byte miss ratio 0.4691
result/tencentBlock.ns23692.oracleGeneral.zst clock2 cache size     8352, 6551520 req, miss ratio 0.4048, byte miss ratio 0.4048
result/tencentBlock.ns23692.oracleGeneral.zst clock2 cache size    25058, 6551520 req, miss ratio 0.3647, byte miss ratio 0.3647
result/tencentBlock.ns23692.oracleGeneral.zst clock2 cache size    83527, 6551520 req, miss ratio 0.2779, byte miss ratio 0.2779
result/tencentBlock.ns23692.oracleGeneral.zst clock2 cache size   167055, 6551520 req, miss ratio 0.2095, byte miss ratio 0.2095
result/tencentBlock.ns23692.oracleGeneral.zst clock2 cache size   334110, 6551520 req, miss ratio 0.1425, byte miss ratio 0.1425
result/tencentBlock.ns23692.oracleGeneral.zst clock2 cache size   668221, 6551520 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns23692.oracleGeneral.zst LRU cache size      835, 6551520 req, miss ratio 0.5793, byte miss ratio 0.5793
result/tencentBlock.ns23692.oracleGeneral.zst LRU cache size     2505, 6551520 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns23692.oracleGeneral.zst LRU cache size     8352, 6551520 req, miss ratio 0.4088, byte miss ratio 0.4088
result/tencentBlock.ns23692.oracleGeneral.zst LRU cache size    25058, 6551520 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns23692.oracleGeneral.zst LRU cache size    83527, 6551520 req, miss ratio 0.2650, byte miss ratio 0.2650
result/tencentBlock.ns23692.oracleGeneral.zst LRU cache size   167055, 6551520 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns23692.oracleGeneral.zst LRU cache size   334110, 6551520 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns23692.oracleGeneral.zst LRU cache size   668221, 6551520 req, miss ratio 0.1283, byte miss ratio 0.1283
result/tencentBlock.ns23692.oracleGeneral.zst Cacheus cache size      835, 6551520 req, miss ratio 0.5534, byte miss ratio 0.5534
result/tencentBlock.ns23692.oracleGeneral.zst Cacheus cache size     2505, 6551520 req, miss ratio 0.4415, byte miss ratio 0.4415
result/tencentBlock.ns23692.oracleGeneral.zst Cacheus cache size     8352, 6551520 req, miss ratio 0.3973, byte miss ratio 0.3973
result/tencentBlock.ns23692.oracleGeneral.zst Cacheus cache size    25058, 6551520 req, miss ratio 0.3476, byte miss ratio 0.3476
result/tencentBlock.ns23692.oracleGeneral.zst Cacheus cache size    83527, 6551520 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns23692.oracleGeneral.zst Cacheus cache size   167055, 6551520 req, miss ratio 0.1857, byte miss ratio 0.1857
result/tencentBlock.ns23692.oracleGeneral.zst Cacheus cache size   334110, 6551520 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns23692.oracleGeneral.zst Cacheus cache size   668221, 6551520 req, miss ratio 0.1284, byte miss ratio 0.1284
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-1 cache size      835, 6551520 req, miss ratio 0.5497, byte miss ratio 0.5497
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-1 cache size     2505, 6551520 req, miss ratio 0.4217, byte miss ratio 0.4217
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-1 cache size     8352, 6551520 req, miss ratio 0.3970, byte miss ratio 0.3970
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-1 cache size    25058, 6551520 req, miss ratio 0.3434, byte miss ratio 0.3434
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-1 cache size    83527, 6551520 req, miss ratio 0.2791, byte miss ratio 0.2791
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-1 cache size   167055, 6551520 req, miss ratio 0.1881, byte miss ratio 0.1881
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-1 cache size   334110, 6551520 req, miss ratio 0.1438, byte miss ratio 0.1438
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-1 cache size   668221, 6551520 req, miss ratio 0.1285, byte miss ratio 0.1285
result/tencentBlock.ns23692.oracleGeneral.zst FIFO cache size      835, 6551520 req, miss ratio 0.6479, byte miss ratio 0.6479
result/tencentBlock.ns23692.oracleGeneral.zst FIFO cache size     2505, 6551520 req, miss ratio 0.5324, byte miss ratio 0.5324
result/tencentBlock.ns23692.oracleGeneral.zst FIFO cache size     8352, 6551520 req, miss ratio 0.4458, byte miss ratio 0.4458
result/tencentBlock.ns23692.oracleGeneral.zst FIFO cache size    25058, 6551520 req, miss ratio 0.3793, byte miss ratio 0.3793
result/tencentBlock.ns23692.oracleGeneral.zst FIFO cache size    83527, 6551520 req, miss ratio 0.2759, byte miss ratio 0.2759
result/tencentBlock.ns23692.oracleGeneral.zst FIFO cache size   167055, 6551520 req, miss ratio 0.2129, byte miss ratio 0.2129
result/tencentBlock.ns23692.oracleGeneral.zst FIFO cache size   334110, 6551520 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns23692.oracleGeneral.zst FIFO cache size   668221, 6551520 req, miss ratio 0.1374, byte miss ratio 0.1374
result/tencentBlock.ns23692.oracleGeneral.zst LHD cache size      835, 6551520 req, miss ratio 0.5754, byte miss ratio 0.5754
result/tencentBlock.ns23692.oracleGeneral.zst LHD cache size     2505, 6551520 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns23692.oracleGeneral.zst LHD cache size     8352, 6551520 req, miss ratio 0.4005, byte miss ratio 0.4005
result/tencentBlock.ns23692.oracleGeneral.zst LHD cache size    25058, 6551520 req, miss ratio 0.3458, byte miss ratio 0.3458
result/tencentBlock.ns23692.oracleGeneral.zst LHD cache size    83527, 6551520 req, miss ratio 0.2620, byte miss ratio 0.2620
result/tencentBlock.ns23692.oracleGeneral.zst LHD cache size   167055, 6551520 req, miss ratio 0.1751, byte miss ratio 0.1751
result/tencentBlock.ns23692.oracleGeneral.zst LHD cache size   334110, 6551520 req, miss ratio 0.1371, byte miss ratio 0.1371
result/tencentBlock.ns23692.oracleGeneral.zst LHD cache size   668221, 6551520 req, miss ratio 0.1281, byte miss ratio 0.1281
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-d-1 cache size      835, 6551520 req, miss ratio 0.5469, byte miss ratio 0.5469
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-d-1 cache size     2505, 6551520 req, miss ratio 0.4208, byte miss ratio 0.4208
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-d-1 cache size     8352, 6551520 req, miss ratio 0.3966, byte miss ratio 0.3966
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-d-1 cache size    25058, 6551520 req, miss ratio 0.3422, byte miss ratio 0.3422
result/tencentBlock.ns23692.oracleGeneral.zst S3FIFO-d-1 cache size    83527, 6551520 req, miss ratio 0.2724, byte miss ratio 0.2724
