result/tencentBlock.ns11426.oracleGeneral.zst S3FIFO-1 cache size      105, 7188999 req, miss ratio 0.7861, byte miss ratio 0.7861
result/tencentBlock.ns11426.oracleGeneral.zst S3FIFO-1 cache size      315, 7188999 req, miss ratio 0.6611, byte miss ratio 0.6611
result/tencentBlock.ns11426.oracleGeneral.zst S3FIFO-1 cache size     1050, 7188999 req, miss ratio 0.6279, byte miss ratio 0.6279
result/tencentBlock.ns11426.oracleGeneral.zst S3FIFO-1 cache size     3150, 7188999 req, miss ratio 0.6017, byte miss ratio 0.6017
result/tencentBlock.ns11426.oracleGeneral.zst S3FIFO-1 cache size    10502, 7188999 req, miss ratio 0.3391, byte miss ratio 0.3391
result/tencentBlock.ns11426.oracleGeneral.zst S3FIFO-1 cache size    21005, 7188999 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns11426.oracleGeneral.zst S3FIFO-1 cache size    42011, 7188999 req, miss ratio 0.0308, byte miss ratio 0.0308
result/tencentBlock.ns11426.oracleGeneral.zst S3FIFO-1 cache size    84022, 7188999 req, miss ratio 0.0155, byte miss ratio 0.0155
result/tencentBlock.ns11426.oracleGeneral.zst LIRS cache size      105, 7188999 req, miss ratio 0.7718, byte miss ratio 0.7718
result/tencentBlock.ns11426.oracleGeneral.zst LIRS cache size      315, 7188999 req, miss ratio 0.6586, byte miss ratio 0.6586
result/tencentBlock.ns11426.oracleGeneral.zst LIRS cache size     1050, 7188999 req, miss ratio 0.6290, byte miss ratio 0.6290
result/tencentBlock.ns11426.oracleGeneral.zst LIRS cache size     3150, 7188999 req, miss ratio 0.6016, byte miss ratio 0.6016
result/tencentBlock.ns11426.oracleGeneral.zst LIRS cache size    10502, 7188999 req, miss ratio 0.3350, byte miss ratio 0.3350
result/tencentBlock.ns11426.oracleGeneral.zst LIRS cache size    21005, 7188999 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns11426.oracleGeneral.zst LIRS cache size    42011, 7188999 req, miss ratio 0.0322, byte miss ratio 0.0322
result/tencentBlock.ns11426.oracleGeneral.zst LIRS cache size    84022, 7188999 req, miss ratio 0.0160, byte miss ratio 0.0160
result/tencentBlock.ns11426.oracleGeneral.zst Clock cache size      105, 7188999 req, miss ratio 0.8499, byte miss ratio 0.8499
result/tencentBlock.ns11426.oracleGeneral.zst Clock cache size      315, 7188999 req, miss ratio 0.6805, byte miss ratio 0.6805
result/tencentBlock.ns11426.oracleGeneral.zst Clock cache size     1050, 7188999 req, miss ratio 0.6491, byte miss ratio 0.6491
result/tencentBlock.ns11426.oracleGeneral.zst Clock cache size     3150, 7188999 req, miss ratio 0.6401, byte miss ratio 0.6401
result/tencentBlock.ns11426.oracleGeneral.zst Clock cache size    10502, 7188999 req, miss ratio 0.4968, byte miss ratio 0.4968
result/tencentBlock.ns11426.oracleGeneral.zst Clock cache size    21005, 7188999 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns11426.oracleGeneral.zst Clock cache size    42011, 7188999 req, miss ratio 0.0308, byte miss ratio 0.0308
result/tencentBlock.ns11426.oracleGeneral.zst Clock cache size    84022, 7188999 req, miss ratio 0.0155, byte miss ratio 0.0155
result/tencentBlock.ns11426.oracleGeneral.zst clock2 cache size      105, 7188999 req, miss ratio 0.8488, byte miss ratio 0.8488
result/tencentBlock.ns11426.oracleGeneral.zst clock2 cache size      315, 7188999 req, miss ratio 0.6759, byte miss ratio 0.6759
result/tencentBlock.ns11426.oracleGeneral.zst clock2 cache size     1050, 7188999 req, miss ratio 0.6485, byte miss ratio 0.6485
result/tencentBlock.ns11426.oracleGeneral.zst clock2 cache size     3150, 7188999 req, miss ratio 0.6381, byte miss ratio 0.6381
result/tencentBlock.ns11426.oracleGeneral.zst clock2 cache size    10502, 7188999 req, miss ratio 0.4935, byte miss ratio 0.4935
result/tencentBlock.ns11426.oracleGeneral.zst clock2 cache size    21005, 7188999 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns11426.oracleGeneral.zst clock2 cache size    42011, 7188999 req, miss ratio 0.0324, byte miss ratio 0.0324
result/tencentBlock.ns11426.oracleGeneral.zst clock2 cache size    84022, 7188999 req, miss ratio 0.0154, byte miss ratio 0.0154
result/tencentBlock.ns11426.oracleGeneral.zst Cacheus cache size      105, 7188999 req, miss ratio 0.8208, byte miss ratio 0.8208
