result/tencentBlock.ns13476.oracleGeneral.zst LHD cache size      859, 7157701 req, miss ratio 0.5112, byte miss ratio 0.5112
result/tencentBlock.ns13476.oracleGeneral.zst LHD cache size     2579, 7157701 req, miss ratio 0.4798, byte miss ratio 0.4798
result/tencentBlock.ns13476.oracleGeneral.zst LHD cache size     8598, 7157701 req, miss ratio 0.4492, byte miss ratio 0.4492
result/tencentBlock.ns13476.oracleGeneral.zst LHD cache size    25795, 7157701 req, miss ratio 0.4141, byte miss ratio 0.4141
result/tencentBlock.ns13476.oracleGeneral.zst LHD cache size    85983, 7157701 req, miss ratio 0.3606, byte miss ratio 0.3606
result/tencentBlock.ns13476.oracleGeneral.zst LHD cache size   171967, 7157701 req, miss ratio 0.3278, byte miss ratio 0.3278
result/tencentBlock.ns13476.oracleGeneral.zst LHD cache size   343935, 7157701 req, miss ratio 0.2803, byte miss ratio 0.2803
result/tencentBlock.ns13476.oracleGeneral.zst LHD cache size   687870, 7157701 req, miss ratio 0.1805, byte miss ratio 0.1805
result/tencentBlock.ns13476.oracleGeneral.zst Cacheus cache size      859, 7157701 req, miss ratio 0.4818, byte miss ratio 0.4818
result/tencentBlock.ns13476.oracleGeneral.zst Cacheus cache size     2579, 7157701 req, miss ratio 0.4640, byte miss ratio 0.4640
result/tencentBlock.ns13476.oracleGeneral.zst Cacheus cache size     8598, 7157701 req, miss ratio 0.4405, byte miss ratio 0.4405
result/tencentBlock.ns13476.oracleGeneral.zst Cacheus cache size    25795, 7157701 req, miss ratio 0.4177, byte miss ratio 0.4177
result/tencentBlock.ns13476.oracleGeneral.zst Cacheus cache size    85983, 7157701 req, miss ratio 0.3661, byte miss ratio 0.3661
result/tencentBlock.ns13476.oracleGeneral.zst Cacheus cache size   171967, 7157701 req, miss ratio 0.3247, byte miss ratio 0.3247
result/tencentBlock.ns13476.oracleGeneral.zst Cacheus cache size   343935, 7157701 req, miss ratio 0.2962, byte miss ratio 0.2962
result/tencentBlock.ns13476.oracleGeneral.zst Cacheus cache size   687870, 7157701 req, miss ratio 0.2133, byte miss ratio 0.2133
result/tencentBlock.ns13476.oracleGeneral.zst ARC cache size      859, 7157701 req, miss ratio 0.4810, byte miss ratio 0.4810
result/tencentBlock.ns13476.oracleGeneral.zst ARC cache size     2579, 7157701 req, miss ratio 0.4633, byte miss ratio 0.4633
result/tencentBlock.ns13476.oracleGeneral.zst ARC cache size     8598, 7157701 req, miss ratio 0.4421, byte miss ratio 0.4421
result/tencentBlock.ns13476.oracleGeneral.zst ARC cache size    25795, 7157701 req, miss ratio 0.4137, byte miss ratio 0.4137
result/tencentBlock.ns13476.oracleGeneral.zst ARC cache size    85983, 7157701 req, miss ratio 0.3462, byte miss ratio 0.3462
result/tencentBlock.ns13476.oracleGeneral.zst ARC cache size   171967, 7157701 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns13476.oracleGeneral.zst ARC cache size   343935, 7157701 req, miss ratio 0.2926, byte miss ratio 0.2926
result/tencentBlock.ns13476.oracleGeneral.zst ARC cache size   687870, 7157701 req, miss ratio 0.2636, byte miss ratio 0.2636
result/tencentBlock.ns13476.oracleGeneral.zst FIFO cache size      859, 7157701 req, miss ratio 0.5987, byte miss ratio 0.5987
result/tencentBlock.ns13476.oracleGeneral.zst FIFO cache size     2579, 7157701 req, miss ratio 0.5158, byte miss ratio 0.5158
result/tencentBlock.ns13476.oracleGeneral.zst FIFO cache size     8598, 7157701 req, miss ratio 0.4775, byte miss ratio 0.4775
result/tencentBlock.ns13476.oracleGeneral.zst FIFO cache size    25795, 7157701 req, miss ratio 0.4481, byte miss ratio 0.4481
result/tencentBlock.ns13476.oracleGeneral.zst FIFO cache size    85983, 7157701 req, miss ratio 0.3998, byte miss ratio 0.3998
result/tencentBlock.ns13476.oracleGeneral.zst FIFO cache size   171967, 7157701 req, miss ratio 0.3747, byte miss ratio 0.3747
result/tencentBlock.ns13476.oracleGeneral.zst FIFO cache size   343935, 7157701 req, miss ratio 0.3434, byte miss ratio 0.3434
result/tencentBlock.ns13476.oracleGeneral.zst FIFO cache size   687870, 7157701 req, miss ratio 0.3219, byte miss ratio 0.3219
result/tencentBlock.ns13476.oracleGeneral.zst LeCaR cache size      859, 7157701 req, miss ratio 0.4945, byte miss ratio 0.4945
result/tencentBlock.ns13476.oracleGeneral.zst LeCaR cache size     2579, 7157701 req, miss ratio 0.4738, byte miss ratio 0.4738
result/tencentBlock.ns13476.oracleGeneral.zst LeCaR cache size     8598, 7157701 req, miss ratio 0.4597, byte miss ratio 0.4597
result/tencentBlock.ns13476.oracleGeneral.zst LeCaR cache size    25795, 7157701 req, miss ratio 0.4342, byte miss ratio 0.4342
result/tencentBlock.ns13476.oracleGeneral.zst LeCaR cache size    85983, 7157701 req, miss ratio 0.3711, byte miss ratio 0.3711
result/tencentBlock.ns13476.oracleGeneral.zst LeCaR cache size   171967, 7157701 req, miss ratio 0.3413, byte miss ratio 0.3413
