result/tencentBlock.ns2617.oracleGeneral.zst LeCaR cache size      557, 1096098 req, miss ratio 0.8347, byte miss ratio 0.8347
result/tencentBlock.ns2617.oracleGeneral.zst LeCaR cache size     1671, 1096098 req, miss ratio 0.8318, byte miss ratio 0.8318
result/tencentBlock.ns2617.oracleGeneral.zst LeCaR cache size     5572, 1096098 req, miss ratio 0.8294, byte miss ratio 0.8294
result/tencentBlock.ns2617.oracleGeneral.zst LeCaR cache size    16716, 1096098 req, miss ratio 0.8267, byte miss ratio 0.8267
result/tencentBlock.ns2617.oracleGeneral.zst LeCaR cache size    55721, 1096098 req, miss ratio 0.7028, byte miss ratio 0.7028
result/tencentBlock.ns2617.oracleGeneral.zst LeCaR cache size   111442, 1096098 req, miss ratio 0.5871, byte miss ratio 0.5871
result/tencentBlock.ns2617.oracleGeneral.zst LeCaR cache size   222884, 1096098 req, miss ratio 0.5445, byte miss ratio 0.5445
result/tencentBlock.ns2617.oracleGeneral.zst LeCaR cache size   445768, 1096098 req, miss ratio 0.5093, byte miss ratio 0.5093
result/tencentBlock.ns2617.oracleGeneral.zst clock2 cache size      557, 1096098 req, miss ratio 0.8346, byte miss ratio 0.8346
result/tencentBlock.ns2617.oracleGeneral.zst clock2 cache size     1671, 1096098 req, miss ratio 0.8316, byte miss ratio 0.8316
result/tencentBlock.ns2617.oracleGeneral.zst clock2 cache size     5572, 1096098 req, miss ratio 0.8294, byte miss ratio 0.8294
result/tencentBlock.ns2617.oracleGeneral.zst clock2 cache size    16716, 1096098 req, miss ratio 0.8267, byte miss ratio 0.8267
result/tencentBlock.ns2617.oracleGeneral.zst clock2 cache size    55721, 1096098 req, miss ratio 0.6901, byte miss ratio 0.6901
result/tencentBlock.ns2617.oracleGeneral.zst clock2 cache size   111442, 1096098 req, miss ratio 0.5824, byte miss ratio 0.5824
result/tencentBlock.ns2617.oracleGeneral.zst clock2 cache size   222884, 1096098 req, miss ratio 0.5393, byte miss ratio 0.5393
result/tencentBlock.ns2617.oracleGeneral.zst clock2 cache size   445768, 1096098 req, miss ratio 0.5098, byte miss ratio 0.5098
