result/tencentBlock.ns2937.oracleGeneral.zst LHD cache size      175, 3931442 req, miss ratio 0.5111, byte miss ratio 0.5111
result/tencentBlock.ns2937.oracleGeneral.zst LHD cache size      526, 3931442 req, miss ratio 0.3991, byte miss ratio 0.3991
result/tencentBlock.ns2937.oracleGeneral.zst LHD cache size     1755, 3931442 req, miss ratio 0.1633, byte miss ratio 0.1633
result/tencentBlock.ns2937.oracleGeneral.zst LHD cache size     5265, 3931442 req, miss ratio 0.1430, byte miss ratio 0.1430
result/tencentBlock.ns2937.oracleGeneral.zst LHD cache size    17550, 3931442 req, miss ratio 0.1127, byte miss ratio 0.1127
result/tencentBlock.ns2937.oracleGeneral.zst LHD cache size    35101, 3931442 req, miss ratio 0.0681, byte miss ratio 0.0681
result/tencentBlock.ns2937.oracleGeneral.zst LHD cache size    70202, 3931442 req, miss ratio 0.0468, byte miss ratio 0.0468
result/tencentBlock.ns2937.oracleGeneral.zst LHD cache size   140404, 3931442 req, miss ratio 0.0447, byte miss ratio 0.0447
result/tencentBlock.ns2937.oracleGeneral.zst clock2 cache size      175, 3931442 req, miss ratio 0.5580, byte miss ratio 0.5580
result/tencentBlock.ns2937.oracleGeneral.zst clock2 cache size      526, 3931442 req, miss ratio 0.4868, byte miss ratio 0.4868
result/tencentBlock.ns2937.oracleGeneral.zst clock2 cache size     1755, 3931442 req, miss ratio 0.1768, byte miss ratio 0.1768
result/tencentBlock.ns2937.oracleGeneral.zst clock2 cache size     5265, 3931442 req, miss ratio 0.1470, byte miss ratio 0.1470
result/tencentBlock.ns2937.oracleGeneral.zst clock2 cache size    17550, 3931442 req, miss ratio 0.1446, byte miss ratio 0.1446
result/tencentBlock.ns2937.oracleGeneral.zst clock2 cache size    35101, 3931442 req, miss ratio 0.0964, byte miss ratio 0.0964
result/tencentBlock.ns2937.oracleGeneral.zst clock2 cache size    70202, 3931442 req, miss ratio 0.0480, byte miss ratio 0.0480
result/tencentBlock.ns2937.oracleGeneral.zst clock2 cache size   140404, 3931442 req, miss ratio 0.0446, byte miss ratio 0.0446
result/tencentBlock.ns2937.oracleGeneral.zst LeCaR cache size      175, 3931442 req, miss ratio 0.5520, byte miss ratio 0.5520
result/tencentBlock.ns2937.oracleGeneral.zst LeCaR cache size      526, 3931442 req, miss ratio 0.4303, byte miss ratio 0.4303
result/tencentBlock.ns2937.oracleGeneral.zst LeCaR cache size     1755, 3931442 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns2937.oracleGeneral.zst LeCaR cache size     5265, 3931442 req, miss ratio 0.1464, byte miss ratio 0.1464
result/tencentBlock.ns2937.oracleGeneral.zst LeCaR cache size    17550, 3931442 req, miss ratio 0.1080, byte miss ratio 0.1080
result/tencentBlock.ns2937.oracleGeneral.zst LeCaR cache size    35101, 3931442 req, miss ratio 0.0751, byte miss ratio 0.0751
result/tencentBlock.ns2937.oracleGeneral.zst LeCaR cache size    70202, 3931442 req, miss ratio 0.0455, byte miss ratio 0.0455
result/tencentBlock.ns2937.oracleGeneral.zst LeCaR cache size   140404, 3931442 req, miss ratio 0.0447, byte miss ratio 0.0447
result/tencentBlock.ns2937.oracleGeneral.zst FIFO cache size      175, 3931442 req, miss ratio 0.5904, byte miss ratio 0.5904
result/tencentBlock.ns2937.oracleGeneral.zst FIFO cache size      526, 3931442 req, miss ratio 0.5211, byte miss ratio 0.5211
