result/tencentBlock.ns6237.oracleGeneral.zst Clock cache size      304, 6408810 req, miss ratio 0.3812, byte miss ratio 0.3812
result/tencentBlock.ns6237.oracleGeneral.zst Clock cache size      912, 6408810 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns6237.oracleGeneral.zst Clock cache size     3041, 6408810 req, miss ratio 0.2577, byte miss ratio 0.2577
result/tencentBlock.ns6237.oracleGeneral.zst Clock cache size     9123, 6408810 req, miss ratio 0.2356, byte miss ratio 0.2356
result/tencentBlock.ns6237.oracleGeneral.zst Clock cache size    30410, 6408810 req, miss ratio 0.2046, byte miss ratio 0.2046
result/tencentBlock.ns6237.oracleGeneral.zst Clock cache size    60820, 6408810 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns6237.oracleGeneral.zst Clock cache size   121641, 6408810 req, miss ratio 0.0798, byte miss ratio 0.0798
result/tencentBlock.ns6237.oracleGeneral.zst Clock cache size   243282, 6408810 req, miss ratio 0.0487, byte miss ratio 0.0487
result/tencentBlock.ns6237.oracleGeneral.zst LRU cache size      304, 6408810 req, miss ratio 0.3937, byte miss ratio 0.3937
result/tencentBlock.ns6237.oracleGeneral.zst LRU cache size      912, 6408810 req, miss ratio 0.2900, byte miss ratio 0.2900
result/tencentBlock.ns6237.oracleGeneral.zst LRU cache size     3041, 6408810 req, miss ratio 0.2589, byte miss ratio 0.2589
result/tencentBlock.ns6237.oracleGeneral.zst LRU cache size     9123, 6408810 req, miss ratio 0.2361, byte miss ratio 0.2361
result/tencentBlock.ns6237.oracleGeneral.zst LRU cache size    30410, 6408810 req, miss ratio 0.1958, byte miss ratio 0.1958
result/tencentBlock.ns6237.oracleGeneral.zst LRU cache size    60820, 6408810 req, miss ratio 0.1518, byte miss ratio 0.1518
result/tencentBlock.ns6237.oracleGeneral.zst LRU cache size   121641, 6408810 req, miss ratio 0.0742, byte miss ratio 0.0742
result/tencentBlock.ns6237.oracleGeneral.zst LRU cache size   243282, 6408810 req, miss ratio 0.0479, byte miss ratio 0.0479
result/tencentBlock.ns6237.oracleGeneral.zst LeCaR cache size      304, 6408810 req, miss ratio 0.3652, byte miss ratio 0.3652
result/tencentBlock.ns6237.oracleGeneral.zst LeCaR cache size      912, 6408810 req, miss ratio 0.2813, byte miss ratio 0.2813
result/tencentBlock.ns6237.oracleGeneral.zst LeCaR cache size     3041, 6408810 req, miss ratio 0.2556, byte miss ratio 0.2556
result/tencentBlock.ns6237.oracleGeneral.zst LeCaR cache size     9123, 6408810 req, miss ratio 0.2339, byte miss ratio 0.2339
result/tencentBlock.ns6237.oracleGeneral.zst LeCaR cache size    30410, 6408810 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns6237.oracleGeneral.zst LeCaR cache size    60820, 6408810 req, miss ratio 0.1493, byte miss ratio 0.1493
result/tencentBlock.ns6237.oracleGeneral.zst LeCaR cache size   121641, 6408810 req, miss ratio 0.0734, byte miss ratio 0.0734
result/tencentBlock.ns6237.oracleGeneral.zst LeCaR cache size   243282, 6408810 req, miss ratio 0.0479, byte miss ratio 0.0479
result/tencentBlock.ns6237.oracleGeneral.zst Cacheus cache size      304, 6408810 req, miss ratio 0.3459, byte miss ratio 0.3459
result/tencentBlock.ns6237.oracleGeneral.zst Cacheus cache size      912, 6408810 req, miss ratio 0.2750, byte miss ratio 0.2750
result/tencentBlock.ns6237.oracleGeneral.zst Cacheus cache size     3041, 6408810 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns6237.oracleGeneral.zst Cacheus cache size     9123, 6408810 req, miss ratio 0.2301, byte miss ratio 0.2301
result/tencentBlock.ns6237.oracleGeneral.zst Cacheus cache size    30410, 6408810 req, miss ratio 0.1988, byte miss ratio 0.1988
result/tencentBlock.ns6237.oracleGeneral.zst Cacheus cache size    60820, 6408810 req, miss ratio 0.1502, byte miss ratio 0.1502
result/tencentBlock.ns6237.oracleGeneral.zst Cacheus cache size   121641, 6408810 req, miss ratio 0.0737, byte miss ratio 0.0737
result/tencentBlock.ns6237.oracleGeneral.zst Cacheus cache size   243282, 6408810 req, miss ratio 0.0484, byte miss ratio 0.0484
result/tencentBlock.ns6237.oracleGeneral.zst S3FIFO-1 cache size      304, 6408810 req, miss ratio 0.3362, byte miss ratio 0.3362
result/tencentBlock.ns6237.oracleGeneral.zst S3FIFO-1 cache size      912, 6408810 req, miss ratio 0.2677, byte miss ratio 0.2677
result/tencentBlock.ns6237.oracleGeneral.zst S3FIFO-1 cache size     3041, 6408810 req, miss ratio 0.2445, byte miss ratio 0.2445
