result/tencentBlock.ns8877.oracleGeneral.zst FIFO cache size      157, 1528515 req, miss ratio 0.4494, byte miss ratio 0.4494
result/tencentBlock.ns8877.oracleGeneral.zst FIFO cache size      472, 1528515 req, miss ratio 0.3936, byte miss ratio 0.3936
result/tencentBlock.ns8877.oracleGeneral.zst FIFO cache size     1573, 1528515 req, miss ratio 0.3650, byte miss ratio 0.3650
result/tencentBlock.ns8877.oracleGeneral.zst FIFO cache size     4721, 1528515 req, miss ratio 0.3533, byte miss ratio 0.3533
result/tencentBlock.ns8877.oracleGeneral.zst FIFO cache size    15739, 1528515 req, miss ratio 0.3075, byte miss ratio 0.3075
result/tencentBlock.ns8877.oracleGeneral.zst FIFO cache size    31479, 1528515 req, miss ratio 0.2539, byte miss ratio 0.2539
result/tencentBlock.ns8877.oracleGeneral.zst FIFO cache size    62959, 1528515 req, miss ratio 0.1832, byte miss ratio 0.1832
result/tencentBlock.ns8877.oracleGeneral.zst FIFO cache size   125919, 1528515 req, miss ratio 0.1209, byte miss ratio 0.1209
result/tencentBlock.ns8877.oracleGeneral.zst clock2 cache size      157, 1528515 req, miss ratio 0.3951, byte miss ratio 0.3951
result/tencentBlock.ns8877.oracleGeneral.zst clock2 cache size      472, 1528515 req, miss ratio 0.3678, byte miss ratio 0.3678
result/tencentBlock.ns8877.oracleGeneral.zst clock2 cache size     1573, 1528515 req, miss ratio 0.3530, byte miss ratio 0.3530
result/tencentBlock.ns8877.oracleGeneral.zst clock2 cache size     4721, 1528515 req, miss ratio 0.3476, byte miss ratio 0.3476
result/tencentBlock.ns8877.oracleGeneral.zst clock2 cache size    15739, 1528515 req, miss ratio 0.3418, byte miss ratio 0.3418
result/tencentBlock.ns8877.oracleGeneral.zst clock2 cache size    31479, 1528515 req, miss ratio 0.2829, byte miss ratio 0.2829
result/tencentBlock.ns8877.oracleGeneral.zst clock2 cache size    62959, 1528515 req, miss ratio 0.1914, byte miss ratio 0.1914
result/tencentBlock.ns8877.oracleGeneral.zst clock2 cache size   125919, 1528515 req, miss ratio 0.1138, byte miss ratio 0.1138
result/tencentBlock.ns8877.oracleGeneral.zst LIRS cache size      157, 1528515 req, miss ratio 0.4721, byte miss ratio 0.4721
result/tencentBlock.ns8877.oracleGeneral.zst LIRS cache size      472, 1528515 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns8877.oracleGeneral.zst LIRS cache size     1573, 1528515 req, miss ratio 0.3538, byte miss ratio 0.3538
result/tencentBlock.ns8877.oracleGeneral.zst LIRS cache size     4721, 1528515 req, miss ratio 0.3471, byte miss ratio 0.3471
