result/tencentBlock.ns1286.oracleGeneral.zst clock2 cache size      193, 2035461 req, miss ratio 0.5066, byte miss ratio 0.5066
result/tencentBlock.ns1286.oracleGeneral.zst clock2 cache size      581, 2035461 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns1286.oracleGeneral.zst clock2 cache size     1937, 2035461 req, miss ratio 0.4398, byte miss ratio 0.4398
result/tencentBlock.ns1286.oracleGeneral.zst clock2 cache size     5811, 2035461 req, miss ratio 0.4375, byte miss ratio 0.4375
result/tencentBlock.ns1286.oracleGeneral.zst clock2 cache size    19370, 2035461 req, miss ratio 0.4209, byte miss ratio 0.4209
result/tencentBlock.ns1286.oracleGeneral.zst clock2 cache size    38741, 2035461 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns1286.oracleGeneral.zst clock2 cache size    77483, 2035461 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns1286.oracleGeneral.zst clock2 cache size   154966, 2035461 req, miss ratio 0.1114, byte miss ratio 0.1114
result/tencentBlock.ns1286.oracleGeneral.zst LeCaR cache size      193, 2035461 req, miss ratio 0.5045, byte miss ratio 0.5045
result/tencentBlock.ns1286.oracleGeneral.zst LeCaR cache size      581, 2035461 req, miss ratio 0.4527, byte miss ratio 0.4527
result/tencentBlock.ns1286.oracleGeneral.zst LeCaR cache size     1937, 2035461 req, miss ratio 0.4396, byte miss ratio 0.4396
result/tencentBlock.ns1286.oracleGeneral.zst LeCaR cache size     5811, 2035461 req, miss ratio 0.4372, byte miss ratio 0.4372
result/tencentBlock.ns1286.oracleGeneral.zst LeCaR cache size    19370, 2035461 req, miss ratio 0.3926, byte miss ratio 0.3926
result/tencentBlock.ns1286.oracleGeneral.zst LeCaR cache size    38741, 2035461 req, miss ratio 0.3502, byte miss ratio 0.3502
result/tencentBlock.ns1286.oracleGeneral.zst LeCaR cache size    77483, 2035461 req, miss ratio 0.2254, byte miss ratio 0.2254
result/tencentBlock.ns1286.oracleGeneral.zst LeCaR cache size   154966, 2035461 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns1286.oracleGeneral.zst ARC cache size      193, 2035461 req, miss ratio 0.4866, byte miss ratio 0.4866
result/tencentBlock.ns1286.oracleGeneral.zst ARC cache size      581, 2035461 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns1286.oracleGeneral.zst ARC cache size     1937, 2035461 req, miss ratio 0.4383, byte miss ratio 0.4383
result/tencentBlock.ns1286.oracleGeneral.zst ARC cache size     5811, 2035461 req, miss ratio 0.4359, byte miss ratio 0.4359
result/tencentBlock.ns1286.oracleGeneral.zst ARC cache size    19370, 2035461 req, miss ratio 0.3932, byte miss ratio 0.3932
result/tencentBlock.ns1286.oracleGeneral.zst ARC cache size    38741, 2035461 req, miss ratio 0.3305, byte miss ratio 0.3305
result/tencentBlock.ns1286.oracleGeneral.zst ARC cache size    77483, 2035461 req, miss ratio 0.2276, byte miss ratio 0.2276
result/tencentBlock.ns1286.oracleGeneral.zst ARC cache size   154966, 2035461 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns1286.oracleGeneral.zst LIRS cache size      193, 2035461 req, miss ratio 0.5624, byte miss ratio 0.5624
result/tencentBlock.ns1286.oracleGeneral.zst LIRS cache size      581, 2035461 req, miss ratio 0.4917, byte miss ratio 0.4917
result/tencentBlock.ns1286.oracleGeneral.zst LIRS cache size     1937, 2035461 req, miss ratio 0.4408, byte miss ratio 0.4408
result/tencentBlock.ns1286.oracleGeneral.zst LIRS cache size     5811, 2035461 req, miss ratio 0.4362, byte miss ratio 0.4362
result/tencentBlock.ns1286.oracleGeneral.zst LIRS cache size    19370, 2035461 req, miss ratio 0.3892, byte miss ratio 0.3892
result/tencentBlock.ns1286.oracleGeneral.zst LIRS cache size    38741, 2035461 req, miss ratio 0.3261, byte miss ratio 0.3261
result/tencentBlock.ns1286.oracleGeneral.zst LIRS cache size    77483, 2035461 req, miss ratio 0.2080, byte miss ratio 0.2080
result/tencentBlock.ns1286.oracleGeneral.zst LIRS cache size   154966, 2035461 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns1286.oracleGeneral.zst LHD cache size      193, 2035461 req, miss ratio 0.5011, byte miss ratio 0.5011
result/tencentBlock.ns1286.oracleGeneral.zst LHD cache size      581, 2035461 req, miss ratio 0.4525, byte miss ratio 0.4525
result/tencentBlock.ns1286.oracleGeneral.zst LHD cache size     1937, 2035461 req, miss ratio 0.4393, byte miss ratio 0.4393
result/tencentBlock.ns1286.oracleGeneral.zst LHD cache size     5811, 2035461 req, miss ratio 0.4329, byte miss ratio 0.4329
result/tencentBlock.ns1286.oracleGeneral.zst LHD cache size    19370, 2035461 req, miss ratio 0.3833, byte miss ratio 0.3833
result/tencentBlock.ns1286.oracleGeneral.zst LHD cache size    38741, 2035461 req, miss ratio 0.3271, byte miss ratio 0.3271
result/tencentBlock.ns1286.oracleGeneral.zst LHD cache size    77483, 2035461 req, miss ratio 0.2025, byte miss ratio 0.2025
result/tencentBlock.ns1286.oracleGeneral.zst LHD cache size   154966, 2035461 req, miss ratio 0.1052, byte miss ratio 0.1052
result/tencentBlock.ns1286.oracleGeneral.zst Cacheus cache size      193, 2035461 req, miss ratio 0.4860, byte miss ratio 0.4860
