result/tencentBlock.ns16444.oracleGeneral.zst FIFO cache size      136, 1297358 req, miss ratio 0.4612, byte miss ratio 0.4612
result/tencentBlock.ns16444.oracleGeneral.zst FIFO cache size      410, 1297358 req, miss ratio 0.4211, byte miss ratio 0.4211
result/tencentBlock.ns16444.oracleGeneral.zst FIFO cache size     1369, 1297358 req, miss ratio 0.4030, byte miss ratio 0.4030
result/tencentBlock.ns16444.oracleGeneral.zst FIFO cache size     4107, 1297358 req, miss ratio 0.3959, byte miss ratio 0.3959
result/tencentBlock.ns16444.oracleGeneral.zst FIFO cache size    13691, 1297358 req, miss ratio 0.3412, byte miss ratio 0.3412
result/tencentBlock.ns16444.oracleGeneral.zst FIFO cache size    27382, 1297358 req, miss ratio 0.2906, byte miss ratio 0.2906
result/tencentBlock.ns16444.oracleGeneral.zst FIFO cache size    54765, 1297358 req, miss ratio 0.2035, byte miss ratio 0.2035
result/tencentBlock.ns16444.oracleGeneral.zst FIFO cache size   109530, 1297358 req, miss ratio 0.1348, byte miss ratio 0.1348
result/tencentBlock.ns16444.oracleGeneral.zst LHD cache size      136, 1297358 req, miss ratio 0.4874, byte miss ratio 0.4874
result/tencentBlock.ns16444.oracleGeneral.zst LHD cache size      410, 1297358 req, miss ratio 0.4006, byte miss ratio 0.4006
result/tencentBlock.ns16444.oracleGeneral.zst LHD cache size     1369, 1297358 req, miss ratio 0.3943, byte miss ratio 0.3943
result/tencentBlock.ns16444.oracleGeneral.zst LHD cache size     4107, 1297358 req, miss ratio 0.3919, byte miss ratio 0.3919
result/tencentBlock.ns16444.oracleGeneral.zst LHD cache size    13691, 1297358 req, miss ratio 0.3471, byte miss ratio 0.3471
result/tencentBlock.ns16444.oracleGeneral.zst LHD cache size    27382, 1297358 req, miss ratio 0.2771, byte miss ratio 0.2771
result/tencentBlock.ns16444.oracleGeneral.zst LHD cache size    54765, 1297358 req, miss ratio 0.1788, byte miss ratio 0.1788
result/tencentBlock.ns16444.oracleGeneral.zst LHD cache size   109530, 1297358 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns16444.oracleGeneral.zst S3FIFO-1 cache size      136, 1297358 req, miss ratio 0.4072, byte miss ratio 0.4072
result/tencentBlock.ns16444.oracleGeneral.zst S3FIFO-1 cache size      410, 1297358 req, miss ratio 0.3961, byte miss ratio 0.3961
result/tencentBlock.ns16444.oracleGeneral.zst S3FIFO-1 cache size     1369, 1297358 req, miss ratio 0.3923, byte miss ratio 0.3923
result/tencentBlock.ns16444.oracleGeneral.zst S3FIFO-1 cache size     4107, 1297358 req, miss ratio 0.3916, byte miss ratio 0.3916
result/tencentBlock.ns16444.oracleGeneral.zst S3FIFO-1 cache size    13691, 1297358 req, miss ratio 0.3456, byte miss ratio 0.3456
result/tencentBlock.ns16444.oracleGeneral.zst S3FIFO-1 cache size    27382, 1297358 req, miss ratio 0.2861, byte miss ratio 0.2861
result/tencentBlock.ns16444.oracleGeneral.zst S3FIFO-1 cache size    54765, 1297358 req, miss ratio 0.1696, byte miss ratio 0.1696
result/tencentBlock.ns16444.oracleGeneral.zst S3FIFO-1 cache size   109530, 1297358 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns16444.oracleGeneral.zst ARC cache size      136, 1297358 req, miss ratio 0.4070, byte miss ratio 0.4070
result/tencentBlock.ns16444.oracleGeneral.zst ARC cache size      410, 1297358 req, miss ratio 0.3983, byte miss ratio 0.3983
result/tencentBlock.ns16444.oracleGeneral.zst ARC cache size     1369, 1297358 req, miss ratio 0.3928, byte miss ratio 0.3928
result/tencentBlock.ns16444.oracleGeneral.zst ARC cache size     4107, 1297358 req, miss ratio 0.3918, byte miss ratio 0.3918
result/tencentBlock.ns16444.oracleGeneral.zst ARC cache size    13691, 1297358 req, miss ratio 0.3401, byte miss ratio 0.3401
result/tencentBlock.ns16444.oracleGeneral.zst ARC cache size    27382, 1297358 req, miss ratio 0.2649, byte miss ratio 0.2649
result/tencentBlock.ns16444.oracleGeneral.zst ARC cache size    54765, 1297358 req, miss ratio 0.1732, byte miss ratio 0.1732
result/tencentBlock.ns16444.oracleGeneral.zst ARC cache size   109530, 1297358 req, miss ratio 0.1146, byte miss ratio 0.1146
result/tencentBlock.ns16444.oracleGeneral.zst LeCaR cache size      136, 1297358 req, miss ratio 0.4109, byte miss ratio 0.4109
result/tencentBlock.ns16444.oracleGeneral.zst LeCaR cache size      410, 1297358 req, miss ratio 0.3999, byte miss ratio 0.3999
result/tencentBlock.ns16444.oracleGeneral.zst LeCaR cache size     1369, 1297358 req, miss ratio 0.3944, byte miss ratio 0.3944
result/tencentBlock.ns16444.oracleGeneral.zst LeCaR cache size     4107, 1297358 req, miss ratio 0.3920, byte miss ratio 0.3920
result/tencentBlock.ns16444.oracleGeneral.zst LeCaR cache size    13691, 1297358 req, miss ratio 0.3264, byte miss ratio 0.3264
result/tencentBlock.ns16444.oracleGeneral.zst LeCaR cache size    27382, 1297358 req, miss ratio 0.2720, byte miss ratio 0.2720
result/tencentBlock.ns16444.oracleGeneral.zst LeCaR cache size    54765, 1297358 req, miss ratio 0.1776, byte miss ratio 0.1776
result/tencentBlock.ns16444.oracleGeneral.zst LeCaR cache size   109530, 1297358 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns16444.oracleGeneral.zst clock2 cache size      136, 1297358 req, miss ratio 0.4145, byte miss ratio 0.4145
