result/tencentBlock.ns4811.oracleGeneral.zst S3FIFO-1 cache size      263, 3011118 req, miss ratio 0.5175, byte miss ratio 0.5175
result/tencentBlock.ns4811.oracleGeneral.zst S3FIFO-1 cache size      791, 3011118 req, miss ratio 0.3820, byte miss ratio 0.3820
result/tencentBlock.ns4811.oracleGeneral.zst S3FIFO-1 cache size     2639, 3011118 req, miss ratio 0.2509, byte miss ratio 0.2509
result/tencentBlock.ns4811.oracleGeneral.zst S3FIFO-1 cache size     7917, 3011118 req, miss ratio 0.2218, byte miss ratio 0.2218
result/tencentBlock.ns4811.oracleGeneral.zst S3FIFO-1 cache size    26390, 3011118 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns4811.oracleGeneral.zst S3FIFO-1 cache size    52780, 3011118 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns4811.oracleGeneral.zst S3FIFO-1 cache size   105561, 3011118 req, miss ratio 0.0971, byte miss ratio 0.0971
result/tencentBlock.ns4811.oracleGeneral.zst S3FIFO-1 cache size   211122, 3011118 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns4811.oracleGeneral.zst LIRS cache size      263, 3011118 req, miss ratio 0.5207, byte miss ratio 0.5207
result/tencentBlock.ns4811.oracleGeneral.zst LIRS cache size      791, 3011118 req, miss ratio 0.4005, byte miss ratio 0.4005
result/tencentBlock.ns4811.oracleGeneral.zst LIRS cache size     2639, 3011118 req, miss ratio 0.2657, byte miss ratio 0.2657
result/tencentBlock.ns4811.oracleGeneral.zst LIRS cache size     7917, 3011118 req, miss ratio 0.2224, byte miss ratio 0.2224
result/tencentBlock.ns4811.oracleGeneral.zst LIRS cache size    26390, 3011118 req, miss ratio 0.1720, byte miss ratio 0.1720
result/tencentBlock.ns4811.oracleGeneral.zst LIRS cache size    52780, 3011118 req, miss ratio 0.1347, byte miss ratio 0.1347
result/tencentBlock.ns4811.oracleGeneral.zst LIRS cache size   105561, 3011118 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns4811.oracleGeneral.zst LIRS cache size   211122, 3011118 req, miss ratio 0.0905, byte miss ratio 0.0905
result/tencentBlock.ns4811.oracleGeneral.zst LeCaR cache size      263, 3011118 req, miss ratio 0.5276, byte miss ratio 0.5276
result/tencentBlock.ns4811.oracleGeneral.zst LeCaR cache size      791, 3011118 req, miss ratio 0.4228, byte miss ratio 0.4228
result/tencentBlock.ns4811.oracleGeneral.zst LeCaR cache size     2639, 3011118 req, miss ratio 0.2581, byte miss ratio 0.2581
result/tencentBlock.ns4811.oracleGeneral.zst LeCaR cache size     7917, 3011118 req, miss ratio 0.2292, byte miss ratio 0.2292
result/tencentBlock.ns4811.oracleGeneral.zst LeCaR cache size    26390, 3011118 req, miss ratio 0.1604, byte miss ratio 0.1604
result/tencentBlock.ns4811.oracleGeneral.zst LeCaR cache size    52780, 3011118 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns4811.oracleGeneral.zst LeCaR cache size   105561, 3011118 req, miss ratio 0.0944, byte miss ratio 0.0944
result/tencentBlock.ns4811.oracleGeneral.zst LeCaR cache size   211122, 3011118 req, miss ratio 0.0877, byte miss ratio 0.0877
result/tencentBlock.ns4811.oracleGeneral.zst clock2 cache size      263, 3011118 req, miss ratio 0.5298, byte miss ratio 0.5298
result/tencentBlock.ns4811.oracleGeneral.zst clock2 cache size      791, 3011118 req, miss ratio 0.4217, byte miss ratio 0.4217
result/tencentBlock.ns4811.oracleGeneral.zst clock2 cache size     2639, 3011118 req, miss ratio 0.2590, byte miss ratio 0.2590
result/tencentBlock.ns4811.oracleGeneral.zst clock2 cache size     7917, 3011118 req, miss ratio 0.2292, byte miss ratio 0.2292
result/tencentBlock.ns4811.oracleGeneral.zst clock2 cache size    26390, 3011118 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns4811.oracleGeneral.zst clock2 cache size    52780, 3011118 req, miss ratio 0.1320, byte miss ratio 0.1320
result/tencentBlock.ns4811.oracleGeneral.zst clock2 cache size   105561, 3011118 req, miss ratio 0.0962, byte miss ratio 0.0962
result/tencentBlock.ns4811.oracleGeneral.zst clock2 cache size   211122, 3011118 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns4811.oracleGeneral.zst FIFO cache size      263, 3011118 req, miss ratio 0.6277, byte miss ratio 0.6277
result/tencentBlock.ns4811.oracleGeneral.zst FIFO cache size      791, 3011118 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns4811.oracleGeneral.zst FIFO cache size     2639, 3011118 req, miss ratio 0.3314, byte miss ratio 0.3314
result/tencentBlock.ns4811.oracleGeneral.zst FIFO cache size     7917, 3011118 req, miss ratio 0.2572, byte miss ratio 0.2572
result/tencentBlock.ns4811.oracleGeneral.zst FIFO cache size    26390, 3011118 req, miss ratio 0.1759, byte miss ratio 0.1759
result/tencentBlock.ns4811.oracleGeneral.zst FIFO cache size    52780, 3011118 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns4811.oracleGeneral.zst FIFO cache size   105561, 3011118 req, miss ratio 0.1060, byte miss ratio 0.1060
result/tencentBlock.ns4811.oracleGeneral.zst FIFO cache size   211122, 3011118 req, miss ratio 0.0927, byte miss ratio 0.0927
result/tencentBlock.ns4811.oracleGeneral.zst Clock cache size      263, 3011118 req, miss ratio 0.5315, byte miss ratio 0.5315
result/tencentBlock.ns4811.oracleGeneral.zst Clock cache size      791, 3011118 req, miss ratio 0.4215, byte miss ratio 0.4215
result/tencentBlock.ns4811.oracleGeneral.zst Clock cache size     2639, 3011118 req, miss ratio 0.2736, byte miss ratio 0.2736
result/tencentBlock.ns4811.oracleGeneral.zst Clock cache size     7917, 3011118 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns4811.oracleGeneral.zst Clock cache size    26390, 3011118 req, miss ratio 0.1658, byte miss ratio 0.1658
result/tencentBlock.ns4811.oracleGeneral.zst Clock cache size    52780, 3011118 req, miss ratio 0.1260, byte miss ratio 0.1260
result/tencentBlock.ns4811.oracleGeneral.zst Clock cache size   105561, 3011118 req, miss ratio 0.0972, byte miss ratio 0.0972
result/tencentBlock.ns4811.oracleGeneral.zst Clock cache size   211122, 3011118 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns4811.oracleGeneral.zst ARC cache size      263, 3011118 req, miss ratio 0.5031, byte miss ratio 0.5031
result/tencentBlock.ns4811.oracleGeneral.zst ARC cache size      791, 3011118 req, miss ratio 0.3904, byte miss ratio 0.3904
result/tencentBlock.ns4811.oracleGeneral.zst ARC cache size     2639, 3011118 req, miss ratio 0.2496, byte miss ratio 0.2496
result/tencentBlock.ns4811.oracleGeneral.zst ARC cache size     7917, 3011118 req, miss ratio 0.2213, byte miss ratio 0.2213
result/tencentBlock.ns4811.oracleGeneral.zst ARC cache size    26390, 3011118 req, miss ratio 0.1633, byte miss ratio 0.1633
result/tencentBlock.ns4811.oracleGeneral.zst ARC cache size    52780, 3011118 req, miss ratio 0.1263, byte miss ratio 0.1263
result/tencentBlock.ns4811.oracleGeneral.zst ARC cache size   105561, 3011118 req, miss ratio 0.0947, byte miss ratio 0.0947
result/tencentBlock.ns4811.oracleGeneral.zst ARC cache size   211122, 3011118 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns4811.oracleGeneral.zst LHD cache size      263, 3011118 req, miss ratio 0.5148, byte miss ratio 0.5148
result/tencentBlock.ns4811.oracleGeneral.zst LHD cache size      791, 3011118 req, miss ratio 0.4165, byte miss ratio 0.4165
result/tencentBlock.ns4811.oracleGeneral.zst LHD cache size     2639, 3011118 req, miss ratio 0.2612, byte miss ratio 0.2612
result/tencentBlock.ns4811.oracleGeneral.zst LHD cache size     7917, 3011118 req, miss ratio 0.2246, byte miss ratio 0.2246
result/tencentBlock.ns4811.oracleGeneral.zst LHD cache size    26390, 3011118 req, miss ratio 0.1636, byte miss ratio 0.1636
result/tencentBlock.ns4811.oracleGeneral.zst LHD cache size    52780, 3011118 req, miss ratio 0.1205, byte miss ratio 0.1205
result/tencentBlock.ns4811.oracleGeneral.zst LHD cache size   105561, 3011118 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns4811.oracleGeneral.zst LHD cache size   211122, 3011118 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns4811.oracleGeneral.zst LRU cache size      263, 3011118 req, miss ratio 0.5427, byte miss ratio 0.5427
result/tencentBlock.ns4811.oracleGeneral.zst LRU cache size      791, 3011118 req, miss ratio 0.4240, byte miss ratio 0.4240
result/tencentBlock.ns4811.oracleGeneral.zst LRU cache size     2639, 3011118 req, miss ratio 0.2820, byte miss ratio 0.2820
result/tencentBlock.ns4811.oracleGeneral.zst LRU cache size     7917, 3011118 req, miss ratio 0.2297, byte miss ratio 0.2297
result/tencentBlock.ns4811.oracleGeneral.zst LRU cache size    26390, 3011118 req, miss ratio 0.1631, byte miss ratio 0.1631
result/tencentBlock.ns4811.oracleGeneral.zst LRU cache size    52780, 3011118 req, miss ratio 0.1214, byte miss ratio 0.1214
result/tencentBlock.ns4811.oracleGeneral.zst LRU cache size   105561, 3011118 req, miss ratio 0.0956, byte miss ratio 0.0956
result/tencentBlock.ns4811.oracleGeneral.zst LRU cache size   211122, 3011118 req, miss ratio 0.0877, byte miss ratio 0.0877
result/tencentBlock.ns4811.oracleGeneral.zst Cacheus cache size      263, 3011118 req, miss ratio 0.5045, byte miss ratio 0.5045
result/tencentBlock.ns4811.oracleGeneral.zst Cacheus cache size      791, 3011118 req, miss ratio 0.4007, byte miss ratio 0.4007
result/tencentBlock.ns4811.oracleGeneral.zst Cacheus cache size     2639, 3011118 req, miss ratio 0.2556, byte miss ratio 0.2556
result/tencentBlock.ns4811.oracleGeneral.zst Cacheus cache size     7917, 3011118 req, miss ratio 0.2248, byte miss ratio 0.2248
result/tencentBlock.ns4811.oracleGeneral.zst Cacheus cache size    26390, 3011118 req, miss ratio 0.1620, byte miss ratio 0.1620
result/tencentBlock.ns4811.oracleGeneral.zst Cacheus cache size    52780, 3011118 req, miss ratio 0.1300, byte miss ratio 0.1300
result/tencentBlock.ns4811.oracleGeneral.zst Cacheus cache size   105561, 3011118 req, miss ratio 0.0946, byte miss ratio 0.0946
