result/tencentBlock.ns6525.oracleGeneral.zst FIFO cache size      119, 2215723 req, miss ratio 0.5108, byte miss ratio 0.5108
result/tencentBlock.ns6525.oracleGeneral.zst FIFO cache size      359, 2215723 req, miss ratio 0.3516, byte miss ratio 0.3516
result/tencentBlock.ns6525.oracleGeneral.zst FIFO cache size     1197, 2215723 req, miss ratio 0.2938, byte miss ratio 0.2938
result/tencentBlock.ns6525.oracleGeneral.zst FIFO cache size     3592, 2215723 req, miss ratio 0.2733, byte miss ratio 0.2733
result/tencentBlock.ns6525.oracleGeneral.zst FIFO cache size    11974, 2215723 req, miss ratio 0.2270, byte miss ratio 0.2270
result/tencentBlock.ns6525.oracleGeneral.zst FIFO cache size    23949, 2215723 req, miss ratio 0.2075, byte miss ratio 0.2075
result/tencentBlock.ns6525.oracleGeneral.zst FIFO cache size    47898, 2215723 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns6525.oracleGeneral.zst FIFO cache size    95797, 2215723 req, miss ratio 0.0783, byte miss ratio 0.0783
result/tencentBlock.ns6525.oracleGeneral.zst clock2 cache size      119, 2215723 req, miss ratio 0.4137, byte miss ratio 0.4137
result/tencentBlock.ns6525.oracleGeneral.zst clock2 cache size      359, 2215723 req, miss ratio 0.2894, byte miss ratio 0.2894
result/tencentBlock.ns6525.oracleGeneral.zst clock2 cache size     1197, 2215723 req, miss ratio 0.2692, byte miss ratio 0.2692
result/tencentBlock.ns6525.oracleGeneral.zst clock2 cache size     3592, 2215723 req, miss ratio 0.2620, byte miss ratio 0.2620
result/tencentBlock.ns6525.oracleGeneral.zst clock2 cache size    11974, 2215723 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns6525.oracleGeneral.zst clock2 cache size    23949, 2215723 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns6525.oracleGeneral.zst clock2 cache size    47898, 2215723 req, miss ratio 0.1322, byte miss ratio 0.1322
result/tencentBlock.ns6525.oracleGeneral.zst clock2 cache size    95797, 2215723 req, miss ratio 0.0554, byte miss ratio 0.0554
result/tencentBlock.ns6525.oracleGeneral.zst LeCaR cache size      119, 2215723 req, miss ratio 0.4079, byte miss ratio 0.4079
result/tencentBlock.ns6525.oracleGeneral.zst LeCaR cache size      359, 2215723 req, miss ratio 0.2809, byte miss ratio 0.2809
result/tencentBlock.ns6525.oracleGeneral.zst LeCaR cache size     1197, 2215723 req, miss ratio 0.2665, byte miss ratio 0.2665
result/tencentBlock.ns6525.oracleGeneral.zst LeCaR cache size     3592, 2215723 req, miss ratio 0.2602, byte miss ratio 0.2602
result/tencentBlock.ns6525.oracleGeneral.zst LeCaR cache size    11974, 2215723 req, miss ratio 0.2081, byte miss ratio 0.2081
result/tencentBlock.ns6525.oracleGeneral.zst LeCaR cache size    23949, 2215723 req, miss ratio 0.1951, byte miss ratio 0.1951
result/tencentBlock.ns6525.oracleGeneral.zst LeCaR cache size    47898, 2215723 req, miss ratio 0.1259, byte miss ratio 0.1259
result/tencentBlock.ns6525.oracleGeneral.zst LeCaR cache size    95797, 2215723 req, miss ratio 0.0588, byte miss ratio 0.0588
result/tencentBlock.ns6525.oracleGeneral.zst LIRS cache size      119, 2215723 req, miss ratio 0.3309, byte miss ratio 0.3309
result/tencentBlock.ns6525.oracleGeneral.zst LIRS cache size      359, 2215723 req, miss ratio 0.2823, byte miss ratio 0.2823
result/tencentBlock.ns6525.oracleGeneral.zst LIRS cache size     1197, 2215723 req, miss ratio 0.2631, byte miss ratio 0.2631
result/tencentBlock.ns6525.oracleGeneral.zst LIRS cache size     3592, 2215723 req, miss ratio 0.2304, byte miss ratio 0.2304
