result/tencentBlock.ns1308.oracleGeneral.zst LRU cache size      466, 4379962 req, miss ratio 0.5019, byte miss ratio 0.5019
result/tencentBlock.ns1308.oracleGeneral.zst LRU cache size     1398, 4379962 req, miss ratio 0.4102, byte miss ratio 0.4102
result/tencentBlock.ns1308.oracleGeneral.zst LRU cache size     4660, 4379962 req, miss ratio 0.3034, byte miss ratio 0.3034
result/tencentBlock.ns1308.oracleGeneral.zst LRU cache size    13981, 4379962 req, miss ratio 0.2726, byte miss ratio 0.2726
result/tencentBlock.ns1308.oracleGeneral.zst LRU cache size    46604, 4379962 req, miss ratio 0.2090, byte miss ratio 0.2090
result/tencentBlock.ns1308.oracleGeneral.zst LRU cache size    93209, 4379962 req, miss ratio 0.1558, byte miss ratio 0.1558
result/tencentBlock.ns1308.oracleGeneral.zst LRU cache size   186419, 4379962 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns1308.oracleGeneral.zst LRU cache size   372839, 4379962 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns1308.oracleGeneral.zst Clock cache size      466, 4379962 req, miss ratio 0.5016, byte miss ratio 0.5016
result/tencentBlock.ns1308.oracleGeneral.zst Clock cache size     1398, 4379962 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns1308.oracleGeneral.zst Clock cache size     4660, 4379962 req, miss ratio 0.3008, byte miss ratio 0.3008
result/tencentBlock.ns1308.oracleGeneral.zst Clock cache size    13981, 4379962 req, miss ratio 0.2740, byte miss ratio 0.2740
result/tencentBlock.ns1308.oracleGeneral.zst Clock cache size    46604, 4379962 req, miss ratio 0.2140, byte miss ratio 0.2140
result/tencentBlock.ns1308.oracleGeneral.zst Clock cache size    93209, 4379962 req, miss ratio 0.1767, byte miss ratio 0.1767
result/tencentBlock.ns1308.oracleGeneral.zst Clock cache size   186419, 4379962 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns1308.oracleGeneral.zst Clock cache size   372839, 4379962 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns1308.oracleGeneral.zst clock2 cache size      466, 4379962 req, miss ratio 0.5049, byte miss ratio 0.5049
result/tencentBlock.ns1308.oracleGeneral.zst clock2 cache size     1398, 4379962 req, miss ratio 0.4150, byte miss ratio 0.4150
result/tencentBlock.ns1308.oracleGeneral.zst clock2 cache size     4660, 4379962 req, miss ratio 0.2960, byte miss ratio 0.2960
result/tencentBlock.ns1308.oracleGeneral.zst clock2 cache size    13981, 4379962 req, miss ratio 0.2770, byte miss ratio 0.2770
result/tencentBlock.ns1308.oracleGeneral.zst clock2 cache size    46604, 4379962 req, miss ratio 0.2216, byte miss ratio 0.2216
result/tencentBlock.ns1308.oracleGeneral.zst clock2 cache size    93209, 4379962 req, miss ratio 0.1873, byte miss ratio 0.1873
result/tencentBlock.ns1308.oracleGeneral.zst clock2 cache size   186419, 4379962 req, miss ratio 0.1271, byte miss ratio 0.1271
result/tencentBlock.ns1308.oracleGeneral.zst clock2 cache size   372839, 4379962 req, miss ratio 0.1071, byte miss ratio 0.1071
result/tencentBlock.ns1308.oracleGeneral.zst LIRS cache size      466, 4379962 req, miss ratio 0.5314, byte miss ratio 0.5314
result/tencentBlock.ns1308.oracleGeneral.zst LIRS cache size     1398, 4379962 req, miss ratio 0.3693, byte miss ratio 0.3693
result/tencentBlock.ns1308.oracleGeneral.zst LIRS cache size     4660, 4379962 req, miss ratio 0.3028, byte miss ratio 0.3028
result/tencentBlock.ns1308.oracleGeneral.zst LIRS cache size    13981, 4379962 req, miss ratio 0.2639, byte miss ratio 0.2639
result/tencentBlock.ns1308.oracleGeneral.zst LIRS cache size    46604, 4379962 req, miss ratio 0.2193, byte miss ratio 0.2193
result/tencentBlock.ns1308.oracleGeneral.zst LIRS cache size    93209, 4379962 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns1308.oracleGeneral.zst LIRS cache size   186419, 4379962 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns1308.oracleGeneral.zst LIRS cache size   372839, 4379962 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns1308.oracleGeneral.zst LeCaR cache size      466, 4379962 req, miss ratio 0.4992, byte miss ratio 0.4992
result/tencentBlock.ns1308.oracleGeneral.zst LeCaR cache size     1398, 4379962 req, miss ratio 0.4061, byte miss ratio 0.4061
result/tencentBlock.ns1308.oracleGeneral.zst LeCaR cache size     4660, 4379962 req, miss ratio 0.2960, byte miss ratio 0.2960
result/tencentBlock.ns1308.oracleGeneral.zst LeCaR cache size    13981, 4379962 req, miss ratio 0.2725, byte miss ratio 0.2725
result/tencentBlock.ns1308.oracleGeneral.zst LeCaR cache size    46604, 4379962 req, miss ratio 0.2072, byte miss ratio 0.2072
result/tencentBlock.ns1308.oracleGeneral.zst LeCaR cache size    93209, 4379962 req, miss ratio 0.1551, byte miss ratio 0.1551
result/tencentBlock.ns1308.oracleGeneral.zst LeCaR cache size   186419, 4379962 req, miss ratio 0.1167, byte miss ratio 0.1167
result/tencentBlock.ns1308.oracleGeneral.zst LeCaR cache size   372839, 4379962 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns1308.oracleGeneral.zst Cacheus cache size      466, 4379962 req, miss ratio 0.4942, byte miss ratio 0.4942
result/tencentBlock.ns1308.oracleGeneral.zst Cacheus cache size     1398, 4379962 req, miss ratio 0.3856, byte miss ratio 0.3856
result/tencentBlock.ns1308.oracleGeneral.zst Cacheus cache size     4660, 4379962 req, miss ratio 0.2926, byte miss ratio 0.2926
result/tencentBlock.ns1308.oracleGeneral.zst Cacheus cache size    13981, 4379962 req, miss ratio 0.2631, byte miss ratio 0.2631
result/tencentBlock.ns1308.oracleGeneral.zst Cacheus cache size    46604, 4379962 req, miss ratio 0.2130, byte miss ratio 0.2130
result/tencentBlock.ns1308.oracleGeneral.zst Cacheus cache size    93209, 4379962 req, miss ratio 0.1550, byte miss ratio 0.1550
result/tencentBlock.ns1308.oracleGeneral.zst Cacheus cache size   186419, 4379962 req, miss ratio 0.1155, byte miss ratio 0.1155
result/tencentBlock.ns1308.oracleGeneral.zst Cacheus cache size   372839, 4379962 req, miss ratio 0.1071, byte miss ratio 0.1071
result/tencentBlock.ns1308.oracleGeneral.zst FIFO cache size      466, 4379962 req, miss ratio 0.5778, byte miss ratio 0.5778
