result/tencentBlock.ns24398.oracleGeneral.zst S3FIFO-1 cache size      493, 1916642 req, miss ratio 0.4797, byte miss ratio 0.4797
result/tencentBlock.ns24398.oracleGeneral.zst S3FIFO-1 cache size     1481, 1916642 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns24398.oracleGeneral.zst S3FIFO-1 cache size     4937, 1916642 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns24398.oracleGeneral.zst S3FIFO-1 cache size    14811, 1916642 req, miss ratio 0.3977, byte miss ratio 0.3977
result/tencentBlock.ns24398.oracleGeneral.zst S3FIFO-1 cache size    49370, 1916642 req, miss ratio 0.3910, byte miss ratio 0.3910
result/tencentBlock.ns24398.oracleGeneral.zst S3FIFO-1 cache size    98740, 1916642 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns24398.oracleGeneral.zst S3FIFO-1 cache size   197480, 1916642 req, miss ratio 0.3304, byte miss ratio 0.3304
result/tencentBlock.ns24398.oracleGeneral.zst S3FIFO-1 cache size   394960, 1916642 req, miss ratio 0.2701, byte miss ratio 0.2701
result/tencentBlock.ns24398.oracleGeneral.zst clock2 cache size      493, 1916642 req, miss ratio 0.5449, byte miss ratio 0.5449
result/tencentBlock.ns24398.oracleGeneral.zst clock2 cache size     1481, 1916642 req, miss ratio 0.4440, byte miss ratio 0.4440
result/tencentBlock.ns24398.oracleGeneral.zst clock2 cache size     4937, 1916642 req, miss ratio 0.4332, byte miss ratio 0.4332
result/tencentBlock.ns24398.oracleGeneral.zst clock2 cache size    14811, 1916642 req, miss ratio 0.4205, byte miss ratio 0.4205
result/tencentBlock.ns24398.oracleGeneral.zst clock2 cache size    49370, 1916642 req, miss ratio 0.3975, byte miss ratio 0.3975
result/tencentBlock.ns24398.oracleGeneral.zst clock2 cache size    98740, 1916642 req, miss ratio 0.3894, byte miss ratio 0.3894
result/tencentBlock.ns24398.oracleGeneral.zst clock2 cache size   197480, 1916642 req, miss ratio 0.3356, byte miss ratio 0.3356
result/tencentBlock.ns24398.oracleGeneral.zst clock2 cache size   394960, 1916642 req, miss ratio 0.2701, byte miss ratio 0.2701
