result/tencentBlock.ns19140.oracleGeneral.zst LeCaR cache size      121, 7785245 req, miss ratio 0.8168, byte miss ratio 0.8168
result/tencentBlock.ns19140.oracleGeneral.zst LeCaR cache size      364, 7785245 req, miss ratio 0.7420, byte miss ratio 0.7420
result/tencentBlock.ns19140.oracleGeneral.zst LeCaR cache size     1213, 7785245 req, miss ratio 0.7217, byte miss ratio 0.7217
result/tencentBlock.ns19140.oracleGeneral.zst LeCaR cache size     3640, 7785245 req, miss ratio 0.7148, byte miss ratio 0.7148
result/tencentBlock.ns19140.oracleGeneral.zst LeCaR cache size    12135, 7785245 req, miss ratio 0.4022, byte miss ratio 0.4022
result/tencentBlock.ns19140.oracleGeneral.zst LeCaR cache size    24271, 7785245 req, miss ratio 0.1277, byte miss ratio 0.1277
result/tencentBlock.ns19140.oracleGeneral.zst LeCaR cache size    48542, 7785245 req, miss ratio 0.0312, byte miss ratio 0.0312
result/tencentBlock.ns19140.oracleGeneral.zst LeCaR cache size    97085, 7785245 req, miss ratio 0.0160, byte miss ratio 0.0160
result/tencentBlock.ns19140.oracleGeneral.zst FIFO cache size      121, 7785245 req, miss ratio 0.8485, byte miss ratio 0.8485
result/tencentBlock.ns19140.oracleGeneral.zst FIFO cache size      364, 7785245 req, miss ratio 0.7699, byte miss ratio 0.7699
result/tencentBlock.ns19140.oracleGeneral.zst FIFO cache size     1213, 7785245 req, miss ratio 0.7305, byte miss ratio 0.7305
result/tencentBlock.ns19140.oracleGeneral.zst FIFO cache size     3640, 7785245 req, miss ratio 0.7194, byte miss ratio 0.7194
result/tencentBlock.ns19140.oracleGeneral.zst FIFO cache size    12135, 7785245 req, miss ratio 0.4382, byte miss ratio 0.4382
result/tencentBlock.ns19140.oracleGeneral.zst FIFO cache size    24271, 7785245 req, miss ratio 0.2259, byte miss ratio 0.2259
result/tencentBlock.ns19140.oracleGeneral.zst FIFO cache size    48542, 7785245 req, miss ratio 0.0623, byte miss ratio 0.0623
result/tencentBlock.ns19140.oracleGeneral.zst FIFO cache size    97085, 7785245 req, miss ratio 0.0222, byte miss ratio 0.0222
result/tencentBlock.ns19140.oracleGeneral.zst LHD cache size      121, 7785245 req, miss ratio 0.8081, byte miss ratio 0.8081
result/tencentBlock.ns19140.oracleGeneral.zst LHD cache size      364, 7785245 req, miss ratio 0.7448, byte miss ratio 0.7448
result/tencentBlock.ns19140.oracleGeneral.zst LHD cache size     1213, 7785245 req, miss ratio 0.7221, byte miss ratio 0.7221
result/tencentBlock.ns19140.oracleGeneral.zst LHD cache size     3640, 7785245 req, miss ratio 0.6378, byte miss ratio 0.6378
result/tencentBlock.ns19140.oracleGeneral.zst LHD cache size    12135, 7785245 req, miss ratio 0.3405, byte miss ratio 0.3405
result/tencentBlock.ns19140.oracleGeneral.zst LHD cache size    24271, 7785245 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns19140.oracleGeneral.zst LHD cache size    48542, 7785245 req, miss ratio 0.0310, byte miss ratio 0.0310
result/tencentBlock.ns19140.oracleGeneral.zst LHD cache size    97085, 7785245 req, miss ratio 0.0164, byte miss ratio 0.0164
result/tencentBlock.ns19140.oracleGeneral.zst clock2 cache size      121, 7785245 req, miss ratio 0.8210, byte miss ratio 0.8210
result/tencentBlock.ns19140.oracleGeneral.zst clock2 cache size      364, 7785245 req, miss ratio 0.7454, byte miss ratio 0.7454
result/tencentBlock.ns19140.oracleGeneral.zst clock2 cache size     1213, 7785245 req, miss ratio 0.7232, byte miss ratio 0.7232
result/tencentBlock.ns19140.oracleGeneral.zst clock2 cache size     3640, 7785245 req, miss ratio 0.7169, byte miss ratio 0.7169
