result/tencentBlock.ns5719.oracleGeneral.zst clock2 cache size      109, 1819129 req, miss ratio 0.3151, byte miss ratio 0.3151
result/tencentBlock.ns5719.oracleGeneral.zst clock2 cache size      329, 1819129 req, miss ratio 0.2384, byte miss ratio 0.2384
result/tencentBlock.ns5719.oracleGeneral.zst clock2 cache size     1098, 1819129 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns5719.oracleGeneral.zst clock2 cache size     3296, 1819129 req, miss ratio 0.1673, byte miss ratio 0.1673
result/tencentBlock.ns5719.oracleGeneral.zst clock2 cache size    10988, 1819129 req, miss ratio 0.1367, byte miss ratio 0.1367
result/tencentBlock.ns5719.oracleGeneral.zst clock2 cache size    21977, 1819129 req, miss ratio 0.1105, byte miss ratio 0.1105
result/tencentBlock.ns5719.oracleGeneral.zst clock2 cache size    43955, 1819129 req, miss ratio 0.0735, byte miss ratio 0.0735
result/tencentBlock.ns5719.oracleGeneral.zst clock2 cache size    87910, 1819129 req, miss ratio 0.0608, byte miss ratio 0.0608
result/tencentBlock.ns5719.oracleGeneral.zst Clock cache size      109, 1819129 req, miss ratio 0.3161, byte miss ratio 0.3161
result/tencentBlock.ns5719.oracleGeneral.zst Clock cache size      329, 1819129 req, miss ratio 0.2382, byte miss ratio 0.2382
result/tencentBlock.ns5719.oracleGeneral.zst Clock cache size     1098, 1819129 req, miss ratio 0.1930, byte miss ratio 0.1930
result/tencentBlock.ns5719.oracleGeneral.zst Clock cache size     3296, 1819129 req, miss ratio 0.1685, byte miss ratio 0.1685
result/tencentBlock.ns5719.oracleGeneral.zst Clock cache size    10988, 1819129 req, miss ratio 0.1358, byte miss ratio 0.1358
result/tencentBlock.ns5719.oracleGeneral.zst Clock cache size    21977, 1819129 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns5719.oracleGeneral.zst Clock cache size    43955, 1819129 req, miss ratio 0.0732, byte miss ratio 0.0732
result/tencentBlock.ns5719.oracleGeneral.zst Clock cache size    87910, 1819129 req, miss ratio 0.0608, byte miss ratio 0.0608
result/tencentBlock.ns5719.oracleGeneral.zst S3FIFO-1 cache size      109, 1819129 req, miss ratio 0.2826, byte miss ratio 0.2826
result/tencentBlock.ns5719.oracleGeneral.zst S3FIFO-1 cache size      329, 1819129 req, miss ratio 0.2222, byte miss ratio 0.2222
result/tencentBlock.ns5719.oracleGeneral.zst S3FIFO-1 cache size     1098, 1819129 req, miss ratio 0.1762, byte miss ratio 0.1762
result/tencentBlock.ns5719.oracleGeneral.zst S3FIFO-1 cache size     3296, 1819129 req, miss ratio 0.1579, byte miss ratio 0.1579
result/tencentBlock.ns5719.oracleGeneral.zst S3FIFO-1 cache size    10988, 1819129 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns5719.oracleGeneral.zst S3FIFO-1 cache size    21977, 1819129 req, miss ratio 0.1027, byte miss ratio 0.1027
result/tencentBlock.ns5719.oracleGeneral.zst S3FIFO-1 cache size    43955, 1819129 req, miss ratio 0.0758, byte miss ratio 0.0758
result/tencentBlock.ns5719.oracleGeneral.zst S3FIFO-1 cache size    87910, 1819129 req, miss ratio 0.0608, byte miss ratio 0.0608
result/tencentBlock.ns5719.oracleGeneral.zst LRU cache size      109, 1819129 req, miss ratio 0.3212, byte miss ratio 0.3212
result/tencentBlock.ns5719.oracleGeneral.zst LRU cache size      329, 1819129 req, miss ratio 0.2389, byte miss ratio 0.2389
result/tencentBlock.ns5719.oracleGeneral.zst LRU cache size     1098, 1819129 req, miss ratio 0.1942, byte miss ratio 0.1942
result/tencentBlock.ns5719.oracleGeneral.zst LRU cache size     3296, 1819129 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns5719.oracleGeneral.zst LRU cache size    10988, 1819129 req, miss ratio 0.1349, byte miss ratio 0.1349
result/tencentBlock.ns5719.oracleGeneral.zst LRU cache size    21977, 1819129 req, miss ratio 0.1009, byte miss ratio 0.1009
result/tencentBlock.ns5719.oracleGeneral.zst LRU cache size    43955, 1819129 req, miss ratio 0.0712, byte miss ratio 0.0712
result/tencentBlock.ns5719.oracleGeneral.zst LRU cache size    87910, 1819129 req, miss ratio 0.0611, byte miss ratio 0.0611
result/tencentBlock.ns5719.oracleGeneral.zst FIFO cache size      109, 1819129 req, miss ratio 0.3801, byte miss ratio 0.3801
result/tencentBlock.ns5719.oracleGeneral.zst FIFO cache size      329, 1819129 req, miss ratio 0.2748, byte miss ratio 0.2748
result/tencentBlock.ns5719.oracleGeneral.zst FIFO cache size     1098, 1819129 req, miss ratio 0.2142, byte miss ratio 0.2142
result/tencentBlock.ns5719.oracleGeneral.zst FIFO cache size     3296, 1819129 req, miss ratio 0.1820, byte miss ratio 0.1820
result/tencentBlock.ns5719.oracleGeneral.zst FIFO cache size    10988, 1819129 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns5719.oracleGeneral.zst FIFO cache size    21977, 1819129 req, miss ratio 0.1114, byte miss ratio 0.1114
result/tencentBlock.ns5719.oracleGeneral.zst FIFO cache size    43955, 1819129 req, miss ratio 0.0770, byte miss ratio 0.0770
result/tencentBlock.ns5719.oracleGeneral.zst FIFO cache size    87910, 1819129 req, miss ratio 0.0648, byte miss ratio 0.0648
result/tencentBlock.ns5719.oracleGeneral.zst LeCaR cache size      109, 1819129 req, miss ratio 0.3084, byte miss ratio 0.3084
result/tencentBlock.ns5719.oracleGeneral.zst LeCaR cache size      329, 1819129 req, miss ratio 0.2362, byte miss ratio 0.2362
result/tencentBlock.ns5719.oracleGeneral.zst LeCaR cache size     1098, 1819129 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns5719.oracleGeneral.zst LeCaR cache size     3296, 1819129 req, miss ratio 0.1654, byte miss ratio 0.1654
result/tencentBlock.ns5719.oracleGeneral.zst LeCaR cache size    10988, 1819129 req, miss ratio 0.1334, byte miss ratio 0.1334
result/tencentBlock.ns5719.oracleGeneral.zst LeCaR cache size    21977, 1819129 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns5719.oracleGeneral.zst LeCaR cache size    43955, 1819129 req, miss ratio 0.0727, byte miss ratio 0.0727
result/tencentBlock.ns5719.oracleGeneral.zst LeCaR cache size    87910, 1819129 req, miss ratio 0.0608, byte miss ratio 0.0608
result/tencentBlock.ns5719.oracleGeneral.zst Cacheus cache size      109, 1819129 req, miss ratio 0.2962, byte miss ratio 0.2962
