result/tencentBlock.ns18727.oracleGeneral.zst Cacheus cache size      101, 10087143 req, miss ratio 0.7736, byte miss ratio 0.7736
result/tencentBlock.ns18727.oracleGeneral.zst Cacheus cache size      305, 10087143 req, miss ratio 0.6393, byte miss ratio 0.6393
result/tencentBlock.ns18727.oracleGeneral.zst Cacheus cache size     1019, 10087143 req, miss ratio 0.0815, byte miss ratio 0.0815
result/tencentBlock.ns18727.oracleGeneral.zst Cacheus cache size     3059, 10087143 req, miss ratio 0.0568, byte miss ratio 0.0568
result/tencentBlock.ns18727.oracleGeneral.zst Cacheus cache size    10197, 10087143 req, miss ratio 0.0541, byte miss ratio 0.0541
result/tencentBlock.ns18727.oracleGeneral.zst Cacheus cache size    20394, 10087143 req, miss ratio 0.0454, byte miss ratio 0.0454
result/tencentBlock.ns18727.oracleGeneral.zst Cacheus cache size    40789, 10087143 req, miss ratio 0.0353, byte miss ratio 0.0353
result/tencentBlock.ns18727.oracleGeneral.zst Cacheus cache size    81579, 10087143 req, miss ratio 0.0116, byte miss ratio 0.0116
result/tencentBlock.ns18727.oracleGeneral.zst ARC cache size      101, 10087143 req, miss ratio 0.7053, byte miss ratio 0.7053
result/tencentBlock.ns18727.oracleGeneral.zst ARC cache size      305, 10087143 req, miss ratio 0.5255, byte miss ratio 0.5255
result/tencentBlock.ns18727.oracleGeneral.zst ARC cache size     1019, 10087143 req, miss ratio 0.0735, byte miss ratio 0.0735
result/tencentBlock.ns18727.oracleGeneral.zst ARC cache size     3059, 10087143 req, miss ratio 0.0563, byte miss ratio 0.0563
result/tencentBlock.ns18727.oracleGeneral.zst ARC cache size    10197, 10087143 req, miss ratio 0.0531, byte miss ratio 0.0531
result/tencentBlock.ns18727.oracleGeneral.zst ARC cache size    20394, 10087143 req, miss ratio 0.0435, byte miss ratio 0.0435
result/tencentBlock.ns18727.oracleGeneral.zst ARC cache size    40789, 10087143 req, miss ratio 0.0338, byte miss ratio 0.0338
result/tencentBlock.ns18727.oracleGeneral.zst ARC cache size    81579, 10087143 req, miss ratio 0.0102, byte miss ratio 0.0102
result/tencentBlock.ns18727.oracleGeneral.zst LIRS cache size      101, 10087143 req, miss ratio 0.7022, byte miss ratio 0.7022
