result/tencentBlock.ns8852.oracleGeneral.zst LHD cache size      202, 1606258 req, miss ratio 0.4992, byte miss ratio 0.4992
result/tencentBlock.ns8852.oracleGeneral.zst LHD cache size      606, 1606258 req, miss ratio 0.4795, byte miss ratio 0.4795
result/tencentBlock.ns8852.oracleGeneral.zst LHD cache size     2021, 1606258 req, miss ratio 0.4486, byte miss ratio 0.4486
result/tencentBlock.ns8852.oracleGeneral.zst LHD cache size     6065, 1606258 req, miss ratio 0.4027, byte miss ratio 0.4027
result/tencentBlock.ns8852.oracleGeneral.zst LHD cache size    20219, 1606258 req, miss ratio 0.3655, byte miss ratio 0.3655
result/tencentBlock.ns8852.oracleGeneral.zst LHD cache size    40438, 1606258 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns8852.oracleGeneral.zst LHD cache size    80877, 1606258 req, miss ratio 0.1794, byte miss ratio 0.1794
result/tencentBlock.ns8852.oracleGeneral.zst LHD cache size   161754, 1606258 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns8852.oracleGeneral.zst LRU cache size      202, 1606258 req, miss ratio 0.5208, byte miss ratio 0.5208
result/tencentBlock.ns8852.oracleGeneral.zst LRU cache size      606, 1606258 req, miss ratio 0.4794, byte miss ratio 0.4794
result/tencentBlock.ns8852.oracleGeneral.zst LRU cache size     2021, 1606258 req, miss ratio 0.4541, byte miss ratio 0.4541
result/tencentBlock.ns8852.oracleGeneral.zst LRU cache size     6065, 1606258 req, miss ratio 0.4142, byte miss ratio 0.4142
result/tencentBlock.ns8852.oracleGeneral.zst LRU cache size    20219, 1606258 req, miss ratio 0.3853, byte miss ratio 0.3853
result/tencentBlock.ns8852.oracleGeneral.zst LRU cache size    40438, 1606258 req, miss ratio 0.3265, byte miss ratio 0.3265
result/tencentBlock.ns8852.oracleGeneral.zst LRU cache size    80877, 1606258 req, miss ratio 0.1883, byte miss ratio 0.1883
result/tencentBlock.ns8852.oracleGeneral.zst LRU cache size   161754, 1606258 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns8852.oracleGeneral.zst ARC cache size      202, 1606258 req, miss ratio 0.4903, byte miss ratio 0.4903
result/tencentBlock.ns8852.oracleGeneral.zst ARC cache size      606, 1606258 req, miss ratio 0.4738, byte miss ratio 0.4738
result/tencentBlock.ns8852.oracleGeneral.zst ARC cache size     2021, 1606258 req, miss ratio 0.4121, byte miss ratio 0.4121
result/tencentBlock.ns8852.oracleGeneral.zst ARC cache size     6065, 1606258 req, miss ratio 0.3896, byte miss ratio 0.3896
