result/tencentBlock.ns12374.oracleGeneral.zst Cacheus cache size      328, 3080575 req, miss ratio 0.4618, byte miss ratio 0.4618
result/tencentBlock.ns12374.oracleGeneral.zst Cacheus cache size      984, 3080575 req, miss ratio 0.3837, byte miss ratio 0.3837
result/tencentBlock.ns12374.oracleGeneral.zst Cacheus cache size     3282, 3080575 req, miss ratio 0.2801, byte miss ratio 0.2801
result/tencentBlock.ns12374.oracleGeneral.zst Cacheus cache size     9846, 3080575 req, miss ratio 0.2609, byte miss ratio 0.2609
result/tencentBlock.ns12374.oracleGeneral.zst Cacheus cache size    32823, 3080575 req, miss ratio 0.1859, byte miss ratio 0.1859
result/tencentBlock.ns12374.oracleGeneral.zst Cacheus cache size    65646, 3080575 req, miss ratio 0.1543, byte miss ratio 0.1543
result/tencentBlock.ns12374.oracleGeneral.zst Cacheus cache size   131292, 3080575 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns12374.oracleGeneral.zst Cacheus cache size   262585, 3080575 req, miss ratio 0.1070, byte miss ratio 0.1070
result/tencentBlock.ns12374.oracleGeneral.zst S3FIFO-1 cache size      328, 3080575 req, miss ratio 0.4700, byte miss ratio 0.4700
result/tencentBlock.ns12374.oracleGeneral.zst S3FIFO-1 cache size      984, 3080575 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns12374.oracleGeneral.zst S3FIFO-1 cache size     3282, 3080575 req, miss ratio 0.2733, byte miss ratio 0.2733
result/tencentBlock.ns12374.oracleGeneral.zst S3FIFO-1 cache size     9846, 3080575 req, miss ratio 0.2400, byte miss ratio 0.2400
result/tencentBlock.ns12374.oracleGeneral.zst S3FIFO-1 cache size    32823, 3080575 req, miss ratio 0.1933, byte miss ratio 0.1933
result/tencentBlock.ns12374.oracleGeneral.zst S3FIFO-1 cache size    65646, 3080575 req, miss ratio 0.1491, byte miss ratio 0.1491
result/tencentBlock.ns12374.oracleGeneral.zst S3FIFO-1 cache size   131292, 3080575 req, miss ratio 0.1169, byte miss ratio 0.1169
result/tencentBlock.ns12374.oracleGeneral.zst S3FIFO-1 cache size   262585, 3080575 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns12374.oracleGeneral.zst clock2 cache size      328, 3080575 req, miss ratio 0.4766, byte miss ratio 0.4766
result/tencentBlock.ns12374.oracleGeneral.zst clock2 cache size      984, 3080575 req, miss ratio 0.4077, byte miss ratio 0.4077
result/tencentBlock.ns12374.oracleGeneral.zst clock2 cache size     3282, 3080575 req, miss ratio 0.2918, byte miss ratio 0.2918
result/tencentBlock.ns12374.oracleGeneral.zst clock2 cache size     9846, 3080575 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns12374.oracleGeneral.zst clock2 cache size    32823, 3080575 req, miss ratio 0.1989, byte miss ratio 0.1989
result/tencentBlock.ns12374.oracleGeneral.zst clock2 cache size    65646, 3080575 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns12374.oracleGeneral.zst clock2 cache size   131292, 3080575 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns12374.oracleGeneral.zst clock2 cache size   262585, 3080575 req, miss ratio 0.1071, byte miss ratio 0.1071
result/tencentBlock.ns12374.oracleGeneral.zst ARC cache size      328, 3080575 req, miss ratio 0.4581, byte miss ratio 0.4581
result/tencentBlock.ns12374.oracleGeneral.zst ARC cache size      984, 3080575 req, miss ratio 0.3807, byte miss ratio 0.3807
result/tencentBlock.ns12374.oracleGeneral.zst ARC cache size     3282, 3080575 req, miss ratio 0.2750, byte miss ratio 0.2750
result/tencentBlock.ns12374.oracleGeneral.zst ARC cache size     9846, 3080575 req, miss ratio 0.2438, byte miss ratio 0.2438
result/tencentBlock.ns12374.oracleGeneral.zst ARC cache size    32823, 3080575 req, miss ratio 0.1848, byte miss ratio 0.1848
result/tencentBlock.ns12374.oracleGeneral.zst ARC cache size    65646, 3080575 req, miss ratio 0.1490, byte miss ratio 0.1490
result/tencentBlock.ns12374.oracleGeneral.zst ARC cache size   131292, 3080575 req, miss ratio 0.1146, byte miss ratio 0.1146
result/tencentBlock.ns12374.oracleGeneral.zst ARC cache size   262585, 3080575 req, miss ratio 0.1072, byte miss ratio 0.1072
result/tencentBlock.ns12374.oracleGeneral.zst LIRS cache size      328, 3080575 req, miss ratio 0.4973, byte miss ratio 0.4973
result/tencentBlock.ns12374.oracleGeneral.zst LIRS cache size      984, 3080575 req, miss ratio 0.3920, byte miss ratio 0.3920
result/tencentBlock.ns12374.oracleGeneral.zst LIRS cache size     3282, 3080575 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns12374.oracleGeneral.zst LIRS cache size     9846, 3080575 req, miss ratio 0.2423, byte miss ratio 0.2423
result/tencentBlock.ns12374.oracleGeneral.zst LIRS cache size    32823, 3080575 req, miss ratio 0.1972, byte miss ratio 0.1972
result/tencentBlock.ns12374.oracleGeneral.zst LIRS cache size    65646, 3080575 req, miss ratio 0.1578, byte miss ratio 0.1578
result/tencentBlock.ns12374.oracleGeneral.zst LIRS cache size   131292, 3080575 req, miss ratio 0.1236, byte miss ratio 0.1236
