result/tencentBlock.ns4296.oracleGeneral.zst LRU cache size      415, 3881936 req, miss ratio 0.4992, byte miss ratio 0.4992
result/tencentBlock.ns4296.oracleGeneral.zst LRU cache size     1246, 3881936 req, miss ratio 0.4150, byte miss ratio 0.4150
result/tencentBlock.ns4296.oracleGeneral.zst LRU cache size     4154, 3881936 req, miss ratio 0.3146, byte miss ratio 0.3146
result/tencentBlock.ns4296.oracleGeneral.zst LRU cache size    12462, 3881936 req, miss ratio 0.2813, byte miss ratio 0.2813
result/tencentBlock.ns4296.oracleGeneral.zst LRU cache size    41543, 3881936 req, miss ratio 0.2218, byte miss ratio 0.2218
result/tencentBlock.ns4296.oracleGeneral.zst LRU cache size    83086, 3881936 req, miss ratio 0.1696, byte miss ratio 0.1696
result/tencentBlock.ns4296.oracleGeneral.zst LRU cache size   166172, 3881936 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns4296.oracleGeneral.zst LRU cache size   332345, 3881936 req, miss ratio 0.1083, byte miss ratio 0.1083
result/tencentBlock.ns4296.oracleGeneral.zst LIRS cache size      415, 3881936 req, miss ratio 0.5246, byte miss ratio 0.5246
result/tencentBlock.ns4296.oracleGeneral.zst LIRS cache size     1246, 3881936 req, miss ratio 0.3853, byte miss ratio 0.3853
result/tencentBlock.ns4296.oracleGeneral.zst LIRS cache size     4154, 3881936 req, miss ratio 0.3075, byte miss ratio 0.3075
result/tencentBlock.ns4296.oracleGeneral.zst LIRS cache size    12462, 3881936 req, miss ratio 0.2725, byte miss ratio 0.2725
result/tencentBlock.ns4296.oracleGeneral.zst LIRS cache size    41543, 3881936 req, miss ratio 0.2270, byte miss ratio 0.2270
result/tencentBlock.ns4296.oracleGeneral.zst LIRS cache size    83086, 3881936 req, miss ratio 0.1783, byte miss ratio 0.1783
result/tencentBlock.ns4296.oracleGeneral.zst LIRS cache size   166172, 3881936 req, miss ratio 0.1278, byte miss ratio 0.1278
result/tencentBlock.ns4296.oracleGeneral.zst LIRS cache size   332345, 3881936 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns4296.oracleGeneral.zst Clock cache size      415, 3881936 req, miss ratio 0.4965, byte miss ratio 0.4965
result/tencentBlock.ns4296.oracleGeneral.zst Clock cache size     1246, 3881936 req, miss ratio 0.4149, byte miss ratio 0.4149
result/tencentBlock.ns4296.oracleGeneral.zst Clock cache size     4154, 3881936 req, miss ratio 0.3110, byte miss ratio 0.3110
result/tencentBlock.ns4296.oracleGeneral.zst Clock cache size    12462, 3881936 req, miss ratio 0.2821, byte miss ratio 0.2821
result/tencentBlock.ns4296.oracleGeneral.zst Clock cache size    41543, 3881936 req, miss ratio 0.2272, byte miss ratio 0.2272
result/tencentBlock.ns4296.oracleGeneral.zst Clock cache size    83086, 3881936 req, miss ratio 0.1874, byte miss ratio 0.1874
result/tencentBlock.ns4296.oracleGeneral.zst Clock cache size   166172, 3881936 req, miss ratio 0.1250, byte miss ratio 0.1250
result/tencentBlock.ns4296.oracleGeneral.zst Clock cache size   332345, 3881936 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns4296.oracleGeneral.zst S3FIFO-1 cache size      415, 3881936 req, miss ratio 0.4980, byte miss ratio 0.4980
result/tencentBlock.ns4296.oracleGeneral.zst S3FIFO-1 cache size     1246, 3881936 req, miss ratio 0.3582, byte miss ratio 0.3582
result/tencentBlock.ns4296.oracleGeneral.zst S3FIFO-1 cache size     4154, 3881936 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns4296.oracleGeneral.zst S3FIFO-1 cache size    12462, 3881936 req, miss ratio 0.2687, byte miss ratio 0.2687
result/tencentBlock.ns4296.oracleGeneral.zst S3FIFO-1 cache size    41543, 3881936 req, miss ratio 0.2276, byte miss ratio 0.2276
result/tencentBlock.ns4296.oracleGeneral.zst S3FIFO-1 cache size    83086, 3881936 req, miss ratio 0.1785, byte miss ratio 0.1785
