result/tencentBlock.ns13464.oracleGeneral.zst LRU cache size      295, 3842900 req, miss ratio 0.3103, byte miss ratio 0.3103
result/tencentBlock.ns13464.oracleGeneral.zst LRU cache size      887, 3842900 req, miss ratio 0.2757, byte miss ratio 0.2757
result/tencentBlock.ns13464.oracleGeneral.zst LRU cache size     2957, 3842900 req, miss ratio 0.2646, byte miss ratio 0.2646
result/tencentBlock.ns13464.oracleGeneral.zst LRU cache size     8872, 3842900 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns13464.oracleGeneral.zst LRU cache size    29573, 3842900 req, miss ratio 0.2265, byte miss ratio 0.2265
result/tencentBlock.ns13464.oracleGeneral.zst LRU cache size    59147, 3842900 req, miss ratio 0.1839, byte miss ratio 0.1839
result/tencentBlock.ns13464.oracleGeneral.zst LRU cache size   118294, 3842900 req, miss ratio 0.1100, byte miss ratio 0.1100
result/tencentBlock.ns13464.oracleGeneral.zst LRU cache size   236588, 3842900 req, miss ratio 0.0785, byte miss ratio 0.0785
result/tencentBlock.ns13464.oracleGeneral.zst LIRS cache size      295, 3842900 req, miss ratio 0.2854, byte miss ratio 0.2854
result/tencentBlock.ns13464.oracleGeneral.zst LIRS cache size      887, 3842900 req, miss ratio 0.2676, byte miss ratio 0.2676
result/tencentBlock.ns13464.oracleGeneral.zst LIRS cache size     2957, 3842900 req, miss ratio 0.2545, byte miss ratio 0.2545
result/tencentBlock.ns13464.oracleGeneral.zst LIRS cache size     8872, 3842900 req, miss ratio 0.2383, byte miss ratio 0.2383
result/tencentBlock.ns13464.oracleGeneral.zst LIRS cache size    29573, 3842900 req, miss ratio 0.1882, byte miss ratio 0.1882
result/tencentBlock.ns13464.oracleGeneral.zst LIRS cache size    59147, 3842900 req, miss ratio 0.1443, byte miss ratio 0.1443
result/tencentBlock.ns13464.oracleGeneral.zst LIRS cache size   118294, 3842900 req, miss ratio 0.0951, byte miss ratio 0.0951
result/tencentBlock.ns13464.oracleGeneral.zst LIRS cache size   236588, 3842900 req, miss ratio 0.0795, byte miss ratio 0.0795
result/tencentBlock.ns13464.oracleGeneral.zst S3FIFO-1 cache size      295, 3842900 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns13464.oracleGeneral.zst S3FIFO-1 cache size      887, 3842900 req, miss ratio 0.2637, byte miss ratio 0.2637
result/tencentBlock.ns13464.oracleGeneral.zst S3FIFO-1 cache size     2957, 3842900 req, miss ratio 0.2515, byte miss ratio 0.2515
result/tencentBlock.ns13464.oracleGeneral.zst S3FIFO-1 cache size     8872, 3842900 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns13464.oracleGeneral.zst S3FIFO-1 cache size    29573, 3842900 req, miss ratio 0.1929, byte miss ratio 0.1929
result/tencentBlock.ns13464.oracleGeneral.zst S3FIFO-1 cache size    59147, 3842900 req, miss ratio 0.1573, byte miss ratio 0.1573
result/tencentBlock.ns13464.oracleGeneral.zst S3FIFO-1 cache size   118294, 3842900 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns13464.oracleGeneral.zst S3FIFO-1 cache size   236588, 3842900 req, miss ratio 0.0785, byte miss ratio 0.0785
result/tencentBlock.ns13464.oracleGeneral.zst Clock cache size      295, 3842900 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns13464.oracleGeneral.zst Clock cache size      887, 3842900 req, miss ratio 0.2742, byte miss ratio 0.2742
result/tencentBlock.ns13464.oracleGeneral.zst Clock cache size     2957, 3842900 req, miss ratio 0.2631, byte miss ratio 0.2631
result/tencentBlock.ns13464.oracleGeneral.zst Clock cache size     8872, 3842900 req, miss ratio 0.2514, byte miss ratio 0.2514
result/tencentBlock.ns13464.oracleGeneral.zst Clock cache size    29573, 3842900 req, miss ratio 0.2249, byte miss ratio 0.2249
result/tencentBlock.ns13464.oracleGeneral.zst Clock cache size    59147, 3842900 req, miss ratio 0.1841, byte miss ratio 0.1841
result/tencentBlock.ns13464.oracleGeneral.zst Clock cache size   118294, 3842900 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns13464.oracleGeneral.zst Clock cache size   236588, 3842900 req, miss ratio 0.0785, byte miss ratio 0.0785
result/tencentBlock.ns13464.oracleGeneral.zst ARC cache size      295, 3842900 req, miss ratio 0.2760, byte miss ratio 0.2760
result/tencentBlock.ns13464.oracleGeneral.zst ARC cache size      887, 3842900 req, miss ratio 0.2632, byte miss ratio 0.2632
result/tencentBlock.ns13464.oracleGeneral.zst ARC cache size     2957, 3842900 req, miss ratio 0.2522, byte miss ratio 0.2522
result/tencentBlock.ns13464.oracleGeneral.zst ARC cache size     8872, 3842900 req, miss ratio 0.2406, byte miss ratio 0.2406
result/tencentBlock.ns13464.oracleGeneral.zst ARC cache size    29573, 3842900 req, miss ratio 0.1950, byte miss ratio 0.1950
result/tencentBlock.ns13464.oracleGeneral.zst ARC cache size    59147, 3842900 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns13464.oracleGeneral.zst ARC cache size   118294, 3842900 req, miss ratio 0.0952, byte miss ratio 0.0952
result/tencentBlock.ns13464.oracleGeneral.zst ARC cache size   236588, 3842900 req, miss ratio 0.0785, byte miss ratio 0.0785
result/tencentBlock.ns13464.oracleGeneral.zst LHD cache size      295, 3842900 req, miss ratio 0.2892, byte miss ratio 0.2892
result/tencentBlock.ns13464.oracleGeneral.zst LHD cache size      887, 3842900 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns13464.oracleGeneral.zst LHD cache size     2957, 3842900 req, miss ratio 0.2604, byte miss ratio 0.2604
result/tencentBlock.ns13464.oracleGeneral.zst LHD cache size     8872, 3842900 req, miss ratio 0.2480, byte miss ratio 0.2480
result/tencentBlock.ns13464.oracleGeneral.zst LHD cache size    29573, 3842900 req, miss ratio 0.2102, byte miss ratio 0.2102
result/tencentBlock.ns13464.oracleGeneral.zst LHD cache size    59147, 3842900 req, miss ratio 0.1678, byte miss ratio 0.1678
result/tencentBlock.ns13464.oracleGeneral.zst LHD cache size   118294, 3842900 req, miss ratio 0.1053, byte miss ratio 0.1053
result/tencentBlock.ns13464.oracleGeneral.zst LHD cache size   236588, 3842900 req, miss ratio 0.0789, byte miss ratio 0.0789
result/tencentBlock.ns13464.oracleGeneral.zst LeCaR cache size      295, 3842900 req, miss ratio 0.3025, byte miss ratio 0.3025
result/tencentBlock.ns13464.oracleGeneral.zst LeCaR cache size      887, 3842900 req, miss ratio 0.2716, byte miss ratio 0.2716
result/tencentBlock.ns13464.oracleGeneral.zst LeCaR cache size     2957, 3842900 req, miss ratio 0.2614, byte miss ratio 0.2614
result/tencentBlock.ns13464.oracleGeneral.zst LeCaR cache size     8872, 3842900 req, miss ratio 0.2506, byte miss ratio 0.2506
result/tencentBlock.ns13464.oracleGeneral.zst LeCaR cache size    29573, 3842900 req, miss ratio 0.2238, byte miss ratio 0.2238
result/tencentBlock.ns13464.oracleGeneral.zst LeCaR cache size    59147, 3842900 req, miss ratio 0.1817, byte miss ratio 0.1817
result/tencentBlock.ns13464.oracleGeneral.zst LeCaR cache size   118294, 3842900 req, miss ratio 0.1015, byte miss ratio 0.1015
result/tencentBlock.ns13464.oracleGeneral.zst LeCaR cache size   236588, 3842900 req, miss ratio 0.0785, byte miss ratio 0.0785
result/tencentBlock.ns13464.oracleGeneral.zst Cacheus cache size      295, 3842900 req, miss ratio 0.2781, byte miss ratio 0.2781
