result/tencentBlock.ns8498.oracleGeneral.zst Clock cache size      352, 3932165 req, miss ratio 0.5435, byte miss ratio 0.5435
result/tencentBlock.ns8498.oracleGeneral.zst Clock cache size     1056, 3932165 req, miss ratio 0.4004, byte miss ratio 0.4004
result/tencentBlock.ns8498.oracleGeneral.zst Clock cache size     3521, 3932165 req, miss ratio 0.2499, byte miss ratio 0.2499
result/tencentBlock.ns8498.oracleGeneral.zst Clock cache size    10565, 3932165 req, miss ratio 0.2131, byte miss ratio 0.2131
result/tencentBlock.ns8498.oracleGeneral.zst Clock cache size    35217, 3932165 req, miss ratio 0.1489, byte miss ratio 0.1489
result/tencentBlock.ns8498.oracleGeneral.zst Clock cache size    70434, 3932165 req, miss ratio 0.1200, byte miss ratio 0.1200
result/tencentBlock.ns8498.oracleGeneral.zst Clock cache size   140869, 3932165 req, miss ratio 0.0992, byte miss ratio 0.0992
result/tencentBlock.ns8498.oracleGeneral.zst Clock cache size   281739, 3932165 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns8498.oracleGeneral.zst LRU cache size      352, 3932165 req, miss ratio 0.5494, byte miss ratio 0.5494
result/tencentBlock.ns8498.oracleGeneral.zst LRU cache size     1056, 3932165 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns8498.oracleGeneral.zst LRU cache size     3521, 3932165 req, miss ratio 0.2541, byte miss ratio 0.2541
result/tencentBlock.ns8498.oracleGeneral.zst LRU cache size    10565, 3932165 req, miss ratio 0.2134, byte miss ratio 0.2134
result/tencentBlock.ns8498.oracleGeneral.zst LRU cache size    35217, 3932165 req, miss ratio 0.1447, byte miss ratio 0.1447
result/tencentBlock.ns8498.oracleGeneral.zst LRU cache size    70434, 3932165 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns8498.oracleGeneral.zst LRU cache size   140869, 3932165 req, miss ratio 0.0978, byte miss ratio 0.0978
result/tencentBlock.ns8498.oracleGeneral.zst LRU cache size   281739, 3932165 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns8498.oracleGeneral.zst FIFO cache size      352, 3932165 req, miss ratio 0.6233, byte miss ratio 0.6233
result/tencentBlock.ns8498.oracleGeneral.zst FIFO cache size     1056, 3932165 req, miss ratio 0.4508, byte miss ratio 0.4508
result/tencentBlock.ns8498.oracleGeneral.zst FIFO cache size     3521, 3932165 req, miss ratio 0.3084, byte miss ratio 0.3084
result/tencentBlock.ns8498.oracleGeneral.zst FIFO cache size    10565, 3932165 req, miss ratio 0.2351, byte miss ratio 0.2351
result/tencentBlock.ns8498.oracleGeneral.zst FIFO cache size    35217, 3932165 req, miss ratio 0.1549, byte miss ratio 0.1549
result/tencentBlock.ns8498.oracleGeneral.zst FIFO cache size    70434, 3932165 req, miss ratio 0.1252, byte miss ratio 0.1252
result/tencentBlock.ns8498.oracleGeneral.zst FIFO cache size   140869, 3932165 req, miss ratio 0.1081, byte miss ratio 0.1081
result/tencentBlock.ns8498.oracleGeneral.zst FIFO cache size   281739, 3932165 req, miss ratio 0.0941, byte miss ratio 0.0941
result/tencentBlock.ns8498.oracleGeneral.zst LHD cache size      352, 3932165 req, miss ratio 0.5360, byte miss ratio 0.5360
result/tencentBlock.ns8498.oracleGeneral.zst LHD cache size     1056, 3932165 req, miss ratio 0.3809, byte miss ratio 0.3809
result/tencentBlock.ns8498.oracleGeneral.zst LHD cache size     3521, 3932165 req, miss ratio 0.2460, byte miss ratio 0.2460
result/tencentBlock.ns8498.oracleGeneral.zst LHD cache size    10565, 3932165 req, miss ratio 0.2076, byte miss ratio 0.2076
result/tencentBlock.ns8498.oracleGeneral.zst LHD cache size    35217, 3932165 req, miss ratio 0.1465, byte miss ratio 0.1465
result/tencentBlock.ns8498.oracleGeneral.zst LHD cache size    70434, 3932165 req, miss ratio 0.1122, byte miss ratio 0.1122
result/tencentBlock.ns8498.oracleGeneral.zst LHD cache size   140869, 3932165 req, miss ratio 0.0982, byte miss ratio 0.0982
result/tencentBlock.ns8498.oracleGeneral.zst LHD cache size   281739, 3932165 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns8498.oracleGeneral.zst S3FIFO-1 cache size      352, 3932165 req, miss ratio 0.5363, byte miss ratio 0.5363
result/tencentBlock.ns8498.oracleGeneral.zst S3FIFO-1 cache size     1056, 3932165 req, miss ratio 0.3317, byte miss ratio 0.3317
result/tencentBlock.ns8498.oracleGeneral.zst S3FIFO-1 cache size     3521, 3932165 req, miss ratio 0.2443, byte miss ratio 0.2443
result/tencentBlock.ns8498.oracleGeneral.zst S3FIFO-1 cache size    10565, 3932165 req, miss ratio 0.2065, byte miss ratio 0.2065
result/tencentBlock.ns8498.oracleGeneral.zst S3FIFO-1 cache size    35217, 3932165 req, miss ratio 0.1605, byte miss ratio 0.1605
result/tencentBlock.ns8498.oracleGeneral.zst S3FIFO-1 cache size    70434, 3932165 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns8498.oracleGeneral.zst S3FIFO-1 cache size   140869, 3932165 req, miss ratio 0.0985, byte miss ratio 0.0985
result/tencentBlock.ns8498.oracleGeneral.zst S3FIFO-1 cache size   281739, 3932165 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns8498.oracleGeneral.zst LIRS cache size      352, 3932165 req, miss ratio 0.5339, byte miss ratio 0.5339
result/tencentBlock.ns8498.oracleGeneral.zst LIRS cache size     1056, 3932165 req, miss ratio 0.3522, byte miss ratio 0.3522
result/tencentBlock.ns8498.oracleGeneral.zst LIRS cache size     3521, 3932165 req, miss ratio 0.2566, byte miss ratio 0.2566
result/tencentBlock.ns8498.oracleGeneral.zst LIRS cache size    10565, 3932165 req, miss ratio 0.2087, byte miss ratio 0.2087
result/tencentBlock.ns8498.oracleGeneral.zst LIRS cache size    35217, 3932165 req, miss ratio 0.1662, byte miss ratio 0.1662
result/tencentBlock.ns8498.oracleGeneral.zst LIRS cache size    70434, 3932165 req, miss ratio 0.1340, byte miss ratio 0.1340
result/tencentBlock.ns8498.oracleGeneral.zst LIRS cache size   140869, 3932165 req, miss ratio 0.1091, byte miss ratio 0.1091
result/tencentBlock.ns8498.oracleGeneral.zst LIRS cache size   281739, 3932165 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns8498.oracleGeneral.zst LeCaR cache size      352, 3932165 req, miss ratio 0.5424, byte miss ratio 0.5424
result/tencentBlock.ns8498.oracleGeneral.zst LeCaR cache size     1056, 3932165 req, miss ratio 0.3998, byte miss ratio 0.3998
result/tencentBlock.ns8498.oracleGeneral.zst LeCaR cache size     3521, 3932165 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns8498.oracleGeneral.zst LeCaR cache size    10565, 3932165 req, miss ratio 0.2131, byte miss ratio 0.2131
result/tencentBlock.ns8498.oracleGeneral.zst LeCaR cache size    35217, 3932165 req, miss ratio 0.1444, byte miss ratio 0.1444
result/tencentBlock.ns8498.oracleGeneral.zst LeCaR cache size    70434, 3932165 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns8498.oracleGeneral.zst LeCaR cache size   140869, 3932165 req, miss ratio 0.0966, byte miss ratio 0.0966
result/tencentBlock.ns8498.oracleGeneral.zst LeCaR cache size   281739, 3932165 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns8498.oracleGeneral.zst ARC cache size      352, 3932165 req, miss ratio 0.5261, byte miss ratio 0.5261
