result/tencentBlock.ns19175.oracleGeneral.zst LeCaR cache size      181, 1921039 req, miss ratio 0.6088, byte miss ratio 0.6088
result/tencentBlock.ns19175.oracleGeneral.zst LeCaR cache size      543, 1921039 req, miss ratio 0.4418, byte miss ratio 0.4418
result/tencentBlock.ns19175.oracleGeneral.zst LeCaR cache size     1812, 1921039 req, miss ratio 0.2585, byte miss ratio 0.2585
result/tencentBlock.ns19175.oracleGeneral.zst LeCaR cache size     5436, 1921039 req, miss ratio 0.2159, byte miss ratio 0.2159
result/tencentBlock.ns19175.oracleGeneral.zst LeCaR cache size    18121, 1921039 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns19175.oracleGeneral.zst LeCaR cache size    36243, 1921039 req, miss ratio 0.1343, byte miss ratio 0.1343
result/tencentBlock.ns19175.oracleGeneral.zst LeCaR cache size    72487, 1921039 req, miss ratio 0.1062, byte miss ratio 0.1062
result/tencentBlock.ns19175.oracleGeneral.zst LeCaR cache size   144975, 1921039 req, miss ratio 0.0947, byte miss ratio 0.0947
result/tencentBlock.ns19175.oracleGeneral.zst ARC cache size      181, 1921039 req, miss ratio 0.5219, byte miss ratio 0.5219
result/tencentBlock.ns19175.oracleGeneral.zst ARC cache size      543, 1921039 req, miss ratio 0.4299, byte miss ratio 0.4299
result/tencentBlock.ns19175.oracleGeneral.zst ARC cache size     1812, 1921039 req, miss ratio 0.2398, byte miss ratio 0.2398
result/tencentBlock.ns19175.oracleGeneral.zst ARC cache size     5436, 1921039 req, miss ratio 0.2132, byte miss ratio 0.2132
result/tencentBlock.ns19175.oracleGeneral.zst ARC cache size    18121, 1921039 req, miss ratio 0.1712, byte miss ratio 0.1712
result/tencentBlock.ns19175.oracleGeneral.zst ARC cache size    36243, 1921039 req, miss ratio 0.1364, byte miss ratio 0.1364
result/tencentBlock.ns19175.oracleGeneral.zst ARC cache size    72487, 1921039 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns19175.oracleGeneral.zst ARC cache size   144975, 1921039 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns19175.oracleGeneral.zst S3FIFO-1 cache size      181, 1921039 req, miss ratio 0.5262, byte miss ratio 0.5262
result/tencentBlock.ns19175.oracleGeneral.zst S3FIFO-1 cache size      543, 1921039 req, miss ratio 0.4322, byte miss ratio 0.4322
result/tencentBlock.ns19175.oracleGeneral.zst S3FIFO-1 cache size     1812, 1921039 req, miss ratio 0.2332, byte miss ratio 0.2332
result/tencentBlock.ns19175.oracleGeneral.zst S3FIFO-1 cache size     5436, 1921039 req, miss ratio 0.2136, byte miss ratio 0.2136
result/tencentBlock.ns19175.oracleGeneral.zst S3FIFO-1 cache size    18121, 1921039 req, miss ratio 0.1739, byte miss ratio 0.1739
result/tencentBlock.ns19175.oracleGeneral.zst S3FIFO-1 cache size    36243, 1921039 req, miss ratio 0.1457, byte miss ratio 0.1457
result/tencentBlock.ns19175.oracleGeneral.zst S3FIFO-1 cache size    72487, 1921039 req, miss ratio 0.1110, byte miss ratio 0.1110
result/tencentBlock.ns19175.oracleGeneral.zst S3FIFO-1 cache size   144975, 1921039 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns19175.oracleGeneral.zst LHD cache size      181, 1921039 req, miss ratio 0.5407, byte miss ratio 0.5407
result/tencentBlock.ns19175.oracleGeneral.zst LHD cache size      543, 1921039 req, miss ratio 0.4423, byte miss ratio 0.4423
result/tencentBlock.ns19175.oracleGeneral.zst LHD cache size     1812, 1921039 req, miss ratio 0.2704, byte miss ratio 0.2704
result/tencentBlock.ns19175.oracleGeneral.zst LHD cache size     5436, 1921039 req, miss ratio 0.2153, byte miss ratio 0.2153
result/tencentBlock.ns19175.oracleGeneral.zst LHD cache size    18121, 1921039 req, miss ratio 0.1742, byte miss ratio 0.1742
result/tencentBlock.ns19175.oracleGeneral.zst LHD cache size    36243, 1921039 req, miss ratio 0.1374, byte miss ratio 0.1374
result/tencentBlock.ns19175.oracleGeneral.zst LHD cache size    72487, 1921039 req, miss ratio 0.1065, byte miss ratio 0.1065
result/tencentBlock.ns19175.oracleGeneral.zst LHD cache size   144975, 1921039 req, miss ratio 0.0954, byte miss ratio 0.0954
result/tencentBlock.ns19175.oracleGeneral.zst clock2 cache size      181, 1921039 req, miss ratio 0.6116, byte miss ratio 0.6116
result/tencentBlock.ns19175.oracleGeneral.zst clock2 cache size      543, 1921039 req, miss ratio 0.4426, byte miss ratio 0.4426
result/tencentBlock.ns19175.oracleGeneral.zst clock2 cache size     1812, 1921039 req, miss ratio 0.2686, byte miss ratio 0.2686
result/tencentBlock.ns19175.oracleGeneral.zst clock2 cache size     5436, 1921039 req, miss ratio 0.2162, byte miss ratio 0.2162
result/tencentBlock.ns19175.oracleGeneral.zst clock2 cache size    18121, 1921039 req, miss ratio 0.1791, byte miss ratio 0.1791
result/tencentBlock.ns19175.oracleGeneral.zst clock2 cache size    36243, 1921039 req, miss ratio 0.1449, byte miss ratio 0.1449
result/tencentBlock.ns19175.oracleGeneral.zst clock2 cache size    72487, 1921039 req, miss ratio 0.1152, byte miss ratio 0.1152
result/tencentBlock.ns19175.oracleGeneral.zst clock2 cache size   144975, 1921039 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns19175.oracleGeneral.zst Clock cache size      181, 1921039 req, miss ratio 0.6146, byte miss ratio 0.6146
result/tencentBlock.ns19175.oracleGeneral.zst Clock cache size      543, 1921039 req, miss ratio 0.4415, byte miss ratio 0.4415
result/tencentBlock.ns19175.oracleGeneral.zst Clock cache size     1812, 1921039 req, miss ratio 0.2859, byte miss ratio 0.2859
result/tencentBlock.ns19175.oracleGeneral.zst Clock cache size     5436, 1921039 req, miss ratio 0.2163, byte miss ratio 0.2163
result/tencentBlock.ns19175.oracleGeneral.zst Clock cache size    18121, 1921039 req, miss ratio 0.1760, byte miss ratio 0.1760
result/tencentBlock.ns19175.oracleGeneral.zst Clock cache size    36243, 1921039 req, miss ratio 0.1400, byte miss ratio 0.1400
result/tencentBlock.ns19175.oracleGeneral.zst Clock cache size    72487, 1921039 req, miss ratio 0.1102, byte miss ratio 0.1102
result/tencentBlock.ns19175.oracleGeneral.zst Clock cache size   144975, 1921039 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns19175.oracleGeneral.zst LIRS cache size      181, 1921039 req, miss ratio 0.5286, byte miss ratio 0.5286
result/tencentBlock.ns19175.oracleGeneral.zst LIRS cache size      543, 1921039 req, miss ratio 0.4401, byte miss ratio 0.4401
result/tencentBlock.ns19175.oracleGeneral.zst LIRS cache size     1812, 1921039 req, miss ratio 0.2575, byte miss ratio 0.2575
result/tencentBlock.ns19175.oracleGeneral.zst LIRS cache size     5436, 1921039 req, miss ratio 0.2168, byte miss ratio 0.2168
result/tencentBlock.ns19175.oracleGeneral.zst LIRS cache size    18121, 1921039 req, miss ratio 0.1745, byte miss ratio 0.1745
result/tencentBlock.ns19175.oracleGeneral.zst LIRS cache size    36243, 1921039 req, miss ratio 0.1483, byte miss ratio 0.1483
