result/tencentBlock.ns13076.oracleGeneral.zst Cacheus cache size      487, 4606215 req, miss ratio 0.4963, byte miss ratio 0.4963
result/tencentBlock.ns13076.oracleGeneral.zst Cacheus cache size     1463, 4606215 req, miss ratio 0.3841, byte miss ratio 0.3841
result/tencentBlock.ns13076.oracleGeneral.zst Cacheus cache size     4876, 4606215 req, miss ratio 0.3011, byte miss ratio 0.3011
result/tencentBlock.ns13076.oracleGeneral.zst Cacheus cache size    14630, 4606215 req, miss ratio 0.2735, byte miss ratio 0.2735
result/tencentBlock.ns13076.oracleGeneral.zst Cacheus cache size    48767, 4606215 req, miss ratio 0.2182, byte miss ratio 0.2182
result/tencentBlock.ns13076.oracleGeneral.zst Cacheus cache size    97535, 4606215 req, miss ratio 0.1628, byte miss ratio 0.1628
result/tencentBlock.ns13076.oracleGeneral.zst Cacheus cache size   195070, 4606215 req, miss ratio 0.1208, byte miss ratio 0.1208
result/tencentBlock.ns13076.oracleGeneral.zst Cacheus cache size   390141, 4606215 req, miss ratio 0.1064, byte miss ratio 0.1064
result/tencentBlock.ns13076.oracleGeneral.zst LeCaR cache size      487, 4606215 req, miss ratio 0.5075, byte miss ratio 0.5075
result/tencentBlock.ns13076.oracleGeneral.zst LeCaR cache size     1463, 4606215 req, miss ratio 0.4090, byte miss ratio 0.4090
result/tencentBlock.ns13076.oracleGeneral.zst LeCaR cache size     4876, 4606215 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns13076.oracleGeneral.zst LeCaR cache size    14630, 4606215 req, miss ratio 0.2798, byte miss ratio 0.2798
result/tencentBlock.ns13076.oracleGeneral.zst LeCaR cache size    48767, 4606215 req, miss ratio 0.2157, byte miss ratio 0.2157
result/tencentBlock.ns13076.oracleGeneral.zst LeCaR cache size    97535, 4606215 req, miss ratio 0.1617, byte miss ratio 0.1617
result/tencentBlock.ns13076.oracleGeneral.zst LeCaR cache size   195070, 4606215 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns13076.oracleGeneral.zst LeCaR cache size   390141, 4606215 req, miss ratio 0.1062, byte miss ratio 0.1062
result/tencentBlock.ns13076.oracleGeneral.zst S3FIFO-1 cache size      487, 4606215 req, miss ratio 0.5115, byte miss ratio 0.5115
result/tencentBlock.ns13076.oracleGeneral.zst S3FIFO-1 cache size     1463, 4606215 req, miss ratio 0.3408, byte miss ratio 0.3408
result/tencentBlock.ns13076.oracleGeneral.zst S3FIFO-1 cache size     4876, 4606215 req, miss ratio 0.3020, byte miss ratio 0.3020
result/tencentBlock.ns13076.oracleGeneral.zst S3FIFO-1 cache size    14630, 4606215 req, miss ratio 0.2673, byte miss ratio 0.2673
result/tencentBlock.ns13076.oracleGeneral.zst S3FIFO-1 cache size    48767, 4606215 req, miss ratio 0.2260, byte miss ratio 0.2260
result/tencentBlock.ns13076.oracleGeneral.zst S3FIFO-1 cache size    97535, 4606215 req, miss ratio 0.1715, byte miss ratio 0.1715
result/tencentBlock.ns13076.oracleGeneral.zst S3FIFO-1 cache size   195070, 4606215 req, miss ratio 0.1204, byte miss ratio 0.1204
result/tencentBlock.ns13076.oracleGeneral.zst S3FIFO-1 cache size   390141, 4606215 req, miss ratio 0.1065, byte miss ratio 0.1065
result/tencentBlock.ns13076.oracleGeneral.zst LHD cache size      487, 4606215 req, miss ratio 0.5101, byte miss ratio 0.5101
result/tencentBlock.ns13076.oracleGeneral.zst LHD cache size     1463, 4606215 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns13076.oracleGeneral.zst LHD cache size     4876, 4606215 req, miss ratio 0.3039, byte miss ratio 0.3039
result/tencentBlock.ns13076.oracleGeneral.zst LHD cache size    14630, 4606215 req, miss ratio 0.2687, byte miss ratio 0.2687
result/tencentBlock.ns13076.oracleGeneral.zst LHD cache size    48767, 4606215 req, miss ratio 0.2107, byte miss ratio 0.2107
result/tencentBlock.ns13076.oracleGeneral.zst LHD cache size    97535, 4606215 req, miss ratio 0.1512, byte miss ratio 0.1512
result/tencentBlock.ns13076.oracleGeneral.zst LHD cache size   195070, 4606215 req, miss ratio 0.1169, byte miss ratio 0.1169
result/tencentBlock.ns13076.oracleGeneral.zst LHD cache size   390141, 4606215 req, miss ratio 0.1065, byte miss ratio 0.1065
result/tencentBlock.ns13076.oracleGeneral.zst FIFO cache size      487, 4606215 req, miss ratio 0.5867, byte miss ratio 0.5867
result/tencentBlock.ns13076.oracleGeneral.zst FIFO cache size     1463, 4606215 req, miss ratio 0.4553, byte miss ratio 0.4553
result/tencentBlock.ns13076.oracleGeneral.zst FIFO cache size     4876, 4606215 req, miss ratio 0.3551, byte miss ratio 0.3551
result/tencentBlock.ns13076.oracleGeneral.zst FIFO cache size    14630, 4606215 req, miss ratio 0.2996, byte miss ratio 0.2996
result/tencentBlock.ns13076.oracleGeneral.zst FIFO cache size    48767, 4606215 req, miss ratio 0.2321, byte miss ratio 0.2321
result/tencentBlock.ns13076.oracleGeneral.zst FIFO cache size    97535, 4606215 req, miss ratio 0.1722, byte miss ratio 0.1722
result/tencentBlock.ns13076.oracleGeneral.zst FIFO cache size   195070, 4606215 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns13076.oracleGeneral.zst FIFO cache size   390141, 4606215 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns13076.oracleGeneral.zst Clock cache size      487, 4606215 req, miss ratio 0.5101, byte miss ratio 0.5101
result/tencentBlock.ns13076.oracleGeneral.zst Clock cache size     1463, 4606215 req, miss ratio 0.4129, byte miss ratio 0.4129
result/tencentBlock.ns13076.oracleGeneral.zst Clock cache size     4876, 4606215 req, miss ratio 0.3101, byte miss ratio 0.3101
result/tencentBlock.ns13076.oracleGeneral.zst Clock cache size    14630, 4606215 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns13076.oracleGeneral.zst Clock cache size    48767, 4606215 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns13076.oracleGeneral.zst Clock cache size    97535, 4606215 req, miss ratio 0.1784, byte miss ratio 0.1784
result/tencentBlock.ns13076.oracleGeneral.zst Clock cache size   195070, 4606215 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns13076.oracleGeneral.zst Clock cache size   390141, 4606215 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns13076.oracleGeneral.zst LIRS cache size      487, 4606215 req, miss ratio 0.5359, byte miss ratio 0.5359
result/tencentBlock.ns13076.oracleGeneral.zst LIRS cache size     1463, 4606215 req, miss ratio 0.3725, byte miss ratio 0.3725
result/tencentBlock.ns13076.oracleGeneral.zst LIRS cache size     4876, 4606215 req, miss ratio 0.3119, byte miss ratio 0.3119
result/tencentBlock.ns13076.oracleGeneral.zst LIRS cache size    14630, 4606215 req, miss ratio 0.2712, byte miss ratio 0.2712
result/tencentBlock.ns13076.oracleGeneral.zst LIRS cache size    48767, 4606215 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns13076.oracleGeneral.zst LIRS cache size    97535, 4606215 req, miss ratio 0.1764, byte miss ratio 0.1764
result/tencentBlock.ns13076.oracleGeneral.zst LIRS cache size   195070, 4606215 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns13076.oracleGeneral.zst LIRS cache size   390141, 4606215 req, miss ratio 0.1087, byte miss ratio 0.1087
result/tencentBlock.ns13076.oracleGeneral.zst clock2 cache size      487, 4606215 req, miss ratio 0.5127, byte miss ratio 0.5127
result/tencentBlock.ns13076.oracleGeneral.zst clock2 cache size     1463, 4606215 req, miss ratio 0.4176, byte miss ratio 0.4176
result/tencentBlock.ns13076.oracleGeneral.zst clock2 cache size     4876, 4606215 req, miss ratio 0.3052, byte miss ratio 0.3052
result/tencentBlock.ns13076.oracleGeneral.zst clock2 cache size    14630, 4606215 req, miss ratio 0.2840, byte miss ratio 0.2840
