result/tencentBlock.ns23509.oracleGeneral.zst LHD cache size      222, 2043214 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns23509.oracleGeneral.zst LHD cache size      667, 2043214 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns23509.oracleGeneral.zst LHD cache size     2225, 2043214 req, miss ratio 0.3804, byte miss ratio 0.3804
result/tencentBlock.ns23509.oracleGeneral.zst LHD cache size     6676, 2043214 req, miss ratio 0.3441, byte miss ratio 0.3441
result/tencentBlock.ns23509.oracleGeneral.zst LHD cache size    22253, 2043214 req, miss ratio 0.2967, byte miss ratio 0.2967
result/tencentBlock.ns23509.oracleGeneral.zst LHD cache size    44507, 2043214 req, miss ratio 0.2440, byte miss ratio 0.2440
result/tencentBlock.ns23509.oracleGeneral.zst LHD cache size    89014, 2043214 req, miss ratio 0.1416, byte miss ratio 0.1416
result/tencentBlock.ns23509.oracleGeneral.zst LHD cache size   178028, 2043214 req, miss ratio 0.1119, byte miss ratio 0.1119
result/tencentBlock.ns23509.oracleGeneral.zst Clock cache size      222, 2043214 req, miss ratio 0.4322, byte miss ratio 0.4322
result/tencentBlock.ns23509.oracleGeneral.zst Clock cache size      667, 2043214 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns23509.oracleGeneral.zst Clock cache size     2225, 2043214 req, miss ratio 0.3851, byte miss ratio 0.3851
result/tencentBlock.ns23509.oracleGeneral.zst Clock cache size     6676, 2043214 req, miss ratio 0.3505, byte miss ratio 0.3505
result/tencentBlock.ns23509.oracleGeneral.zst Clock cache size    22253, 2043214 req, miss ratio 0.3268, byte miss ratio 0.3268
result/tencentBlock.ns23509.oracleGeneral.zst Clock cache size    44507, 2043214 req, miss ratio 0.2755, byte miss ratio 0.2755
result/tencentBlock.ns23509.oracleGeneral.zst Clock cache size    89014, 2043214 req, miss ratio 0.1650, byte miss ratio 0.1650
result/tencentBlock.ns23509.oracleGeneral.zst Clock cache size   178028, 2043214 req, miss ratio 0.1130, byte miss ratio 0.1130
result/tencentBlock.ns23509.oracleGeneral.zst LeCaR cache size      222, 2043214 req, miss ratio 0.4250, byte miss ratio 0.4250
result/tencentBlock.ns23509.oracleGeneral.zst LeCaR cache size      667, 2043214 req, miss ratio 0.4048, byte miss ratio 0.4048
