result/tencentBlock.ns3196.oracleGeneral.zst S3FIFO-1 cache size      144, 2284029 req, miss ratio 0.5792, byte miss ratio 0.5792
result/tencentBlock.ns3196.oracleGeneral.zst S3FIFO-1 cache size      433, 2284029 req, miss ratio 0.4626, byte miss ratio 0.4626
result/tencentBlock.ns3196.oracleGeneral.zst S3FIFO-1 cache size     1446, 2284029 req, miss ratio 0.2900, byte miss ratio 0.2900
result/tencentBlock.ns3196.oracleGeneral.zst S3FIFO-1 cache size     4339, 2284029 req, miss ratio 0.2819, byte miss ratio 0.2819
result/tencentBlock.ns3196.oracleGeneral.zst S3FIFO-1 cache size    14466, 2284029 req, miss ratio 0.2589, byte miss ratio 0.2589
result/tencentBlock.ns3196.oracleGeneral.zst S3FIFO-1 cache size    28932, 2284029 req, miss ratio 0.2247, byte miss ratio 0.2247
result/tencentBlock.ns3196.oracleGeneral.zst S3FIFO-1 cache size    57865, 2284029 req, miss ratio 0.1688, byte miss ratio 0.1688
result/tencentBlock.ns3196.oracleGeneral.zst S3FIFO-1 cache size   115730, 2284029 req, miss ratio 0.0781, byte miss ratio 0.0781
result/tencentBlock.ns3196.oracleGeneral.zst LHD cache size      144, 2284029 req, miss ratio 0.6000, byte miss ratio 0.6000
result/tencentBlock.ns3196.oracleGeneral.zst LHD cache size      433, 2284029 req, miss ratio 0.5551, byte miss ratio 0.5551
result/tencentBlock.ns3196.oracleGeneral.zst LHD cache size     1446, 2284029 req, miss ratio 0.3276, byte miss ratio 0.3276
result/tencentBlock.ns3196.oracleGeneral.zst LHD cache size     4339, 2284029 req, miss ratio 0.2841, byte miss ratio 0.2841
result/tencentBlock.ns3196.oracleGeneral.zst LHD cache size    14466, 2284029 req, miss ratio 0.2595, byte miss ratio 0.2595
result/tencentBlock.ns3196.oracleGeneral.zst LHD cache size    28932, 2284029 req, miss ratio 0.2229, byte miss ratio 0.2229
result/tencentBlock.ns3196.oracleGeneral.zst LHD cache size    57865, 2284029 req, miss ratio 0.1551, byte miss ratio 0.1551
result/tencentBlock.ns3196.oracleGeneral.zst LHD cache size   115730, 2284029 req, miss ratio 0.0717, byte miss ratio 0.0717
result/tencentBlock.ns3196.oracleGeneral.zst LRU cache size      144, 2284029 req, miss ratio 0.6448, byte miss ratio 0.6448
result/tencentBlock.ns3196.oracleGeneral.zst LRU cache size      433, 2284029 req, miss ratio 0.5599, byte miss ratio 0.5599
result/tencentBlock.ns3196.oracleGeneral.zst LRU cache size     1446, 2284029 req, miss ratio 0.3794, byte miss ratio 0.3794
result/tencentBlock.ns3196.oracleGeneral.zst LRU cache size     4339, 2284029 req, miss ratio 0.2853, byte miss ratio 0.2853
result/tencentBlock.ns3196.oracleGeneral.zst LRU cache size    14466, 2284029 req, miss ratio 0.2802, byte miss ratio 0.2802
result/tencentBlock.ns3196.oracleGeneral.zst LRU cache size    28932, 2284029 req, miss ratio 0.2400, byte miss ratio 0.2400
result/tencentBlock.ns3196.oracleGeneral.zst LRU cache size    57865, 2284029 req, miss ratio 0.1568, byte miss ratio 0.1568
result/tencentBlock.ns3196.oracleGeneral.zst LRU cache size   115730, 2284029 req, miss ratio 0.0739, byte miss ratio 0.0739
